Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3214E+001; 1.0000E+000; 2.6071E+001; 1.0000E+000; 2.0259E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9337E+001;
 2.0000E+000; 8.0470E+001; 2.0000E+000; 3.7007E+001; 2.0000E+000; 2.3057E+001; 2.0000E+000; 2.0357E+001; 2.0000E+000; 2.0040E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9221E+001;
 3.0000E+000; 9.2717E+001; 3.0000E+000; 4.6978E+001; 3.0000E+000; 2.7439E+001; 3.0000E+000; 2.1517E+001; 3.0000E+000; 2.0239E+001; 3.0000E+000; 2.0040E+001; 3.0000E+000; 1.9194E+001;
 4.0000E+000; 1.0237E+002; 4.0000E+000; 5.5729E+001; 4.0000E+000; 3.2411E+001; 4.0000E+000; 2.3425E+001; 4.0000E+000; 2.0755E+001; 4.0000E+000; 2.0143E+001; 4.0000E+000; 1.9203E+001;
 5.0000E+000; 1.1063E+002; 5.0000E+000; 6.3474E+001; 5.0000E+000; 3.7500E+001; 5.0000E+000; 2.5859E+001; 5.0000E+000; 2.1625E+001; 5.0000E+000; 2.0380E+001; 5.0000E+000; 1.9230E+001;
 6.0000E+000; 1.1809E+002; 6.0000E+000; 7.0472E+001; 6.0000E+000; 4.2512E+001; 6.0000E+000; 2.8624E+001; 6.0000E+000; 2.2816E+001; 6.0000E+000; 2.0787E+001; 6.0000E+000; 1.9263E+001;
 7.0000E+000; 1.2501E+002; 7.0000E+000; 7.6922E+001; 7.0000E+000; 4.7382E+001; 7.0000E+000; 3.1584E+001; 7.0000E+000; 2.4272E+001; 7.0000E+000; 2.1372E+001; 7.0000E+000; 1.9298E+001;
 8.0000E+000; 1.3155E+002; 8.0000E+000; 8.2962E+001; 8.0000E+000; 5.2099E+001; 8.0000E+000; 3.4653E+001; 8.0000E+000; 2.5939E+001; 8.0000E+000; 2.2126E+001; 8.0000E+000; 1.9332E+001;
 9.0000E+000; 1.3779E+002; 9.0000E+000; 8.8679E+001; 9.0000E+000; 5.6670E+001; 9.0000E+000; 3.7780E+001; 9.0000E+000; 2.7766E+001; 9.0000E+000; 2.3035E+001; 9.0000E+000; 1.9366E+001;
