Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8390E-002; 0.0000E+000; 9.6298E-002; 0.0000E+000; 9.4844E-002; 0.0000E+000; 9.3893E-002; 0.0000E+000; 9.3355E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.6163E-002; 1.0000E+000; 9.5938E-002; 1.0000E+000; 9.4832E-002; 1.0000E+000; 9.3892E-002; 1.0000E+000; 9.3355E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.8429E-002; 2.0000E+000; 9.3803E-002; 2.0000E+000; 9.4695E-002; 2.0000E+000; 9.3882E-002; 2.0000E+000; 9.3354E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.3209E-002; 3.0000E+000; 8.4930E-002; 3.0000E+000; 9.4194E-002; 3.0000E+000; 9.3812E-002; 3.0000E+000; 9.3346E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1161E-001; 4.0000E+000; 7.6214E-002; 4.0000E+000; 9.1979E-002; 4.0000E+000; 9.3604E-002; 4.0000E+000; 9.3309E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2998E-001; 5.0000E+000; 7.1426E-002; 5.0000E+000; 8.6286E-002; 5.0000E+000; 9.3076E-002; 5.0000E+000; 9.3215E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4849E-001; 6.0000E+000; 6.9806E-002; 6.0000E+000; 7.7277E-002; 6.0000E+000; 9.1689E-002; 6.0000E+000; 9.3026E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6767E-001; 7.0000E+000; 7.0374E-002; 7.0000E+000; 6.7308E-002; 7.0000E+000; 8.8453E-002; 7.0000E+000; 9.2652E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8796E-001; 8.0000E+000; 7.2549E-002; 8.0000E+000; 5.8843E-002; 8.0000E+000; 8.2218E-002; 8.0000E+000; 9.1876E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0983E-001; 9.0000E+000; 7.6018E-002; 9.0000E+000; 5.2812E-002; 9.0000E+000; 7.2696E-002; 9.0000E+000; 9.0233E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3398E-001; 1.0000E+001; 8.0677E-002; 1.0000E+001; 4.9069E-002; 1.0000E+001; 6.1570E-002; 1.0000E+001; 8.6872E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.6083E-001; 1.1000E+001; 8.6546E-002; 1.1000E+001; 4.7178E-002; 1.1000E+001; 5.1497E-002; 1.1000E+001; 8.0641E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.9075E-001; 1.2000E+001; 9.3662E-002; 1.2000E+001; 4.6731E-002; 1.2000E+001; 4.3909E-002; 1.2000E+001; 7.0956E-002; 1.2000E+001; 1.0132E-001;
