Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3230E+001; 1.0000E+000; 2.6074E+001; 1.0000E+000; 2.0259E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9337E+001;
 2.0000E+000; 8.0514E+001; 2.0000E+000; 3.7020E+001; 2.0000E+000; 2.3060E+001; 2.0000E+000; 2.0358E+001; 2.0000E+000; 2.0040E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9222E+001;
 3.0000E+000; 9.2777E+001; 3.0000E+000; 4.7008E+001; 3.0000E+000; 2.7447E+001; 3.0000E+000; 2.1519E+001; 3.0000E+000; 2.0240E+001; 3.0000E+000; 2.0040E+001; 3.0000E+000; 1.9195E+001;
 4.0000E+000; 1.0241E+002; 4.0000E+000; 5.5772E+001; 4.0000E+000; 3.2427E+001; 4.0000E+000; 2.3430E+001; 4.0000E+000; 2.0757E+001; 4.0000E+000; 2.0143E+001; 4.0000E+000; 1.9205E+001;
 5.0000E+000; 1.1063E+002; 5.0000E+000; 6.3520E+001; 5.0000E+000; 3.7523E+001; 5.0000E+000; 2.5868E+001; 5.0000E+000; 2.1628E+001; 5.0000E+000; 2.0381E+001; 5.0000E+000; 1.9232E+001;
 6.0000E+000; 1.1803E+002; 6.0000E+000; 7.0509E+001; 6.0000E+000; 4.2539E+001; 6.0000E+000; 2.8637E+001; 6.0000E+000; 2.2821E+001; 6.0000E+000; 2.0789E+001; 6.0000E+000; 1.9265E+001;
 7.0000E+000; 1.2489E+002; 7.0000E+000; 7.6941E+001; 7.0000E+000; 4.7408E+001; 7.0000E+000; 3.1600E+001; 7.0000E+000; 2.4280E+001; 7.0000E+000; 2.1375E+001; 7.0000E+000; 1.9301E+001;
 8.0000E+000; 1.3136E+002; 8.0000E+000; 8.2954E+001; 8.0000E+000; 5.2119E+001; 8.0000E+000; 3.4670E+001; 8.0000E+000; 2.5948E+001; 8.0000E+000; 2.2131E+001; 8.0000E+000; 1.9336E+001;
 9.0000E+000; 1.3753E+002; 9.0000E+000; 8.8640E+001; 9.0000E+000; 5.6680E+001; 9.0000E+000; 3.7796E+001; 9.0000E+000; 2.7777E+001; 9.0000E+000; 2.3041E+001; 9.0000E+000; 1.9369E+001;
 1.0000E+001; 1.4344E+002; 1.0000E+001; 9.4061E+001; 1.0000E+001; 6.1105E+001; 1.0000E+001; 4.0945E+001; 1.0000E+001; 2.9728E+001; 1.0000E+001; 2.4088E+001; 1.0000E+001; 1.9401E+001;
 1.1000E+001; 1.4913E+002; 1.1000E+001; 9.9263E+001; 1.1000E+001; 6.5406E+001; 1.1000E+001; 4.4098E+001; 1.1000E+001; 3.1770E+001; 1.1000E+001; 2.5253E+001; 1.1000E+001; 1.9431E+001;
 1.2000E+001; 1.5464E+002; 1.2000E+001; 1.0428E+002; 1.2000E+001; 6.9597E+001; 1.2000E+001; 4.7243E+001; 1.2000E+001; 3.3882E+001; 1.2000E+001; 2.6519E+001; 1.2000E+001; 1.9460E+001;
 1.3000E+001; 1.5997E+002; 1.3000E+001; 1.0913E+002; 1.3000E+001; 7.3687E+001; 1.3000E+001; 5.0373E+001; 1.3000E+001; 3.6047E+001; 1.3000E+001; 2.7870E+001; 1.3000E+001; 1.9489E+001;
 1.4000E+001; 1.6513E+002; 1.4000E+001; 1.1384E+002; 1.4000E+001; 7.7686E+001; 1.4000E+001; 5.3483E+001; 1.4000E+001; 3.8252E+001; 1.4000E+001; 2.9294E+001; 1.4000E+001; 1.9518E+001;
 1.5000E+001; 1.7013E+002; 1.5000E+001; 1.1841E+002; 1.5000E+001; 8.1600E+001; 1.5000E+001; 5.6569E+001; 1.5000E+001; 4.0488E+001; 1.5000E+001; 3.0778E+001; 1.5000E+001; 1.9550E+001;
 1.6000E+001; 1.7497E+002; 1.6000E+001; 1.2286E+002; 1.6000E+001; 8.5435E+001; 1.6000E+001; 5.9630E+001; 1.6000E+001; 4.2747E+001; 1.6000E+001; 3.2315E+001; 1.6000E+001; 1.9586E+001;
 1.7000E+001; 1.7967E+002; 1.7000E+001; 1.2719E+002; 1.7000E+001; 8.9194E+001; 1.7000E+001; 6.2665E+001; 1.7000E+001; 4.5022E+001; 1.7000E+001; 3.3897E+001; 1.7000E+001; 1.9627E+001;
 1.8000E+001; 1.8423E+002; 1.8000E+001; 1.3140E+002; 1.8000E+001; 9.2881E+001; 1.8000E+001; 6.5671E+001; 1.8000E+001; 4.7310E+001; 1.8000E+001; 3.5518E+001; 1.8000E+001; 1.9675E+001;
 1.9000E+001; 1.8865E+002; 1.9000E+001; 1.3550E+002; 1.9000E+001; 9.6497E+001; 1.9000E+001; 6.8648E+001; 1.9000E+001; 4.9605E+001; 1.9000E+001; 3.7172E+001; 1.9000E+001; 1.9730E+001;
 2.0000E+001; 1.9293E+002; 2.0000E+001; 1.3950E+002; 2.0000E+001; 1.0005E+002; 2.0000E+001; 7.1595E+001; 2.0000E+001; 5.1903E+001; 2.0000E+001; 3.8855E+001; 2.0000E+001; 1.9796E+001;
 2.1000E+001; 1.9708E+002; 2.1000E+001; 1.4339E+002; 2.1000E+001; 1.0353E+002; 2.1000E+001; 7.4511E+001; 2.1000E+001; 5.4203E+001; 2.1000E+001; 4.0562E+001; 2.1000E+001; 1.9872E+001;
 2.2000E+001; 2.0111E+002; 2.2000E+001; 1.4718E+002; 2.2000E+001; 1.0695E+002; 2.2000E+001; 7.7394E+001; 2.2000E+001; 5.6501E+001; 2.2000E+001; 4.2290E+001; 2.2000E+001; 1.9961E+001;
 2.3000E+001; 2.0502E+002; 2.3000E+001; 1.5087E+002; 2.3000E+001; 1.1030E+002; 2.3000E+001; 8.0246E+001; 2.3000E+001; 5.8794E+001; 2.3000E+001; 4.4035E+001; 2.3000E+001; 2.0063E+001;
