Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3220E+001; 1.0000E+000; 2.6072E+001; 1.0000E+000; 2.0259E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9337E+001;
 2.0000E+000; 8.0488E+001; 2.0000E+000; 3.7013E+001; 2.0000E+000; 2.3058E+001; 2.0000E+000; 2.0358E+001; 2.0000E+000; 2.0040E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9222E+001;
 3.0000E+000; 9.2740E+001; 3.0000E+000; 4.6990E+001; 3.0000E+000; 2.7442E+001; 3.0000E+000; 2.1518E+001; 3.0000E+000; 2.0240E+001; 3.0000E+000; 2.0040E+001; 3.0000E+000; 1.9194E+001;
 4.0000E+000; 1.0238E+002; 4.0000E+000; 5.5746E+001; 4.0000E+000; 3.2417E+001; 4.0000E+000; 2.3427E+001; 4.0000E+000; 2.0756E+001; 4.0000E+000; 2.0143E+001; 4.0000E+000; 1.9204E+001;
 5.0000E+000; 1.1063E+002; 5.0000E+000; 6.3492E+001; 5.0000E+000; 3.7509E+001; 5.0000E+000; 2.5863E+001; 5.0000E+000; 2.1626E+001; 5.0000E+000; 2.0381E+001; 5.0000E+000; 1.9230E+001;
 6.0000E+000; 1.1806E+002; 6.0000E+000; 7.0486E+001; 6.0000E+000; 4.2522E+001; 6.0000E+000; 2.8629E+001; 6.0000E+000; 2.2818E+001; 6.0000E+000; 2.0788E+001; 6.0000E+000; 1.9264E+001;
 7.0000E+000; 1.2496E+002; 7.0000E+000; 7.6929E+001; 7.0000E+000; 4.7392E+001; 7.0000E+000; 3.1590E+001; 7.0000E+000; 2.4275E+001; 7.0000E+000; 2.1373E+001; 7.0000E+000; 1.9299E+001;
 8.0000E+000; 1.3148E+002; 8.0000E+000; 8.2957E+001; 8.0000E+000; 5.2106E+001; 8.0000E+000; 3.4660E+001; 8.0000E+000; 2.5942E+001; 8.0000E+000; 2.2128E+001; 8.0000E+000; 1.9334E+001;
 9.0000E+000; 1.3768E+002; 9.0000E+000; 8.8662E+001; 9.0000E+000; 5.6674E+001; 9.0000E+000; 3.7786E+001; 9.0000E+000; 2.7770E+001; 9.0000E+000; 2.3038E+001; 9.0000E+000; 1.9367E+001;
 1.0000E+001; 1.4363E+002; 1.0000E+001; 9.4103E+001; 1.0000E+001; 6.1106E+001; 1.0000E+001; 4.0937E+001; 1.0000E+001; 2.9720E+001; 1.0000E+001; 2.4084E+001; 1.0000E+001; 1.9399E+001;
 1.1000E+001; 1.4936E+002; 1.1000E+001; 9.9325E+001; 1.1000E+001; 6.5417E+001; 1.1000E+001; 4.4094E+001; 1.1000E+001; 3.1763E+001; 1.1000E+001; 2.5248E+001; 1.1000E+001; 1.9428E+001;
 1.2000E+001; 1.5489E+002; 1.2000E+001; 1.0436E+002; 1.2000E+001; 6.9619E+001; 1.2000E+001; 4.7243E+001; 1.2000E+001; 3.3876E+001; 1.2000E+001; 2.6513E+001; 1.2000E+001; 1.9457E+001;
 1.3000E+001; 1.6025E+002; 1.3000E+001; 1.0923E+002; 1.3000E+001; 7.3721E+001; 1.3000E+001; 5.0378E+001; 1.3000E+001; 3.6043E+001; 1.3000E+001; 2.7865E+001; 1.3000E+001; 1.9486E+001;
 1.4000E+001; 1.6543E+002; 1.4000E+001; 1.1396E+002; 1.4000E+001; 7.7731E+001; 1.4000E+001; 5.3493E+001; 1.4000E+001; 3.8250E+001; 1.4000E+001; 2.9289E+001; 1.4000E+001; 1.9515E+001;
 1.5000E+001; 1.7045E+002; 1.5000E+001; 1.1855E+002; 1.5000E+001; 8.1658E+001; 1.5000E+001; 5.6587E+001; 1.5000E+001; 4.0489E+001; 1.5000E+001; 3.0774E+001; 1.5000E+001; 1.9547E+001;
 1.6000E+001; 1.7532E+002; 1.6000E+001; 1.2301E+002; 1.6000E+001; 8.5504E+001; 1.6000E+001; 5.9655E+001; 1.6000E+001; 4.2751E+001; 1.6000E+001; 3.2313E+001; 1.6000E+001; 1.9583E+001;
 1.7000E+001; 1.8003E+002; 1.7000E+001; 1.2735E+002; 1.7000E+001; 8.9274E+001; 1.7000E+001; 6.2697E+001; 1.7000E+001; 4.5031E+001; 1.7000E+001; 3.3896E+001; 1.7000E+001; 1.9623E+001;
 1.8000E+001; 1.8460E+002; 1.8000E+001; 1.3157E+002; 1.8000E+001; 9.2972E+001; 1.8000E+001; 6.5710E+001; 1.8000E+001; 4.7323E+001; 1.8000E+001; 3.5519E+001; 1.8000E+001; 1.9671E+001;
 1.9000E+001; 1.8902E+002; 1.9000E+001; 1.3569E+002; 1.9000E+001; 9.6598E+001; 1.9000E+001; 6.8694E+001; 1.9000E+001; 4.9622E+001; 1.9000E+001; 3.7176E+001; 1.9000E+001; 1.9726E+001;
 2.0000E+001; 1.9331E+002; 2.0000E+001; 1.3969E+002; 2.0000E+001; 1.0016E+002; 2.0000E+001; 7.1648E+001; 2.0000E+001; 5.1925E+001; 2.0000E+001; 3.8861E+001; 2.0000E+001; 1.9792E+001;
 2.1000E+001; 1.9747E+002; 2.1000E+001; 1.4358E+002; 2.1000E+001; 1.0365E+002; 2.1000E+001; 7.4571E+001; 2.1000E+001; 5.4229E+001; 2.1000E+001; 4.0571E+001; 2.1000E+001; 1.9868E+001;
 2.2000E+001; 2.0150E+002; 2.2000E+001; 1.4737E+002; 2.2000E+001; 1.0707E+002; 2.2000E+001; 7.7461E+001; 2.2000E+001; 5.6532E+001; 2.2000E+001; 4.2302E+001; 2.2000E+001; 1.9956E+001;
 2.3000E+001; 2.0540E+002; 2.3000E+001; 1.5105E+002; 2.3000E+001; 1.1043E+002; 2.3000E+001; 8.0318E+001; 2.3000E+001; 5.8829E+001; 2.3000E+001; 4.4050E+001; 2.3000E+001; 2.0058E+001;
 2.4000E+001; 2.0917E+002; 2.4000E+001; 1.5463E+002; 2.4000E+001; 1.1372E+002; 2.4000E+001; 8.3141E+001; 2.4000E+001; 6.1120E+001; 2.4000E+001; 4.5812E+001; 2.4000E+001; 2.0175E+001;
 2.5000E+001; 2.1280E+002; 2.5000E+001; 1.5811E+002; 2.5000E+001; 1.1695E+002; 2.5000E+001; 8.5929E+001; 2.5000E+001; 6.3402E+001; 2.5000E+001; 4.7586E+001; 2.5000E+001; 2.0307E+001;
 2.6000E+001; 2.1629E+002; 2.6000E+001; 1.6148E+002; 2.6000E+001; 1.2011E+002; 2.6000E+001; 8.8682E+001; 2.6000E+001; 6.5673E+001; 2.6000E+001; 4.9368E+001; 2.6000E+001; 2.0455E+001;
 2.7000E+001; 2.1964E+002; 2.7000E+001; 1.6475E+002; 2.7000E+001; 1.2320E+002; 2.7000E+001; 9.1399E+001; 2.7000E+001; 6.7932E+001; 2.7000E+001; 5.1158E+001; 2.7000E+001; 2.0621E+001;
 2.8000E+001; 2.2286E+002; 2.8000E+001; 1.6792E+002; 2.8000E+001; 1.2623E+002; 2.8000E+001; 9.4079E+001; 2.8000E+001; 7.0178E+001; 2.8000E+001; 5.2952E+001; 2.8000E+001; 2.0803E+001;
 2.9000E+001; 2.2594E+002; 2.9000E+001; 1.7100E+002; 2.9000E+001; 1.2919E+002; 2.9000E+001; 9.6722E+001; 2.9000E+001; 7.2408E+001; 2.9000E+001; 5.4748E+001; 2.9000E+001; 2.1004E+001;
 3.0000E+001; 2.2892E+002; 3.0000E+001; 1.7399E+002; 3.0000E+001; 1.3209E+002; 3.0000E+001; 9.9325E+001; 3.0000E+001; 7.4622E+001; 3.0000E+001; 5.6546E+001; 3.0000E+001; 2.1223E+001;
 3.1000E+001; 2.3179E+002; 3.1000E+001; 1.7690E+002; 3.1000E+001; 1.3491E+002; 3.1000E+001; 1.0189E+002; 3.1000E+001; 7.6819E+001; 3.1000E+001; 5.8342E+001; 3.1000E+001; 2.1461E+001;
 3.2000E+001; 2.3457E+002; 3.2000E+001; 1.7972E+002; 3.2000E+001; 1.3768E+002; 3.2000E+001; 1.0441E+002; 3.2000E+001; 7.8997E+001; 3.2000E+001; 6.0137E+001; 3.2000E+001; 2.1717E+001;
 3.3000E+001; 2.3727E+002; 3.3000E+001; 1.8247E+002; 3.3000E+001; 1.4038E+002; 3.3000E+001; 1.0690E+002; 3.3000E+001; 8.1155E+001; 3.3000E+001; 6.1928E+001; 3.3000E+001; 2.1993E+001;
 3.4000E+001; 2.3989E+002; 3.4000E+001; 1.8515E+002; 3.4000E+001; 1.4303E+002; 3.4000E+001; 1.0934E+002; 3.4000E+001; 8.3292E+001; 3.4000E+001; 6.3714E+001; 3.4000E+001; 2.2287E+001;
 3.5000E+001; 2.4244E+002; 3.5000E+001; 1.8776E+002; 3.5000E+001; 1.4562E+002; 3.5000E+001; 1.1174E+002; 3.5000E+001; 8.5408E+001; 3.5000E+001; 6.5494E+001; 3.5000E+001; 2.2600E+001;
 3.6000E+001; 2.4493E+002; 3.6000E+001; 1.9031E+002; 3.6000E+001; 1.4815E+002; 3.6000E+001; 1.1411E+002; 3.6000E+001; 8.7502E+001; 3.6000E+001; 6.7268E+001; 3.6000E+001; 2.2932E+001;
 3.7000E+001; 2.4735E+002; 3.7000E+001; 1.9280E+002; 3.7000E+001; 1.5063E+002; 3.7000E+001; 1.1644E+002; 3.7000E+001; 8.9573E+001; 3.7000E+001; 6.9032E+001; 3.7000E+001; 2.3282E+001;
 3.8000E+001; 2.4973E+002; 3.8000E+001; 1.9523E+002; 3.8000E+001; 1.5305E+002; 3.8000E+001; 1.1872E+002; 3.8000E+001; 9.1622E+001; 3.8000E+001; 7.0789E+001; 3.8000E+001; 2.3650E+001;
 3.9000E+001; 2.5204E+002; 3.9000E+001; 1.9760E+002; 3.9000E+001; 1.5543E+002; 3.9000E+001; 1.2097E+002; 3.9000E+001; 9.3648E+001; 3.9000E+001; 7.2535E+001; 3.9000E+001; 2.4037E+001;
 4.0000E+001; 2.5431E+002; 4.0000E+001; 1.9993E+002; 4.0000E+001; 1.5776E+002; 4.0000E+001; 1.2319E+002; 4.0000E+001; 9.5651E+001; 4.0000E+001; 7.4271E+001; 4.0000E+001; 2.4441E+001;
 4.1000E+001; 2.5653E+002; 4.1000E+001; 2.0222E+002; 4.1000E+001; 1.6004E+002; 4.1000E+001; 1.2537E+002; 4.1000E+001; 9.7632E+001; 4.1000E+001; 7.5996E+001; 4.1000E+001; 2.4863E+001;
 4.2000E+001; 2.5870E+002; 4.2000E+001; 2.0447E+002; 4.2000E+001; 1.6228E+002; 4.2000E+001; 1.2752E+002; 4.2000E+001; 9.9589E+001; 4.2000E+001; 7.7711E+001; 4.2000E+001; 2.5302E+001;
 4.3000E+001; 2.6083E+002; 4.3000E+001; 2.0668E+002; 4.3000E+001; 1.6448E+002; 4.3000E+001; 1.2963E+002; 4.3000E+001; 1.0152E+002; 4.3000E+001; 7.9413E+001; 4.3000E+001; 2.5757E+001;
