Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3263E+001; 1.0000E+000; 2.6080E+001; 1.0000E+000; 2.0260E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9338E+001;
 2.0000E+000; 8.0601E+001; 2.0000E+000; 3.7046E+001; 2.0000E+000; 2.3066E+001; 2.0000E+000; 2.0359E+001; 2.0000E+000; 2.0041E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9223E+001;
 3.0000E+000; 9.2901E+001; 3.0000E+000; 4.7065E+001; 3.0000E+000; 2.7463E+001; 3.0000E+000; 2.1523E+001; 3.0000E+000; 2.0241E+001; 3.0000E+000; 2.0041E+001; 3.0000E+000; 1.9197E+001;
 4.0000E+000; 1.0252E+002; 4.0000E+000; 5.5858E+001; 4.0000E+000; 3.2458E+001; 4.0000E+000; 2.3440E+001; 4.0000E+000; 2.0759E+001; 4.0000E+000; 2.0144E+001; 4.0000E+000; 1.9208E+001;
 5.0000E+000; 1.1067E+002; 5.0000E+000; 6.3616E+001; 5.0000E+000; 3.7568E+001; 5.0000E+000; 2.5886E+001; 5.0000E+000; 2.1633E+001; 5.0000E+000; 2.0383E+001; 5.0000E+000; 1.9236E+001;
 6.0000E+000; 1.1797E+002; 6.0000E+000; 7.0594E+001; 6.0000E+000; 4.2593E+001; 6.0000E+000; 2.8662E+001; 6.0000E+000; 2.2831E+001; 6.0000E+000; 2.0792E+001; 6.0000E+000; 1.9270E+001;
 7.0000E+000; 1.2471E+002; 7.0000E+000; 7.6996E+001; 7.0000E+000; 4.7463E+001; 7.0000E+000; 3.1632E+001; 7.0000E+000; 2.4295E+001; 7.0000E+000; 2.1380E+001; 7.0000E+000; 1.9306E+001;
 8.0000E+000; 1.3106E+002; 8.0000E+000; 8.2965E+001; 8.0000E+000; 5.2166E+001; 8.0000E+000; 3.4706E+001; 8.0000E+000; 2.5968E+001; 8.0000E+000; 2.2139E+001; 8.0000E+000; 1.9342E+001;
 9.0000E+000; 1.3711E+002; 9.0000E+000; 8.8599E+001; 9.0000E+000; 5.6712E+001; 9.0000E+000; 3.7831E+001; 9.0000E+000; 2.7800E+001; 9.0000E+000; 2.3053E+001; 9.0000E+000; 1.9376E+001;
