Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8444E-002; 0.0000E+000; 9.6390E-002; 0.0000E+000; 9.4961E-002; 0.0000E+000; 9.4025E-002; 0.0000E+000; 9.3496E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.6238E-002; 1.0000E+000; 9.6033E-002; 1.0000E+000; 9.4949E-002; 1.0000E+000; 9.4024E-002; 1.0000E+000; 9.3496E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.8529E-002; 2.0000E+000; 9.3898E-002; 2.0000E+000; 9.4812E-002; 2.0000E+000; 9.4015E-002; 2.0000E+000; 9.3495E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.3293E-002; 3.0000E+000; 8.5046E-002; 3.0000E+000; 9.4312E-002; 3.0000E+000; 9.3945E-002; 3.0000E+000; 9.3487E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1169E-001; 4.0000E+000; 7.6336E-002; 4.0000E+000; 9.2099E-002; 4.0000E+000; 9.3738E-002; 4.0000E+000; 9.3450E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3007E-001; 5.0000E+000; 7.1538E-002; 5.0000E+000; 8.6422E-002; 5.0000E+000; 9.3210E-002; 5.0000E+000; 9.3357E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4862E-001; 6.0000E+000; 6.9911E-002; 6.0000E+000; 7.7435E-002; 6.0000E+000; 9.1824E-002; 6.0000E+000; 9.3168E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6786E-001; 7.0000E+000; 7.0483E-002; 7.0000E+000; 6.7478E-002; 7.0000E+000; 8.8596E-002; 7.0000E+000; 9.2794E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8823E-001; 8.0000E+000; 7.2672E-002; 8.0000E+000; 5.9010E-002; 8.0000E+000; 8.2387E-002; 8.0000E+000; 9.2018E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.1020E-001; 9.0000E+000; 7.6163E-002; 9.0000E+000; 5.2973E-002; 9.0000E+000; 7.2905E-002; 9.0000E+000; 9.0378E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3448E-001; 1.0000E+001; 8.0855E-002; 1.0000E+001; 4.9228E-002; 1.0000E+001; 6.1806E-002; 1.0000E+001; 8.7032E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.6149E-001; 1.1000E+001; 8.6765E-002; 1.1000E+001; 4.7341E-002; 1.1000E+001; 5.1735E-002; 1.1000E+001; 8.0843E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.9158E-001; 1.2000E+001; 9.3934E-002; 1.2000E+001; 4.6904E-002; 1.2000E+001; 4.4133E-002; 1.2000E+001; 7.1226E-002; 1.2000E+001; 1.0132E-001;
