Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8442E-002; 0.0000E+000; 9.6376E-002; 0.0000E+000; 9.4932E-002; 0.0000E+000; 9.3982E-002; 0.0000E+000; 9.3444E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5931E-002; 1.0000E+000; 9.6016E-002; 1.0000E+000; 9.4920E-002; 1.0000E+000; 9.3981E-002; 1.0000E+000; 9.3444E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.7730E-002; 2.0000E+000; 9.3761E-002; 2.0000E+000; 9.4775E-002; 2.0000E+000; 9.3971E-002; 2.0000E+000; 9.3443E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2512E-002; 3.0000E+000; 8.4447E-002; 3.0000E+000; 9.4254E-002; 3.0000E+000; 9.3897E-002; 3.0000E+000; 9.3434E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1089E-001; 4.0000E+000; 7.5557E-002; 4.0000E+000; 9.1916E-002; 4.0000E+000; 9.3681E-002; 4.0000E+000; 9.3395E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2906E-001; 5.0000E+000; 7.0828E-002; 5.0000E+000; 8.5916E-002; 5.0000E+000; 9.3132E-002; 5.0000E+000; 9.3297E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4721E-001; 6.0000E+000; 6.9276E-002; 6.0000E+000; 7.6570E-002; 6.0000E+000; 9.1676E-002; 6.0000E+000; 9.3101E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6591E-001; 7.0000E+000; 6.9859E-002; 7.0000E+000; 6.6449E-002; 7.0000E+000; 8.8248E-002; 7.0000E+000; 9.2713E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8562E-001; 8.0000E+000; 7.1991E-002; 8.0000E+000; 5.8012E-002; 8.0000E+000; 8.1642E-002; 8.0000E+000; 9.1905E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0677E-001; 9.0000E+000; 7.5362E-002; 9.0000E+000; 5.2065E-002; 9.0000E+000; 7.1686E-002; 9.0000E+000; 9.0169E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3003E-001; 1.0000E+001; 7.9867E-002; 1.0000E+001; 4.8393E-002; 1.0000E+001; 6.0322E-002; 1.0000E+001; 8.6569E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5584E-001; 1.1000E+001; 8.5525E-002; 1.1000E+001; 4.6532E-002; 1.1000E+001; 5.0277E-002; 1.1000E+001; 7.9862E-002; 1.1000E+001; 1.0132E-001;
