Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3398E+001; 1.0000E+000; 2.6009E+001; 1.0000E+000; 2.0248E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9347E+001;
 2.0000E+000; 8.0771E+001; 2.0000E+000; 3.6965E+001; 2.0000E+000; 2.3011E+001; 2.0000E+000; 2.0346E+001; 2.0000E+000; 2.0039E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9244E+001;
 3.0000E+000; 9.3083E+001; 3.0000E+000; 4.6970E+001; 3.0000E+000; 2.7374E+001; 3.0000E+000; 2.1486E+001; 3.0000E+000; 2.0231E+001; 3.0000E+000; 2.0039E+001; 3.0000E+000; 1.9227E+001;
 4.0000E+000; 1.0279E+002; 4.0000E+000; 5.5756E+001; 4.0000E+000; 3.2339E+001; 4.0000E+000; 2.3375E+001; 4.0000E+000; 2.0736E+001; 4.0000E+000; 2.0138E+001; 4.0000E+000; 1.9244E+001;
 5.0000E+000; 1.1110E+002; 5.0000E+000; 6.3536E+001; 5.0000E+000; 3.7430E+001; 5.0000E+000; 2.5793E+001; 5.0000E+000; 2.1592E+001; 5.0000E+000; 2.0369E+001; 5.0000E+000; 1.9276E+001;
 6.0000E+000; 1.1860E+002; 6.0000E+000; 7.0568E+001; 6.0000E+000; 4.2449E+001; 6.0000E+000; 2.8546E+001; 6.0000E+000; 2.2769E+001; 6.0000E+000; 2.0767E+001; 6.0000E+000; 1.9313E+001;
 7.0000E+000; 1.2555E+002; 7.0000E+000; 7.7049E+001; 7.0000E+000; 4.7329E+001; 7.0000E+000; 3.1498E+001; 7.0000E+000; 2.4212E+001; 7.0000E+000; 2.1342E+001; 7.0000E+000; 1.9350E+001;
 8.0000E+000; 1.3210E+002; 8.0000E+000; 8.3114E+001; 8.0000E+000; 5.2057E+001; 8.0000E+000; 3.4563E+001; 8.0000E+000; 2.5867E+001; 8.0000E+000; 2.2086E+001; 8.0000E+000; 1.9386E+001;
 9.0000E+000; 1.3834E+002; 9.0000E+000; 8.8852E+001; 9.0000E+000; 5.6639E+001; 9.0000E+000; 3.7688E+001; 9.0000E+000; 2.7683E+001; 9.0000E+000; 2.2984E+001; 9.0000E+000; 1.9419E+001;
