Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3438E+001; 1.0000E+000; 2.5996E+001; 1.0000E+000; 2.0246E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9350E+001;
 2.0000E+000; 8.0831E+001; 2.0000E+000; 3.6955E+001; 2.0000E+000; 2.3002E+001; 2.0000E+000; 2.0344E+001; 2.0000E+000; 2.0038E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9250E+001;
 3.0000E+000; 9.3155E+001; 3.0000E+000; 4.6964E+001; 3.0000E+000; 2.7360E+001; 3.0000E+000; 2.1480E+001; 3.0000E+000; 2.0230E+001; 3.0000E+000; 2.0039E+001; 3.0000E+000; 1.9235E+001;
 4.0000E+000; 1.0288E+002; 4.0000E+000; 5.5755E+001; 4.0000E+000; 3.2323E+001; 4.0000E+000; 2.3365E+001; 4.0000E+000; 2.0732E+001; 4.0000E+000; 2.0137E+001; 4.0000E+000; 1.9254E+001;
 5.0000E+000; 1.1122E+002; 5.0000E+000; 6.3545E+001; 5.0000E+000; 3.7413E+001; 5.0000E+000; 2.5779E+001; 5.0000E+000; 2.1585E+001; 5.0000E+000; 2.0367E+001; 5.0000E+000; 1.9286E+001;
 6.0000E+000; 1.1875E+002; 6.0000E+000; 7.0590E+001; 6.0000E+000; 4.2434E+001; 6.0000E+000; 2.8529E+001; 6.0000E+000; 2.2759E+001; 6.0000E+000; 2.0763E+001; 6.0000E+000; 1.9324E+001;
 7.0000E+000; 1.2573E+002; 7.0000E+000; 7.7085E+001; 7.0000E+000; 4.7318E+001; 7.0000E+000; 3.1480E+001; 7.0000E+000; 2.4200E+001; 7.0000E+000; 2.1336E+001; 7.0000E+000; 1.9361E+001;
 8.0000E+000; 1.3231E+002; 8.0000E+000; 8.3166E+001; 8.0000E+000; 5.2052E+001; 8.0000E+000; 3.4544E+001; 8.0000E+000; 2.5851E+001; 8.0000E+000; 2.2077E+001; 8.0000E+000; 1.9397E+001;
 9.0000E+000; 1.3857E+002; 9.0000E+000; 8.8921E+001; 9.0000E+000; 5.6641E+001; 9.0000E+000; 3.7670E+001; 9.0000E+000; 2.7666E+001; 9.0000E+000; 2.2974E+001; 9.0000E+000; 1.9430E+001;
 1.0000E+001; 1.4457E+002; 1.0000E+001; 9.4408E+001; 1.0000E+001; 6.1098E+001; 1.0000E+001; 4.0823E+001; 1.0000E+001; 2.9606E+001; 1.0000E+001; 2.4007E+001; 1.0000E+001; 1.9461E+001;
 1.1000E+001; 1.5033E+002; 1.1000E+001; 9.9672E+001; 1.1000E+001; 6.5434E+001; 1.1000E+001; 4.3985E+001; 1.1000E+001; 3.1641E+001; 1.1000E+001; 2.5159E+001; 1.1000E+001; 1.9490E+001;
 1.2000E+001; 1.5589E+002; 1.2000E+001; 1.0474E+002; 1.2000E+001; 6.9659E+001; 1.2000E+001; 4.7141E+001; 1.2000E+001; 3.3749E+001; 1.2000E+001; 2.6413E+001; 1.2000E+001; 1.9517E+001;
 1.3000E+001; 1.6126E+002; 1.3000E+001; 1.0965E+002; 1.3000E+001; 7.3783E+001; 1.3000E+001; 5.0285E+001; 1.3000E+001; 3.5912E+001; 1.3000E+001; 2.7755E+001; 1.3000E+001; 1.9544E+001;
 1.4000E+001; 1.6645E+002; 1.4000E+001; 1.1440E+002; 1.4000E+001; 7.7815E+001; 1.4000E+001; 5.3409E+001; 1.4000E+001; 3.8118E+001; 1.4000E+001; 2.9170E+001; 1.4000E+001; 1.9572E+001;
 1.5000E+001; 1.7147E+002; 1.5000E+001; 1.1901E+002; 1.5000E+001; 8.1759E+001; 1.5000E+001; 5.6512E+001; 1.5000E+001; 4.0356E+001; 1.5000E+001; 3.0649E+001; 1.5000E+001; 1.9601E+001;
 1.6000E+001; 1.7632E+002; 1.6000E+001; 1.2348E+002; 1.6000E+001; 8.5622E+001; 1.6000E+001; 5.9589E+001; 1.6000E+001; 4.2619E+001; 1.6000E+001; 3.2181E+001; 1.6000E+001; 1.9634E+001;
 1.7000E+001; 1.8101E+002; 1.7000E+001; 1.2783E+002; 1.7000E+001; 8.9406E+001; 1.7000E+001; 6.2639E+001; 1.7000E+001; 4.4899E+001; 1.7000E+001; 3.3760E+001; 1.7000E+001; 1.9672E+001;
 1.8000E+001; 1.8556E+002; 1.8000E+001; 1.3207E+002; 1.8000E+001; 9.3114E+001; 1.8000E+001; 6.5660E+001; 1.8000E+001; 4.7192E+001; 1.8000E+001; 3.5378E+001; 1.8000E+001; 1.9717E+001;
 1.9000E+001; 1.8996E+002; 1.9000E+001; 1.3618E+002; 1.9000E+001; 9.6749E+001; 1.9000E+001; 6.8651E+001; 1.9000E+001; 4.9492E+001; 1.9000E+001; 3.7031E+001; 1.9000E+001; 1.9769E+001;
 2.0000E+001; 1.9421E+002; 2.0000E+001; 1.4018E+002; 2.0000E+001; 1.0031E+002; 2.0000E+001; 7.1610E+001; 2.0000E+001; 5.1797E+001; 2.0000E+001; 3.8713E+001; 2.0000E+001; 1.9831E+001;
 2.1000E+001; 1.9834E+002; 2.1000E+001; 1.4407E+002; 2.1000E+001; 1.0381E+002; 2.1000E+001; 7.4537E+001; 2.1000E+001; 5.4102E+001; 2.1000E+001; 4.0420E+001; 2.1000E+001; 1.9903E+001;
 2.2000E+001; 2.0233E+002; 2.2000E+001; 1.4785E+002; 2.2000E+001; 1.0723E+002; 2.2000E+001; 7.7430E+001; 2.2000E+001; 5.6405E+001; 2.2000E+001; 4.2148E+001; 2.2000E+001; 1.9988E+001;
 2.3000E+001; 2.0619E+002; 2.3000E+001; 1.5153E+002; 2.3000E+001; 1.1059E+002; 2.3000E+001; 8.0289E+001; 2.3000E+001; 5.8703E+001; 2.3000E+001; 4.3893E+001; 2.3000E+001; 2.0085E+001;
 2.4000E+001; 2.0992E+002; 2.4000E+001; 1.5510E+002; 2.4000E+001; 1.1388E+002; 2.4000E+001; 8.3113E+001; 2.4000E+001; 6.0993E+001; 2.4000E+001; 4.5652E+001; 2.4000E+001; 2.0197E+001;
 2.5000E+001; 2.1351E+002; 2.5000E+001; 1.5857E+002; 2.5000E+001; 1.1710E+002; 2.5000E+001; 8.5902E+001; 2.5000E+001; 6.3274E+001; 2.5000E+001; 4.7423E+001; 2.5000E+001; 2.0324E+001;
 2.6000E+001; 2.1697E+002; 2.6000E+001; 1.6193E+002; 2.6000E+001; 1.2026E+002; 2.6000E+001; 8.8654E+001; 2.6000E+001; 6.5544E+001; 2.6000E+001; 4.9202E+001; 2.6000E+001; 2.0468E+001;
 2.7000E+001; 2.2028E+002; 2.7000E+001; 1.6519E+002; 2.7000E+001; 1.2335E+002; 2.7000E+001; 9.1369E+001; 2.7000E+001; 6.7802E+001; 2.7000E+001; 5.0989E+001; 2.7000E+001; 2.0627E+001;
 2.8000E+001; 2.2347E+002; 2.8000E+001; 1.6835E+002; 2.8000E+001; 1.2637E+002; 2.8000E+001; 9.4046E+001; 2.8000E+001; 7.0045E+001; 2.8000E+001; 5.2779E+001; 2.8000E+001; 2.0805E+001;
 2.9000E+001; 2.2653E+002; 2.9000E+001; 1.7142E+002; 2.9000E+001; 1.2932E+002; 2.9000E+001; 9.6685E+001; 2.9000E+001; 7.2273E+001; 2.9000E+001; 5.4572E+001; 2.9000E+001; 2.1000E+001;
 3.0000E+001; 2.2948E+002; 3.0000E+001; 1.7441E+002; 3.0000E+001; 1.3221E+002; 3.0000E+001; 9.9284E+001; 3.0000E+001; 7.4484E+001; 3.0000E+001; 5.6366E+001; 3.0000E+001; 2.1213E+001;
 3.1000E+001; 2.3233E+002; 3.1000E+001; 1.7731E+002; 3.1000E+001; 1.3504E+002; 3.1000E+001; 1.0184E+002; 3.1000E+001; 7.6677E+001; 3.1000E+001; 5.8159E+001; 3.1000E+001; 2.1445E+001;
 3.2000E+001; 2.3509E+002; 3.2000E+001; 1.8013E+002; 3.2000E+001; 1.3780E+002; 3.2000E+001; 1.0436E+002; 3.2000E+001; 7.8851E+001; 3.2000E+001; 5.9949E+001; 3.2000E+001; 2.1695E+001;
 3.3000E+001; 2.3778E+002; 3.3000E+001; 1.8288E+002; 3.3000E+001; 1.4050E+002; 3.3000E+001; 1.0684E+002; 3.3000E+001; 8.1005E+001; 3.3000E+001; 6.1736E+001; 3.3000E+001; 2.1964E+001;
 3.4000E+001; 2.4039E+002; 3.4000E+001; 1.8556E+002; 3.4000E+001; 1.4314E+002; 3.4000E+001; 1.0928E+002; 3.4000E+001; 8.3139E+001; 3.4000E+001; 6.3518E+001; 3.4000E+001; 2.2251E+001;
 3.5000E+001; 2.4293E+002; 3.5000E+001; 1.8817E+002; 3.5000E+001; 1.4572E+002; 3.5000E+001; 1.1168E+002; 3.5000E+001; 8.5250E+001; 3.5000E+001; 6.5293E+001; 3.5000E+001; 2.2558E+001;
 3.6000E+001; 2.4540E+002; 3.6000E+001; 1.9071E+002; 3.6000E+001; 1.4825E+002; 3.6000E+001; 1.1404E+002; 3.6000E+001; 8.7340E+001; 3.6000E+001; 6.7062E+001; 3.6000E+001; 2.2883E+001;
 3.7000E+001; 2.4782E+002; 3.7000E+001; 1.9320E+002; 3.7000E+001; 1.5073E+002; 3.7000E+001; 1.1636E+002; 3.7000E+001; 8.9408E+001; 3.7000E+001; 6.8822E+001; 3.7000E+001; 2.3226E+001;
 3.8000E+001; 2.5018E+002; 3.8000E+001; 1.9563E+002; 3.8000E+001; 1.5315E+002; 3.8000E+001; 1.1865E+002; 3.8000E+001; 9.1452E+001; 3.8000E+001; 7.0573E+001; 3.8000E+001; 2.3588E+001;
 3.9000E+001; 2.5248E+002; 3.9000E+001; 1.9800E+002; 3.9000E+001; 1.5553E+002; 3.9000E+001; 1.2090E+002; 3.9000E+001; 9.3474E+001; 3.9000E+001; 7.2315E+001; 3.9000E+001; 2.3968E+001;
 4.0000E+001; 2.5474E+002; 4.0000E+001; 2.0033E+002; 4.0000E+001; 1.5786E+002; 4.0000E+001; 1.2311E+002; 4.0000E+001; 9.5473E+001; 4.0000E+001; 7.4046E+001; 4.0000E+001; 2.4365E+001;
 4.1000E+001; 2.5695E+002; 4.1000E+001; 2.0262E+002; 4.1000E+001; 1.6014E+002; 4.1000E+001; 1.2529E+002; 4.1000E+001; 9.7450E+001; 4.1000E+001; 7.5767E+001; 4.1000E+001; 2.4780E+001;
 4.2000E+001; 2.5911E+002; 4.2000E+001; 2.0486E+002; 4.2000E+001; 1.6238E+002; 4.2000E+001; 1.2743E+002; 4.2000E+001; 9.9404E+001; 4.2000E+001; 7.7477E+001; 4.2000E+001; 2.5212E+001;
 4.3000E+001; 2.6122E+002; 4.3000E+001; 2.0708E+002; 4.3000E+001; 1.6457E+002; 4.3000E+001; 1.2954E+002; 4.3000E+001; 1.0133E+002; 4.3000E+001; 7.9175E+001; 4.3000E+001; 2.5661E+001;
 4.4000E+001; 2.6330E+002; 4.4000E+001; 2.0925E+002; 4.4000E+001; 1.6673E+002; 4.4000E+001; 1.3162E+002; 4.4000E+001; 1.0324E+002; 4.4000E+001; 8.0861E+001; 4.4000E+001; 2.6126E+001;
 4.5000E+001; 2.6533E+002; 4.5000E+001; 2.1140E+002; 4.5000E+001; 1.6885E+002; 4.5000E+001; 1.3367E+002; 4.5000E+001; 1.0513E+002; 4.5000E+001; 8.2535E+001; 4.5000E+001; 2.6607E+001;
 4.6000E+001; 2.6733E+002; 4.6000E+001; 2.1351E+002; 4.6000E+001; 1.7093E+002; 4.6000E+001; 1.3568E+002; 4.6000E+001; 1.0700E+002; 4.6000E+001; 8.4198E+001; 4.6000E+001; 2.7103E+001;
 4.7000E+001; 2.6930E+002; 4.7000E+001; 2.1560E+002; 4.7000E+001; 1.7297E+002; 4.7000E+001; 1.3767E+002; 4.7000E+001; 1.0884E+002; 4.7000E+001; 8.5848E+001; 4.7000E+001; 2.7615E+001;
 4.8000E+001; 2.7122E+002; 4.8000E+001; 2.1765E+002; 4.8000E+001; 1.7498E+002; 4.8000E+001; 1.3963E+002; 4.8000E+001; 1.1067E+002; 4.8000E+001; 8.7486E+001; 4.8000E+001; 2.8141E+001;
 4.9000E+001; 2.7312E+002; 4.9000E+001; 2.1967E+002; 4.9000E+001; 1.7696E+002; 4.9000E+001; 1.4157E+002; 4.9000E+001; 1.1247E+002; 4.9000E+001; 8.9111E+001; 4.9000E+001; 2.8681E+001;
 5.0000E+001; 2.7498E+002; 5.0000E+001; 2.2166E+002; 5.0000E+001; 1.7890E+002; 5.0000E+001; 1.4347E+002; 5.0000E+001; 1.1426E+002; 5.0000E+001; 9.0725E+001; 5.0000E+001; 2.9235E+001;
 5.1000E+001; 2.7680E+002; 5.1000E+001; 2.2361E+002; 5.1000E+001; 1.8081E+002; 5.1000E+001; 1.4535E+002; 5.1000E+001; 1.1603E+002; 5.1000E+001; 9.2327E+001; 5.1000E+001; 2.9802E+001;
 5.2000E+001; 2.7860E+002; 5.2000E+001; 2.2554E+002; 5.2000E+001; 1.8269E+002; 5.2000E+001; 1.4721E+002; 5.2000E+001; 1.1777E+002; 5.2000E+001; 9.3916E+001; 5.2000E+001; 3.0382E+001;
 5.3000E+001; 2.8036E+002; 5.3000E+001; 2.2743E+002; 5.3000E+001; 1.8454E+002; 5.3000E+001; 1.4904E+002; 5.3000E+001; 1.1950E+002; 5.3000E+001; 9.5494E+001; 5.3000E+001; 3.0974E+001;
 5.4000E+001; 2.8209E+002; 5.4000E+001; 2.2929E+002; 5.4000E+001; 1.8636E+002; 5.4000E+001; 1.5084E+002; 5.4000E+001; 1.2121E+002; 5.4000E+001; 9.7060E+001; 5.4000E+001; 3.1578E+001;
 5.5000E+001; 2.8380E+002; 5.5000E+001; 2.3113E+002; 5.5000E+001; 1.8815E+002; 5.5000E+001; 1.5263E+002; 5.5000E+001; 1.2291E+002; 5.5000E+001; 9.8615E+001; 5.5000E+001; 3.2194E+001;
 5.6000E+001; 2.8547E+002; 5.6000E+001; 2.3294E+002; 5.6000E+001; 1.8992E+002; 5.6000E+001; 1.5438E+002; 5.6000E+001; 1.2458E+002; 5.6000E+001; 1.0016E+002; 5.6000E+001; 3.2821E+001;
 5.7000E+001; 2.8712E+002; 5.7000E+001; 2.3472E+002; 5.7000E+001; 1.9166E+002; 5.7000E+001; 1.5612E+002; 5.7000E+001; 1.2624E+002; 5.7000E+001; 1.0169E+002; 5.7000E+001; 3.3458E+001;
 5.8000E+001; 2.8874E+002; 5.8000E+001; 2.3648E+002; 5.8000E+001; 1.9338E+002; 5.8000E+001; 1.5784E+002; 5.8000E+001; 1.2788E+002; 5.8000E+001; 1.0321E+002; 5.8000E+001; 3.4105E+001;
 5.9000E+001; 2.9034E+002; 5.9000E+001; 2.3821E+002; 5.9000E+001; 1.9507E+002; 5.9000E+001; 1.5953E+002; 5.9000E+001; 1.2950E+002; 5.9000E+001; 1.0472E+002; 5.9000E+001; 3.4763E+001;
 6.0000E+001; 2.9192E+002; 6.0000E+001; 2.3991E+002; 6.0000E+001; 1.9675E+002; 6.0000E+001; 1.6120E+002; 6.0000E+001; 1.3111E+002; 6.0000E+001; 1.0621E+002; 6.0000E+001; 3.5429E+001;
 6.1000E+001; 2.9348E+002; 6.1000E+001; 2.4160E+002; 6.1000E+001; 1.9841E+002; 6.1000E+001; 1.6285E+002; 6.1000E+001; 1.3270E+002; 6.1000E+001; 1.0770E+002; 6.1000E+001; 3.6104E+001;
 6.2000E+001; 2.9501E+002; 6.2000E+001; 2.4326E+002; 6.2000E+001; 2.0004E+002; 6.2000E+001; 1.6448E+002; 6.2000E+001; 1.3428E+002; 6.2000E+001; 1.0918E+002; 6.2000E+001; 3.6788E+001;
 6.3000E+001; 2.9652E+002; 6.3000E+001; 2.4490E+002; 6.3000E+001; 2.0166E+002; 6.3000E+001; 1.6610E+002; 6.3000E+001; 1.3584E+002; 6.3000E+001; 1.1064E+002; 6.3000E+001; 3.7480E+001;
 6.4000E+001; 2.9801E+002; 6.4000E+001; 2.4652E+002; 6.4000E+001; 2.0326E+002; 6.4000E+001; 1.6769E+002; 6.4000E+001; 1.3739E+002; 6.4000E+001; 1.1210E+002; 6.4000E+001; 3.8179E+001;
 6.5000E+001; 2.9949E+002; 6.5000E+001; 2.4811E+002; 6.5000E+001; 2.0484E+002; 6.5000E+001; 1.6926E+002; 6.5000E+001; 1.3892E+002; 6.5000E+001; 1.1354E+002; 6.5000E+001; 3.8886E+001;
 6.6000E+001; 3.0094E+002; 6.6000E+001; 2.4969E+002; 6.6000E+001; 2.0641E+002; 6.6000E+001; 1.7082E+002; 6.6000E+001; 1.4044E+002; 6.6000E+001; 1.1497E+002; 6.6000E+001; 3.9600E+001;
 6.7000E+001; 3.0237E+002; 6.7000E+001; 2.5124E+002; 6.7000E+001; 2.0796E+002; 6.7000E+001; 1.7236E+002; 6.7000E+001; 1.4194E+002; 6.7000E+001; 1.1640E+002; 6.7000E+001; 4.0320E+001;
 6.8000E+001; 3.0379E+002; 6.8000E+001; 2.5277E+002; 6.8000E+001; 2.0950E+002; 6.8000E+001; 1.7388E+002; 6.8000E+001; 1.4343E+002; 6.8000E+001; 1.1781E+002; 6.8000E+001; 4.1047E+001;
 6.9000E+001; 3.0518E+002; 6.9000E+001; 2.5429E+002; 6.9000E+001; 2.1103E+002; 6.9000E+001; 1.7539E+002; 6.9000E+001; 1.4491E+002; 6.9000E+001; 1.1922E+002; 6.9000E+001; 4.1780E+001;
 7.0000E+001; 3.0656E+002; 7.0000E+001; 2.5579E+002; 7.0000E+001; 2.1254E+002; 7.0000E+001; 1.7687E+002; 7.0000E+001; 1.4637E+002; 7.0000E+001; 1.2061E+002; 7.0000E+001; 4.2518E+001;
 7.1000E+001; 3.0793E+002; 7.1000E+001; 2.5727E+002; 7.1000E+001; 2.1404E+002; 7.1000E+001; 1.7835E+002; 7.1000E+001; 1.4782E+002; 7.1000E+001; 1.2199E+002; 7.1000E+001; 4.3262E+001;
 7.2000E+001; 3.0927E+002; 7.2000E+001; 2.5873E+002; 7.2000E+001; 2.1552E+002; 7.2000E+001; 1.7980E+002; 7.2000E+001; 1.4926E+002; 7.2000E+001; 1.2337E+002; 7.2000E+001; 4.4011E+001;
 7.3000E+001; 3.1060E+002; 7.3000E+001; 2.6017E+002; 7.3000E+001; 2.1700E+002; 7.3000E+001; 1.8124E+002; 7.3000E+001; 1.5068E+002; 7.3000E+001; 1.2473E+002; 7.3000E+001; 4.4764E+001;
 7.4000E+001; 3.1192E+002; 7.4000E+001; 2.6160E+002; 7.4000E+001; 2.1845E+002; 7.4000E+001; 1.8267E+002; 7.4000E+001; 1.5209E+002; 7.4000E+001; 1.2609E+002; 7.4000E+001; 4.5523E+001;
 7.5000E+001; 3.1322E+002; 7.5000E+001; 2.6301E+002; 7.5000E+001; 2.1990E+002; 7.5000E+001; 1.8408E+002; 7.5000E+001; 1.5349E+002; 7.5000E+001; 1.2744E+002; 7.5000E+001; 4.6285E+001;
 7.6000E+001; 3.1451E+002; 7.6000E+001; 2.6441E+002; 7.6000E+001; 2.2133E+002; 7.6000E+001; 1.8548E+002; 7.6000E+001; 1.5488E+002; 7.6000E+001; 1.2878E+002; 7.6000E+001; 4.7052E+001;
 7.7000E+001; 3.1579E+002; 7.7000E+001; 2.6580E+002; 7.7000E+001; 2.2275E+002; 7.7000E+001; 1.8687E+002; 7.7000E+001; 1.5626E+002; 7.7000E+001; 1.3011E+002; 7.7000E+001; 4.7822E+001;
 7.8000E+001; 3.1705E+002; 7.8000E+001; 2.6716E+002; 7.8000E+001; 2.2416E+002; 7.8000E+001; 1.8824E+002; 7.8000E+001; 1.5763E+002; 7.8000E+001; 1.3143E+002; 7.8000E+001; 4.8596E+001;
 7.9000E+001; 3.1830E+002; 7.9000E+001; 2.6852E+002; 7.9000E+001; 2.2555E+002; 7.9000E+001; 1.8960E+002; 7.9000E+001; 1.5898E+002; 7.9000E+001; 1.3274E+002; 7.9000E+001; 4.9373E+001;
 8.0000E+001; 3.1953E+002; 8.0000E+001; 2.6986E+002; 8.0000E+001; 2.2693E+002; 8.0000E+001; 1.9095E+002; 8.0000E+001; 1.6032E+002; 8.0000E+001; 1.3405E+002; 8.0000E+001; 5.0154E+001;
 8.1000E+001; 3.2076E+002; 8.1000E+001; 2.7119E+002; 8.1000E+001; 2.2830E+002; 8.1000E+001; 1.9228E+002; 8.1000E+001; 1.6166E+002; 8.1000E+001; 1.3534E+002; 8.1000E+001; 5.0938E+001;
 8.2000E+001; 3.2197E+002; 8.2000E+001; 2.7250E+002; 8.2000E+001; 2.2966E+002; 8.2000E+001; 1.9361E+002; 8.2000E+001; 1.6298E+002; 8.2000E+001; 1.3663E+002; 8.2000E+001; 5.1725E+001;
 8.3000E+001; 3.2317E+002; 8.3000E+001; 2.7380E+002; 8.3000E+001; 2.3100E+002; 8.3000E+001; 1.9493E+002; 8.3000E+001; 1.6429E+002; 8.3000E+001; 1.3791E+002; 8.3000E+001; 5.2514E+001;
