Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3440E+001; 1.0000E+000; 2.5992E+001; 1.0000E+000; 2.0245E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 1.9350E+001;
 2.0000E+000; 8.0832E+001; 2.0000E+000; 3.6950E+001; 2.0000E+000; 2.2998E+001; 2.0000E+000; 2.0343E+001; 2.0000E+000; 2.0038E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9250E+001;
 3.0000E+000; 9.3155E+001; 3.0000E+000; 4.6956E+001; 3.0000E+000; 2.7354E+001; 3.0000E+000; 2.1477E+001; 3.0000E+000; 2.0229E+001; 3.0000E+000; 2.0038E+001; 3.0000E+000; 1.9235E+001;
 4.0000E+000; 1.0288E+002; 4.0000E+000; 5.5746E+001; 4.0000E+000; 3.2315E+001; 4.0000E+000; 2.3360E+001; 4.0000E+000; 2.0730E+001; 4.0000E+000; 2.0136E+001; 4.0000E+000; 1.9255E+001;
 5.0000E+000; 1.1123E+002; 5.0000E+000; 6.3535E+001; 5.0000E+000; 3.7403E+001; 5.0000E+000; 2.5772E+001; 5.0000E+000; 2.1582E+001; 5.0000E+000; 2.0366E+001; 5.0000E+000; 1.9287E+001;
 6.0000E+000; 1.1875E+002; 6.0000E+000; 7.0580E+001; 6.0000E+000; 4.2422E+001; 6.0000E+000; 2.8520E+001; 6.0000E+000; 2.2754E+001; 6.0000E+000; 2.0761E+001; 6.0000E+000; 1.9325E+001;
 7.0000E+000; 1.2574E+002; 7.0000E+000; 7.7076E+001; 7.0000E+000; 4.7305E+001; 7.0000E+000; 3.1469E+001; 7.0000E+000; 2.4193E+001; 7.0000E+000; 2.1333E+001; 7.0000E+000; 1.9362E+001;
 8.0000E+000; 1.3232E+002; 8.0000E+000; 8.3158E+001; 8.0000E+000; 5.2038E+001; 8.0000E+000; 3.4532E+001; 8.0000E+000; 2.5843E+001; 8.0000E+000; 2.2073E+001; 8.0000E+000; 1.9398E+001;
 9.0000E+000; 1.3859E+002; 9.0000E+000; 8.8913E+001; 9.0000E+000; 5.6627E+001; 9.0000E+000; 3.7656E+001; 9.0000E+000; 2.7657E+001; 9.0000E+000; 2.2968E+001; 9.0000E+000; 1.9432E+001;
 1.0000E+001; 1.4458E+002; 1.0000E+001; 9.4401E+001; 1.0000E+001; 6.1084E+001; 1.0000E+001; 4.0809E+001; 1.0000E+001; 2.9595E+001; 1.0000E+001; 2.4000E+001; 1.0000E+001; 1.9462E+001;
 1.1000E+001; 1.5035E+002; 1.1000E+001; 9.9666E+001; 1.1000E+001; 6.5419E+001; 1.1000E+001; 4.3969E+001; 1.1000E+001; 3.1629E+001; 1.1000E+001; 2.5151E+001; 1.1000E+001; 1.9491E+001;
 1.2000E+001; 1.5591E+002; 1.2000E+001; 1.0474E+002; 1.2000E+001; 6.9644E+001; 1.2000E+001; 4.7125E+001; 1.2000E+001; 3.3736E+001; 1.2000E+001; 2.6404E+001; 1.2000E+001; 1.9518E+001;
 1.3000E+001; 1.6128E+002; 1.3000E+001; 1.0964E+002; 1.3000E+001; 7.3769E+001; 1.3000E+001; 5.0268E+001; 1.3000E+001; 3.5898E+001; 1.3000E+001; 2.7744E+001; 1.3000E+001; 1.9545E+001;
 1.4000E+001; 1.6647E+002; 1.4000E+001; 1.1439E+002; 1.4000E+001; 7.7800E+001; 1.4000E+001; 5.3392E+001; 1.4000E+001; 3.8102E+001; 1.4000E+001; 2.9159E+001; 1.4000E+001; 1.9573E+001;
 1.5000E+001; 1.7149E+002; 1.5000E+001; 1.1900E+002; 1.5000E+001; 8.1745E+001; 1.5000E+001; 5.6494E+001; 1.5000E+001; 4.0340E+001; 1.5000E+001; 3.0636E+001; 1.5000E+001; 1.9602E+001;
 1.6000E+001; 1.7634E+002; 1.6000E+001; 1.2348E+002; 1.6000E+001; 8.5608E+001; 1.6000E+001; 5.9570E+001; 1.6000E+001; 4.2601E+001; 1.6000E+001; 3.2167E+001; 1.6000E+001; 1.9635E+001;
 1.7000E+001; 1.8104E+002; 1.7000E+001; 1.2783E+002; 1.7000E+001; 8.9392E+001; 1.7000E+001; 6.2620E+001; 1.7000E+001; 4.4881E+001; 1.7000E+001; 3.3745E+001; 1.7000E+001; 1.9673E+001;
 1.8000E+001; 1.8558E+002; 1.8000E+001; 1.3206E+002; 1.8000E+001; 9.3100E+001; 1.8000E+001; 6.5640E+001; 1.8000E+001; 4.7173E+001; 1.8000E+001; 3.5362E+001; 1.8000E+001; 1.9717E+001;
 1.9000E+001; 1.8998E+002; 1.9000E+001; 1.3618E+002; 1.9000E+001; 9.6734E+001; 1.9000E+001; 6.8631E+001; 1.9000E+001; 4.9473E+001; 1.9000E+001; 3.7014E+001; 1.9000E+001; 1.9769E+001;
 2.0000E+001; 1.9424E+002; 2.0000E+001; 1.4018E+002; 2.0000E+001; 1.0030E+002; 2.0000E+001; 7.1590E+001; 2.0000E+001; 5.1776E+001; 2.0000E+001; 3.8695E+001; 2.0000E+001; 1.9831E+001;
