Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9119E-002; 0.0000E+000; 9.7555E-002; 0.0000E+000; 9.6470E-002; 0.0000E+000; 9.5761E-002; 0.0000E+000; 9.5361E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.8097E-002; 1.0000E+000; 9.7252E-002; 1.0000E+000; 9.6459E-002; 1.0000E+000; 9.5760E-002; 1.0000E+000; 9.5361E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.2446E-002; 2.0000E+000; 9.5447E-002; 2.0000E+000; 9.6353E-002; 2.0000E+000; 9.5753E-002; 2.0000E+000; 9.5360E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.6855E-002; 3.0000E+000; 8.8170E-002; 3.0000E+000; 9.5918E-002; 3.0000E+000; 9.5698E-002; 3.0000E+000; 9.5354E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1522E-001; 4.0000E+000; 8.0243E-002; 4.0000E+000; 9.4061E-002; 4.0000E+000; 9.5525E-002; 4.0000E+000; 9.5324E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3459E-001; 5.0000E+000; 7.5280E-002; 5.0000E+000; 8.9432E-002; 5.0000E+000; 9.5057E-002; 5.0000E+000; 9.5248E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.5500E-001; 6.0000E+000; 7.3461E-002; 6.0000E+000; 8.1838E-002; 6.0000E+000; 9.3866E-002; 6.0000E+000; 9.5085E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.7686E-001; 7.0000E+000; 7.4139E-002; 7.0000E+000; 7.2777E-002; 7.0000E+000; 9.1245E-002; 7.0000E+000; 9.4750E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.0059E-001; 8.0000E+000; 7.6784E-002; 8.0000E+000; 6.4471E-002; 8.0000E+000; 8.6363E-002; 8.0000E+000; 9.4061E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.2684E-001; 9.0000E+000; 8.1081E-002; 9.0000E+000; 5.8270E-002; 9.0000E+000; 7.8780E-002; 9.0000E+000; 9.2690E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.5638E-001; 1.0000E+001; 8.6946E-002; 1.0000E+001; 5.4394E-002; 1.0000E+001; 6.9233E-002; 1.0000E+001; 9.0103E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.8971E-001; 1.1000E+001; 9.4411E-002; 1.1000E+001; 5.2567E-002; 1.1000E+001; 5.9643E-002; 1.1000E+001; 8.5601E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.2728E-001; 1.2000E+001; 1.0354E-001; 1.2000E+001; 5.2421E-002; 1.2000E+001; 5.1757E-002; 1.2000E+001; 7.8635E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.6982E-001; 1.3000E+001; 1.1449E-001; 1.3000E+001; 5.3662E-002; 1.3000E+001; 4.6160E-002; 1.3000E+001; 6.9488E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.1784E-001; 1.4000E+001; 1.2752E-001; 1.4000E+001; 5.6131E-002; 1.4000E+001; 4.2656E-002; 1.4000E+001; 5.9663E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 4.7161E-001; 1.5000E+001; 1.4283E-001; 1.5000E+001; 5.9746E-002; 1.5000E+001; 4.0827E-002; 1.5000E+001; 5.0994E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 5.3144E-001; 1.6000E+001; 1.6071E-001; 1.6000E+001; 6.4482E-002; 1.6000E+001; 4.0297E-002; 1.6000E+001; 4.4408E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 5.9744E-001; 1.7000E+001; 1.8150E-001; 1.7000E+001; 7.0374E-002; 1.7000E+001; 4.0802E-002; 1.7000E+001; 3.9887E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 6.6935E-001; 1.8000E+001; 2.0582E-001; 1.8000E+001; 7.7542E-002; 1.8000E+001; 4.2191E-002; 1.8000E+001; 3.7051E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 7.4732E-001; 1.9000E+001; 2.3418E-001; 1.9000E+001; 8.6141E-002; 1.9000E+001; 4.4394E-002; 1.9000E+001; 3.5511E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 8.3102E-001; 2.0000E+001; 2.6722E-001; 2.0000E+001; 9.6362E-002; 2.0000E+001; 4.7389E-002; 2.0000E+001; 3.4974E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 9.1987E-001; 2.1000E+001; 3.0570E-001; 2.1000E+001; 1.0845E-001; 2.1000E+001; 5.1196E-002; 2.1000E+001; 3.5242E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 1.0128E+000; 2.2000E+001; 3.5047E-001; 2.2000E+001; 1.2274E-001; 2.2000E+001; 5.5874E-002; 2.2000E+001; 3.6194E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 1.1082E+000; 2.3000E+001; 4.0224E-001; 2.3000E+001; 1.3969E-001; 2.3000E+001; 6.1530E-002; 2.3000E+001; 3.7772E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.2037E+000; 2.4000E+001; 4.6107E-001; 2.4000E+001; 1.5974E-001; 2.4000E+001; 6.8295E-002; 2.4000E+001; 3.9959E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.2962E+000; 2.5000E+001; 5.2614E-001; 2.5000E+001; 1.8331E-001; 2.5000E+001; 7.6304E-002; 2.5000E+001; 4.2755E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.3827E+000; 2.6000E+001; 5.9554E-001; 2.6000E+001; 2.1075E-001; 2.6000E+001; 8.5703E-002; 2.6000E+001; 4.6176E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.4606E+000; 2.7000E+001; 6.6621E-001; 2.7000E+001; 2.4221E-001; 2.7000E+001; 9.6626E-002; 2.7000E+001; 5.0246E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.5292E+000; 2.8000E+001; 7.3445E-001; 2.8000E+001; 2.7784E-001; 2.8000E+001; 1.0923E-001; 2.8000E+001; 5.4996E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.5892E+000; 2.9000E+001; 7.9818E-001; 2.9000E+001; 3.1694E-001; 2.9000E+001; 1.2363E-001; 2.9000E+001; 6.0467E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.6419E+000; 3.0000E+001; 8.5633E-001; 3.0000E+001; 3.5846E-001; 3.0000E+001; 1.3986E-001; 3.0000E+001; 6.6685E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.6889E+000; 3.1000E+001; 9.0875E-001; 3.1000E+001; 4.0116E-001; 3.1000E+001; 1.5784E-001; 3.1000E+001; 7.3666E-002; 3.1000E+001; 1.0132E-001;
