Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8443E-002; 0.0000E+000; 9.6373E-002; 0.0000E+000; 9.4923E-002; 0.0000E+000; 9.3969E-002; 0.0000E+000; 9.3428E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5843E-002; 1.0000E+000; 9.6009E-002; 1.0000E+000; 9.4912E-002; 1.0000E+000; 9.3968E-002; 1.0000E+000; 9.3428E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.7478E-002; 2.0000E+000; 9.3736E-002; 2.0000E+000; 9.4765E-002; 2.0000E+000; 9.3958E-002; 2.0000E+000; 9.3427E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2260E-002; 3.0000E+000; 8.4286E-002; 3.0000E+000; 9.4243E-002; 3.0000E+000; 9.3883E-002; 3.0000E+000; 9.3418E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1062E-001; 4.0000E+000; 7.5326E-002; 4.0000E+000; 9.1885E-002; 4.0000E+000; 9.3665E-002; 4.0000E+000; 9.3378E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2871E-001; 5.0000E+000; 7.0603E-002; 5.0000E+000; 8.5800E-002; 5.0000E+000; 9.3117E-002; 5.0000E+000; 9.3280E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4673E-001; 6.0000E+000; 6.9058E-002; 6.0000E+000; 7.6341E-002; 6.0000E+000; 9.1655E-002; 6.0000E+000; 9.3083E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6523E-001; 7.0000E+000; 6.9630E-002; 7.0000E+000; 6.6154E-002; 7.0000E+000; 8.8185E-002; 7.0000E+000; 9.2696E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8470E-001; 8.0000E+000; 7.1727E-002; 8.0000E+000; 5.7705E-002; 8.0000E+000; 8.1472E-002; 8.0000E+000; 9.1889E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0555E-001; 9.0000E+000; 7.5045E-002; 9.0000E+000; 5.1768E-002; 9.0000E+000; 7.1365E-002; 9.0000E+000; 9.0142E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.2846E-001; 1.0000E+001; 7.9474E-002; 1.0000E+001; 4.8103E-002; 1.0000E+001; 5.9900E-002; 1.0000E+001; 8.6487E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5385E-001; 1.1000E+001; 8.5034E-002; 1.1000E+001; 4.6237E-002; 1.1000E+001; 4.9841E-002; 1.1000E+001; 7.9635E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.8205E-001; 1.2000E+001; 9.1758E-002; 1.2000E+001; 4.5760E-002; 1.2000E+001; 4.2423E-002; 1.2000E+001; 6.9121E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.1349E-001; 1.3000E+001; 9.9701E-002; 1.3000E+001; 4.6380E-002; 1.3000E+001; 3.7496E-002; 1.3000E+001; 5.6861E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.4863E-001; 1.4000E+001; 1.0898E-001; 1.4000E+001; 4.7920E-002; 1.4000E+001; 3.4478E-002; 1.4000E+001; 4.5971E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.8765E-001; 1.5000E+001; 1.1969E-001; 1.5000E+001; 5.0280E-002; 1.5000E+001; 3.2837E-002; 1.5000E+001; 3.7912E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.3082E-001; 1.6000E+001; 1.3194E-001; 1.6000E+001; 5.3404E-002; 1.6000E+001; 3.2195E-002; 1.6000E+001; 3.2485E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 4.7842E-001; 1.7000E+001; 1.4586E-001; 1.7000E+001; 5.7273E-002; 1.7000E+001; 3.2309E-002; 1.7000E+001; 2.9007E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 5.3058E-001; 1.8000E+001; 1.6166E-001; 1.8000E+001; 6.1906E-002; 1.8000E+001; 3.3036E-002; 1.8000E+001; 2.6876E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 5.8771E-001; 1.9000E+001; 1.7956E-001; 1.9000E+001; 6.7354E-002; 1.9000E+001; 3.4294E-002; 1.9000E+001; 2.5683E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 6.5008E-001; 2.0000E+001; 1.9980E-001; 2.0000E+001; 7.3677E-002; 2.0000E+001; 3.6044E-002; 2.0000E+001; 2.5170E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 7.1800E-001; 2.1000E+001; 2.2269E-001; 2.1000E+001; 8.0963E-002; 2.1000E+001; 3.8271E-002; 2.1000E+001; 2.5178E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 7.9170E-001; 2.2000E+001; 2.4860E-001; 2.2000E+001; 8.9326E-002; 2.2000E+001; 4.0987E-002; 2.2000E+001; 2.5613E-002; 2.2000E+001; 1.0132E-001;
