Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8616E-002; 0.0000E+000; 9.6668E-002; 0.0000E+000; 9.5301E-002; 0.0000E+000; 9.4400E-002; 0.0000E+000; 9.3888E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.6264E-002; 1.0000E+000; 9.6309E-002; 1.0000E+000; 9.5289E-002; 1.0000E+000; 9.4399E-002; 1.0000E+000; 9.3888E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.8201E-002; 2.0000E+000; 9.4142E-002; 2.0000E+000; 9.5150E-002; 2.0000E+000; 9.4389E-002; 2.0000E+000; 9.3888E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2923E-002; 3.0000E+000; 8.5028E-002; 3.0000E+000; 9.4652E-002; 3.0000E+000; 9.4319E-002; 3.0000E+000; 9.3879E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1126E-001; 4.0000E+000; 7.6146E-002; 4.0000E+000; 9.2411E-002; 4.0000E+000; 9.4111E-002; 4.0000E+000; 9.3842E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2948E-001; 5.0000E+000; 7.1317E-002; 5.0000E+000; 8.6590E-002; 5.0000E+000; 9.3588E-002; 5.0000E+000; 9.3748E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4777E-001; 6.0000E+000; 6.9681E-002; 6.0000E+000; 7.7386E-002; 6.0000E+000; 9.2201E-002; 6.0000E+000; 9.3560E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6668E-001; 7.0000E+000; 7.0225E-002; 7.0000E+000; 6.7270E-002; 7.0000E+000; 8.8923E-002; 7.0000E+000; 9.3191E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8665E-001; 8.0000E+000; 7.2358E-002; 8.0000E+000; 5.8744E-002; 8.0000E+000; 8.2549E-002; 8.0000E+000; 9.2426E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0813E-001; 9.0000E+000; 7.5768E-002; 9.0000E+000; 5.2698E-002; 9.0000E+000; 7.2808E-002; 9.0000E+000; 9.0787E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3182E-001; 1.0000E+001; 8.0346E-002; 1.0000E+001; 4.8951E-002; 1.0000E+001; 6.1496E-002; 1.0000E+001; 8.7385E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5814E-001; 1.1000E+001; 8.6109E-002; 1.1000E+001; 4.7051E-002; 1.1000E+001; 5.1343E-002; 1.1000E+001; 8.1004E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.8744E-001; 1.2000E+001; 9.3095E-002; 1.2000E+001; 4.6585E-002; 1.2000E+001; 4.3743E-002; 1.2000E+001; 7.1055E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.2019E-001; 1.3000E+001; 1.0136E-001; 1.3000E+001; 4.7255E-002; 1.3000E+001; 3.8652E-002; 1.3000E+001; 5.9083E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.5685E-001; 1.4000E+001; 1.1105E-001; 1.4000E+001; 4.8884E-002; 1.4000E+001; 3.5524E-002; 1.4000E+001; 4.8077E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.9763E-001; 1.5000E+001; 1.2225E-001; 1.5000E+001; 5.1370E-002; 1.5000E+001; 3.3826E-002; 1.5000E+001; 3.9735E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.4280E-001; 1.6000E+001; 1.3509E-001; 1.6000E+001; 5.4657E-002; 1.6000E+001; 3.3171E-002; 1.6000E+001; 3.4037E-002; 1.6000E+001; 1.0132E-001;
