Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8217E-002; 0.0000E+000; 9.5989E-002; 0.0000E+000; 9.4432E-002; 0.0000E+000; 9.3409E-002; 0.0000E+000; 9.2829E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5299E-002; 1.0000E+000; 9.5620E-002; 1.0000E+000; 9.4420E-002; 1.0000E+000; 9.3408E-002; 1.0000E+000; 9.2829E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.6576E-002; 2.0000E+000; 9.3202E-002; 2.0000E+000; 9.4264E-002; 2.0000E+000; 9.3397E-002; 2.0000E+000; 9.2829E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.1429E-002; 3.0000E+000; 8.3317E-002; 3.0000E+000; 9.3710E-002; 3.0000E+000; 9.3317E-002; 3.0000E+000; 9.2819E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.0983E-001; 4.0000E+000; 7.4280E-002; 4.0000E+000; 9.1192E-002; 4.0000E+000; 9.3086E-002; 4.0000E+000; 9.2776E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2777E-001; 5.0000E+000; 6.9707E-002; 5.0000E+000; 8.4759E-002; 5.0000E+000; 9.2504E-002; 5.0000E+000; 9.2671E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4544E-001; 6.0000E+000; 6.8286E-002; 6.0000E+000; 7.4984E-002; 6.0000E+000; 9.0937E-002; 6.0000E+000; 9.2462E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6347E-001; 7.0000E+000; 6.8901E-002; 7.0000E+000; 6.4737E-002; 7.0000E+000; 8.7205E-002; 7.0000E+000; 9.2052E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8232E-001; 8.0000E+000; 7.0962E-002; 8.0000E+000; 5.6410E-002; 8.0000E+000; 8.0039E-002; 8.0000E+000; 9.1186E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0242E-001; 9.0000E+000; 7.4174E-002; 9.0000E+000; 5.0626E-002; 9.0000E+000; 6.9484E-002; 9.0000E+000; 8.9288E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.2439E-001; 1.0000E+001; 7.8432E-002; 1.0000E+001; 4.7071E-002; 1.0000E+001; 5.7881E-002; 1.0000E+001; 8.5275E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.4866E-001; 1.1000E+001; 8.3752E-002; 1.1000E+001; 4.5254E-002; 1.1000E+001; 4.7986E-002; 1.1000E+001; 7.7780E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.7554E-001; 1.2000E+001; 9.0167E-002; 1.2000E+001; 4.4771E-002; 1.2000E+001; 4.0820E-002; 1.2000E+001; 6.6566E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.0542E-001; 1.3000E+001; 9.7726E-002; 1.3000E+001; 4.5336E-002; 1.3000E+001; 3.6108E-002; 1.3000E+001; 5.4049E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.3874E-001; 1.4000E+001; 1.0653E-001; 1.4000E+001; 4.6775E-002; 1.4000E+001; 3.3232E-002; 1.4000E+001; 4.3399E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.7565E-001; 1.5000E+001; 1.1666E-001; 1.5000E+001; 4.8989E-002; 1.5000E+001; 3.1664E-002; 1.5000E+001; 3.5733E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.1642E-001; 1.6000E+001; 1.2821E-001; 1.6000E+001; 5.1922E-002; 1.6000E+001; 3.1040E-002; 1.6000E+001; 3.0652E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 4.6129E-001; 1.7000E+001; 1.4131E-001; 1.7000E+001; 5.5552E-002; 1.7000E+001; 3.1129E-002; 1.7000E+001; 2.7419E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 5.1041E-001; 1.8000E+001; 1.5611E-001; 1.8000E+001; 5.9890E-002; 1.8000E+001; 3.1791E-002; 1.8000E+001; 2.5442E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 5.6412E-001; 1.9000E+001; 1.7280E-001; 1.9000E+001; 6.4975E-002; 1.9000E+001; 3.2950E-002; 1.9000E+001; 2.4332E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 6.2274E-001; 2.0000E+001; 1.9159E-001; 2.0000E+001; 7.0857E-002; 2.0000E+001; 3.4562E-002; 2.0000E+001; 2.3848E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 6.8654E-001; 2.1000E+001; 2.1273E-001; 2.1000E+001; 7.7609E-002; 2.1000E+001; 3.6614E-002; 2.1000E+001; 2.3845E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 7.5582E-001; 2.2000E+001; 2.3654E-001; 2.2000E+001; 8.5325E-002; 2.2000E+001; 3.9111E-002; 2.2000E+001; 2.4233E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 8.3077E-001; 2.3000E+001; 2.6347E-001; 2.3000E+001; 9.4135E-002; 2.3000E+001; 4.2077E-002; 2.3000E+001; 2.4965E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 9.1161E-001; 2.4000E+001; 2.9392E-001; 2.4000E+001; 1.0419E-001; 2.4000E+001; 4.5556E-002; 2.4000E+001; 2.6019E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 9.9837E-001; 2.5000E+001; 3.2840E-001; 2.5000E+001; 1.1568E-001; 2.5000E+001; 4.9598E-002; 2.5000E+001; 2.7388E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.0909E+000; 2.6000E+001; 3.6753E-001; 2.6000E+001; 1.2882E-001; 2.6000E+001; 5.4272E-002; 2.6000E+001; 2.9081E-002; 2.6000E+001; 1.0132E-001;
