Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3086E+001; 1.0000E+000; 2.6145E+001; 1.0000E+000; 2.0272E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9328E+001;
 2.0000E+000; 8.0303E+001; 2.0000E+000; 3.7092E+001; 2.0000E+000; 2.3113E+001; 2.0000E+000; 2.0371E+001; 2.0000E+000; 2.0042E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9203E+001;
 3.0000E+000; 9.2537E+001; 3.0000E+000; 4.7077E+001; 3.0000E+000; 2.7531E+001; 3.0000E+000; 2.1555E+001; 3.0000E+000; 2.0249E+001; 3.0000E+000; 2.0042E+001; 3.0000E+000; 1.9166E+001;
 4.0000E+000; 1.0210E+002; 4.0000E+000; 5.5836E+001; 4.0000E+000; 3.2533E+001; 4.0000E+000; 2.3492E+001; 4.0000E+000; 2.0779E+001; 4.0000E+000; 2.0149E+001; 4.0000E+000; 1.9170E+001;
 5.0000E+000; 1.1019E+002; 5.0000E+000; 6.3559E+001; 5.0000E+000; 3.7642E+001; 5.0000E+000; 2.5954E+001; 5.0000E+000; 2.1667E+001; 5.0000E+000; 2.0395E+001; 5.0000E+000; 1.9192E+001;
 6.0000E+000; 1.1745E+002; 6.0000E+000; 7.0501E+001; 6.0000E+000; 4.2660E+001; 6.0000E+000; 2.8743E+001; 6.0000E+000; 2.2879E+001; 6.0000E+000; 2.0813E+001; 6.0000E+000; 1.9222E+001;
 7.0000E+000; 1.2416E+002; 7.0000E+000; 7.6870E+001; 7.0000E+000; 4.7519E+001; 7.0000E+000; 3.1721E+001; 7.0000E+000; 2.4357E+001; 7.0000E+000; 2.1411E+001; 7.0000E+000; 1.9256E+001;
 8.0000E+000; 1.3048E+002; 8.0000E+000; 8.2809E+001; 8.0000E+000; 5.2210E+001; 8.0000E+000; 3.4799E+001; 8.0000E+000; 2.6042E+001; 8.0000E+000; 2.2181E+001; 8.0000E+000; 1.9290E+001;
 9.0000E+000; 1.3651E+002; 9.0000E+000; 8.8416E+001; 9.0000E+000; 5.6743E+001; 9.0000E+000; 3.7927E+001; 9.0000E+000; 2.7885E+001; 9.0000E+000; 2.3106E+001; 9.0000E+000; 1.9324E+001;
 1.0000E+001; 1.4229E+002; 1.0000E+001; 9.3756E+001; 1.0000E+001; 6.1132E+001; 1.0000E+001; 4.1071E+001; 1.0000E+001; 2.9846E+001; 1.0000E+001; 2.4166E+001; 1.0000E+001; 1.9356E+001;
 1.1000E+001; 1.4788E+002; 1.1000E+001; 9.8878E+001; 1.1000E+001; 6.5393E+001; 1.1000E+001; 4.4214E+001; 1.1000E+001; 3.1895E+001; 1.1000E+001; 2.5344E+001; 1.1000E+001; 1.9387E+001;
 1.2000E+001; 1.5328E+002; 1.2000E+001; 1.0382E+002; 1.2000E+001; 6.9541E+001; 1.2000E+001; 4.7345E+001; 1.2000E+001; 3.4010E+001; 1.2000E+001; 2.6620E+001; 1.2000E+001; 1.9417E+001;
 1.3000E+001; 1.5853E+002; 1.3000E+001; 1.0860E+002; 1.3000E+001; 7.3587E+001; 1.3000E+001; 5.0457E+001; 1.3000E+001; 3.6175E+001; 1.3000E+001; 2.7980E+001; 1.3000E+001; 1.9447E+001;
 1.4000E+001; 1.6362E+002; 1.4000E+001; 1.1324E+002; 1.4000E+001; 7.7542E+001; 1.4000E+001; 5.3546E+001; 1.4000E+001; 3.8377E+001; 1.4000E+001; 2.9410E+001; 1.4000E+001; 1.9479E+001;
