Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3188E+001; 1.0000E+000; 2.6097E+001; 1.0000E+000; 2.0263E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9334E+001;
 2.0000E+000; 8.0460E+001; 2.0000E+000; 3.7047E+001; 2.0000E+000; 2.3077E+001; 2.0000E+000; 2.0362E+001; 2.0000E+000; 2.0041E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9216E+001;
 3.0000E+000; 9.2719E+001; 3.0000E+000; 4.7039E+001; 3.0000E+000; 2.7476E+001; 3.0000E+000; 2.1531E+001; 3.0000E+000; 2.0243E+001; 3.0000E+000; 2.0041E+001; 3.0000E+000; 1.9186E+001;
 4.0000E+000; 1.0232E+002; 4.0000E+000; 5.5806E+001; 4.0000E+000; 3.2465E+001; 4.0000E+000; 2.3451E+001; 4.0000E+000; 2.0764E+001; 4.0000E+000; 2.0145E+001; 4.0000E+000; 1.9194E+001;
 5.0000E+000; 1.1049E+002; 5.0000E+000; 6.3547E+001; 5.0000E+000; 3.7568E+001; 5.0000E+000; 2.5898E+001; 5.0000E+000; 2.1641E+001; 5.0000E+000; 2.0386E+001; 5.0000E+000; 1.9219E+001;
 6.0000E+000; 1.1782E+002; 6.0000E+000; 7.0518E+001; 6.0000E+000; 4.2585E+001; 6.0000E+000; 2.8675E+001; 6.0000E+000; 2.2841E+001; 6.0000E+000; 2.0797E+001; 6.0000E+000; 1.9252E+001;
 7.0000E+000; 1.2461E+002; 7.0000E+000; 7.6923E+001; 7.0000E+000; 4.7451E+001; 7.0000E+000; 3.1643E+001; 7.0000E+000; 2.4307E+001; 7.0000E+000; 2.1387E+001; 7.0000E+000; 1.9287E+001;
 8.0000E+000; 1.3101E+002; 8.0000E+000; 8.2903E+001; 8.0000E+000; 5.2154E+001; 8.0000E+000; 3.4717E+001; 8.0000E+000; 2.5981E+001; 8.0000E+000; 2.2148E+001; 8.0000E+000; 1.9322E+001;
 9.0000E+000; 1.3711E+002; 9.0000E+000; 8.8554E+001; 9.0000E+000; 5.6702E+001; 9.0000E+000; 3.7843E+001; 9.0000E+000; 2.7815E+001; 9.0000E+000; 2.3064E+001; 9.0000E+000; 1.9356E+001;
 1.0000E+001; 1.4296E+002; 1.0000E+001; 9.3938E+001; 1.0000E+001; 6.1111E+001; 1.0000E+001; 4.0989E+001; 1.0000E+001; 2.9769E+001; 1.0000E+001; 2.4115E+001; 1.0000E+001; 1.9388E+001;
 1.1000E+001; 1.4860E+002; 1.1000E+001; 9.9102E+001; 1.1000E+001; 6.5394E+001; 1.1000E+001; 4.4137E+001; 1.1000E+001; 3.1813E+001; 1.1000E+001; 2.5284E+001; 1.1000E+001; 1.9418E+001;
 1.2000E+001; 1.5406E+002; 1.2000E+001; 1.0408E+002; 1.2000E+001; 6.9564E+001; 1.2000E+001; 4.7275E+001; 1.2000E+001; 3.3925E+001; 1.2000E+001; 2.6554E+001; 1.2000E+001; 1.9448E+001;
 1.3000E+001; 1.5934E+002; 1.3000E+001; 1.0890E+002; 1.3000E+001; 7.3634E+001; 1.3000E+001; 5.0396E+001; 1.3000E+001; 3.6089E+001; 1.3000E+001; 2.7908E+001; 1.3000E+001; 1.9477E+001;
 1.4000E+001; 1.6447E+002; 1.4000E+001; 1.1358E+002; 1.4000E+001; 7.7612E+001; 1.4000E+001; 5.3495E+001; 1.4000E+001; 3.8292E+001; 1.4000E+001; 2.9333E+001; 1.4000E+001; 1.9508E+001;
 1.5000E+001; 1.6944E+002; 1.5000E+001; 1.1812E+002; 1.5000E+001; 8.1506E+001; 1.5000E+001; 5.6571E+001; 1.5000E+001; 4.0524E+001; 1.5000E+001; 3.0818E+001; 1.5000E+001; 1.9540E+001;
 1.6000E+001; 1.7427E+002; 1.6000E+001; 1.2255E+002; 1.6000E+001; 8.5321E+001; 1.6000E+001; 5.9621E+001; 1.6000E+001; 4.2779E+001; 1.6000E+001; 3.2355E+001; 1.6000E+001; 1.9577E+001;
 1.7000E+001; 1.7895E+002; 1.7000E+001; 1.2685E+002; 1.7000E+001; 8.9061E+001; 1.7000E+001; 6.2644E+001; 1.7000E+001; 4.5049E+001; 1.7000E+001; 3.3936E+001; 1.7000E+001; 1.9619E+001;
 1.8000E+001; 1.8349E+002; 1.8000E+001; 1.3105E+002; 1.8000E+001; 9.2731E+001; 1.8000E+001; 6.5638E+001; 1.8000E+001; 4.7331E+001; 1.8000E+001; 3.5556E+001; 1.8000E+001; 1.9667E+001;
 1.9000E+001; 1.8790E+002; 1.9000E+001; 1.3514E+002; 1.9000E+001; 9.6332E+001; 1.9000E+001; 6.8604E+001; 1.9000E+001; 4.9620E+001; 1.9000E+001; 3.7208E+001; 1.9000E+001; 1.9724E+001;
 2.0000E+001; 1.9219E+002; 2.0000E+001; 1.3913E+002; 2.0000E+001; 9.9867E+001; 2.0000E+001; 7.1540E+001; 2.0000E+001; 5.1913E+001; 2.0000E+001; 3.8889E+001; 2.0000E+001; 1.9791E+001;
 2.1000E+001; 1.9634E+002; 2.1000E+001; 1.4301E+002; 2.1000E+001; 1.0334E+002; 2.1000E+001; 7.4445E+001; 2.1000E+001; 5.4206E+001; 2.1000E+001; 4.0594E+001; 2.1000E+001; 1.9869E+001;
 2.2000E+001; 2.0038E+002; 2.2000E+001; 1.4680E+002; 2.2000E+001; 1.0674E+002; 2.2000E+001; 7.7320E+001; 2.2000E+001; 5.6497E+001; 2.2000E+001; 4.2318E+001; 2.2000E+001; 1.9959E+001;
 2.3000E+001; 2.0429E+002; 2.3000E+001; 1.5049E+002; 2.3000E+001; 1.1009E+002; 2.3000E+001; 8.0162E+001; 2.3000E+001; 5.8784E+001; 2.3000E+001; 4.4061E+001; 2.3000E+001; 2.0063E+001;
 2.4000E+001; 2.0809E+002; 2.4000E+001; 1.5408E+002; 2.4000E+001; 1.1337E+002; 2.4000E+001; 8.2972E+001; 2.4000E+001; 6.1065E+001; 2.4000E+001; 4.5817E+001; 2.4000E+001; 2.0181E+001;
 2.5000E+001; 2.1177E+002; 2.5000E+001; 1.5758E+002; 2.5000E+001; 1.1659E+002; 2.5000E+001; 8.5750E+001; 2.5000E+001; 6.3337E+001; 2.5000E+001; 4.7584E+001; 2.5000E+001; 2.0315E+001;
 2.6000E+001; 2.1534E+002; 2.6000E+001; 1.6098E+002; 2.6000E+001; 1.1975E+002; 2.6000E+001; 8.8494E+001; 2.6000E+001; 6.5600E+001; 2.6000E+001; 4.9361E+001; 2.6000E+001; 2.0465E+001;
 2.7000E+001; 2.1877E+002; 2.7000E+001; 1.6428E+002; 2.7000E+001; 1.2285E+002; 2.7000E+001; 9.1203E+001; 2.7000E+001; 6.7851E+001; 2.7000E+001; 5.1144E+001; 2.7000E+001; 2.0632E+001;
 2.8000E+001; 2.2208E+002; 2.8000E+001; 1.6749E+002; 2.8000E+001; 1.2589E+002; 2.8000E+001; 9.3879E+001; 2.8000E+001; 7.0090E+001; 2.8000E+001; 5.2933E+001; 2.8000E+001; 2.0817E+001;
 2.9000E+001; 2.2526E+002; 2.9000E+001; 1.7061E+002; 2.9000E+001; 1.2887E+002; 2.9000E+001; 9.6519E+001; 2.9000E+001; 7.2314E+001; 2.9000E+001; 5.4724E+001; 2.9000E+001; 2.1020E+001;
 3.0000E+001; 2.2831E+002; 3.0000E+001; 1.7363E+002; 3.0000E+001; 1.3178E+002; 3.0000E+001; 9.9123E+001; 3.0000E+001; 7.4524E+001; 3.0000E+001; 5.6517E+001; 3.0000E+001; 2.1242E+001;
 3.1000E+001; 2.3124E+002; 3.1000E+001; 1.7657E+002; 3.1000E+001; 1.3463E+002; 3.1000E+001; 1.0169E+002; 3.1000E+001; 7.6717E+001; 3.1000E+001; 5.8310E+001; 3.1000E+001; 2.1482E+001;
 3.2000E+001; 2.3408E+002; 3.2000E+001; 1.7943E+002; 3.2000E+001; 1.3742E+002; 3.2000E+001; 1.0422E+002; 3.2000E+001; 7.8893E+001; 3.2000E+001; 6.0101E+001; 3.2000E+001; 2.1741E+001;
 3.3000E+001; 2.3683E+002; 3.3000E+001; 1.8221E+002; 3.3000E+001; 1.4015E+002; 3.3000E+001; 1.0671E+002; 3.3000E+001; 8.1051E+001; 3.3000E+001; 6.1890E+001; 3.3000E+001; 2.2019E+001;
 3.4000E+001; 2.3949E+002; 3.4000E+001; 1.8492E+002; 3.4000E+001; 1.4281E+002; 3.4000E+001; 1.0917E+002; 3.4000E+001; 8.3189E+001; 3.4000E+001; 6.3674E+001; 3.4000E+001; 2.2316E+001;
 3.5000E+001; 2.4208E+002; 3.5000E+001; 1.8756E+002; 3.5000E+001; 1.4542E+002; 3.5000E+001; 1.1159E+002; 3.5000E+001; 8.5308E+001; 3.5000E+001; 6.5453E+001; 3.5000E+001; 2.2632E+001;
 3.6000E+001; 2.4460E+002; 3.6000E+001; 1.9014E+002; 3.6000E+001; 1.4798E+002; 3.6000E+001; 1.1396E+002; 3.6000E+001; 8.7406E+001; 3.6000E+001; 6.7226E+001; 3.6000E+001; 2.2966E+001;
 3.7000E+001; 2.4706E+002; 3.7000E+001; 1.9265E+002; 3.7000E+001; 1.5048E+002; 3.7000E+001; 1.1630E+002; 3.7000E+001; 8.9483E+001; 3.7000E+001; 6.8992E+001; 3.7000E+001; 2.3319E+001;
 3.8000E+001; 2.4945E+002; 3.8000E+001; 1.9510E+002; 3.8000E+001; 1.5293E+002; 3.8000E+001; 1.1861E+002; 3.8000E+001; 9.1539E+001; 3.8000E+001; 7.0749E+001; 3.8000E+001; 2.3690E+001;
 3.9000E+001; 2.5179E+002; 3.9000E+001; 1.9750E+002; 3.9000E+001; 1.5533E+002; 3.9000E+001; 1.2087E+002; 3.9000E+001; 9.3572E+001; 3.9000E+001; 7.2498E+001; 3.9000E+001; 2.4078E+001;
 4.0000E+001; 2.5408E+002; 4.0000E+001; 1.9985E+002; 4.0000E+001; 1.5768E+002; 4.0000E+001; 1.2310E+002; 4.0000E+001; 9.5583E+001; 4.0000E+001; 7.4237E+001; 4.0000E+001; 2.4485E+001;
 4.1000E+001; 2.5631E+002; 4.1000E+001; 2.0215E+002; 4.1000E+001; 1.5998E+002; 4.1000E+001; 1.2530E+002; 4.1000E+001; 9.7572E+001; 4.1000E+001; 7.5966E+001; 4.1000E+001; 2.4908E+001;
 4.2000E+001; 2.5850E+002; 4.2000E+001; 2.0440E+002; 4.2000E+001; 1.6224E+002; 4.2000E+001; 1.2746E+002; 4.2000E+001; 9.9539E+001; 4.2000E+001; 7.7685E+001; 4.2000E+001; 2.5348E+001;
 4.3000E+001; 2.6065E+002; 4.3000E+001; 2.0662E+002; 4.3000E+001; 1.6445E+002; 4.3000E+001; 1.2959E+002; 4.3000E+001; 1.0148E+002; 4.3000E+001; 7.9392E+001; 4.3000E+001; 2.5805E+001;
 4.4000E+001; 2.6275E+002; 4.4000E+001; 2.0880E+002; 4.4000E+001; 1.6663E+002; 4.4000E+001; 1.3168E+002; 4.4000E+001; 1.0341E+002; 4.4000E+001; 8.1088E+001; 4.4000E+001; 2.6278E+001;
 4.5000E+001; 2.6480E+002; 4.5000E+001; 2.1095E+002; 4.5000E+001; 1.6876E+002; 4.5000E+001; 1.3374E+002; 4.5000E+001; 1.0531E+002; 4.5000E+001; 8.2773E+001; 4.5000E+001; 2.6767E+001;
 4.6000E+001; 2.6682E+002; 4.6000E+001; 2.1307E+002; 4.6000E+001; 1.7086E+002; 4.6000E+001; 1.3577E+002; 4.6000E+001; 1.0719E+002; 4.6000E+001; 8.4445E+001; 4.6000E+001; 2.7270E+001;
 4.7000E+001; 2.6881E+002; 4.7000E+001; 2.1516E+002; 4.7000E+001; 1.7291E+002; 4.7000E+001; 1.3778E+002; 4.7000E+001; 1.0905E+002; 4.7000E+001; 8.6106E+001; 4.7000E+001; 2.7789E+001;
 4.8000E+001; 2.7075E+002; 4.8000E+001; 2.1722E+002; 4.8000E+001; 1.7494E+002; 4.8000E+001; 1.3975E+002; 4.8000E+001; 1.1088E+002; 4.8000E+001; 8.7754E+001; 4.8000E+001; 2.8322E+001;
 4.9000E+001; 2.7267E+002; 4.9000E+001; 2.1925E+002; 4.9000E+001; 1.7692E+002; 4.9000E+001; 1.4170E+002; 4.9000E+001; 1.1270E+002; 4.9000E+001; 8.9390E+001; 4.9000E+001; 2.8869E+001;
 5.0000E+001; 2.7455E+002; 5.0000E+001; 2.2125E+002; 5.0000E+001; 1.7888E+002; 5.0000E+001; 1.4361E+002; 5.0000E+001; 1.1450E+002; 5.0000E+001; 9.1015E+001; 5.0000E+001; 2.9430E+001;
