Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8280E-002; 0.0000E+000; 9.6104E-002; 0.0000E+000; 9.4590E-002; 0.0000E+000; 9.3597E-002; 0.0000E+000; 9.3036E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5607E-002; 1.0000E+000; 9.5744E-002; 1.0000E+000; 9.4578E-002; 1.0000E+000; 9.3596E-002; 1.0000E+000; 9.3036E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.7263E-002; 2.0000E+000; 9.3403E-002; 2.0000E+000; 9.4428E-002; 2.0000E+000; 9.3586E-002; 2.0000E+000; 9.3035E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2096E-002; 3.0000E+000; 8.3887E-002; 3.0000E+000; 9.3885E-002; 3.0000E+000; 9.3508E-002; 3.0000E+000; 9.3026E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1050E-001; 4.0000E+000; 7.4983E-002; 4.0000E+000; 9.1452E-002; 4.0000E+000; 9.3284E-002; 4.0000E+000; 9.2985E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2862E-001; 5.0000E+000; 7.0344E-002; 5.0000E+000; 8.5278E-002; 5.0000E+000; 9.2711E-002; 5.0000E+000; 9.2883E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4663E-001; 6.0000E+000; 6.8864E-002; 6.0000E+000; 7.5792E-002; 6.0000E+000; 9.1188E-002; 6.0000E+000; 9.2678E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6513E-001; 7.0000E+000; 6.9479E-002; 7.0000E+000; 6.5661E-002; 7.0000E+000; 8.7613E-002; 7.0000E+000; 9.2273E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8457E-001; 8.0000E+000; 7.1602E-002; 8.0000E+000; 5.7302E-002; 8.0000E+000; 8.0782E-002; 8.0000E+000; 9.1424E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0539E-001; 9.0000E+000; 7.4933E-002; 9.0000E+000; 5.1445E-002; 9.0000E+000; 7.0619E-002; 9.0000E+000; 8.9593E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.2825E-001; 1.0000E+001; 7.9366E-002; 1.0000E+001; 4.7840E-002; 1.0000E+001; 5.9206E-002; 1.0000E+001; 8.5796E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5357E-001; 1.1000E+001; 8.4921E-002; 1.1000E+001; 4.6014E-002; 1.1000E+001; 4.9263E-002; 1.1000E+001; 7.8769E-002; 1.1000E+001; 1.0132E-001;
