Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3479E+001; 1.0000E+000; 2.5978E+001; 1.0000E+000; 2.0243E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 1.9352E+001;
 2.0000E+000; 8.0887E+001; 2.0000E+000; 3.6938E+001; 2.0000E+000; 2.2988E+001; 2.0000E+000; 2.0341E+001; 2.0000E+000; 2.0038E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9256E+001;
 3.0000E+000; 9.3221E+001; 3.0000E+000; 4.6948E+001; 3.0000E+000; 2.7339E+001; 3.0000E+000; 2.1471E+001; 3.0000E+000; 2.0227E+001; 3.0000E+000; 2.0038E+001; 3.0000E+000; 1.9243E+001;
 4.0000E+000; 1.0297E+002; 4.0000E+000; 5.5742E+001; 4.0000E+000; 3.2296E+001; 4.0000E+000; 2.3349E+001; 4.0000E+000; 2.0726E+001; 4.0000E+000; 2.0135E+001; 4.0000E+000; 1.9264E+001;
 5.0000E+000; 1.1134E+002; 5.0000E+000; 6.3539E+001; 5.0000E+000; 3.7384E+001; 5.0000E+000; 2.5757E+001; 5.0000E+000; 2.1575E+001; 5.0000E+000; 2.0363E+001; 5.0000E+000; 1.9298E+001;
 6.0000E+000; 1.1889E+002; 6.0000E+000; 7.0596E+001; 6.0000E+000; 4.2404E+001; 6.0000E+000; 2.8502E+001; 6.0000E+000; 2.2744E+001; 6.0000E+000; 2.0757E+001; 6.0000E+000; 1.9336E+001;
 7.0000E+000; 1.2591E+002; 7.0000E+000; 7.7106E+001; 7.0000E+000; 4.7290E+001; 7.0000E+000; 3.1449E+001; 7.0000E+000; 2.4180E+001; 7.0000E+000; 2.1326E+001; 7.0000E+000; 1.9373E+001;
 8.0000E+000; 1.3252E+002; 8.0000E+000; 8.3203E+001; 8.0000E+000; 5.2029E+001; 8.0000E+000; 3.4511E+001; 8.0000E+000; 2.5827E+001; 8.0000E+000; 2.2064E+001; 8.0000E+000; 1.9409E+001;
 9.0000E+000; 1.3881E+002; 9.0000E+000; 8.8974E+001; 9.0000E+000; 5.6625E+001; 9.0000E+000; 3.7636E+001; 9.0000E+000; 2.7638E+001; 9.0000E+000; 2.2957E+001; 9.0000E+000; 1.9443E+001;
 1.0000E+001; 1.4482E+002; 1.0000E+001; 9.4477E+001; 1.0000E+001; 6.1088E+001; 1.0000E+001; 4.0790E+001; 1.0000E+001; 2.9575E+001; 1.0000E+001; 2.3986E+001; 1.0000E+001; 1.9473E+001;
 1.1000E+001; 1.5061E+002; 1.1000E+001; 9.9756E+001; 1.1000E+001; 6.5432E+001; 1.1000E+001; 4.3953E+001; 1.1000E+001; 3.1608E+001; 1.1000E+001; 2.5135E+001; 1.1000E+001; 1.9502E+001;
 1.2000E+001; 1.5618E+002; 1.2000E+001; 1.0484E+002; 1.2000E+001; 6.9665E+001; 1.2000E+001; 4.7112E+001; 1.2000E+001; 3.3715E+001; 1.2000E+001; 2.6386E+001; 1.2000E+001; 1.9528E+001;
 1.3000E+001; 1.6156E+002; 1.3000E+001; 1.0976E+002; 1.3000E+001; 7.3798E+001; 1.3000E+001; 5.0258E+001; 1.3000E+001; 3.5877E+001; 1.3000E+001; 2.7725E+001; 1.3000E+001; 1.9555E+001;
 1.4000E+001; 1.6676E+002; 1.4000E+001; 1.1452E+002; 1.4000E+001; 7.7837E+001; 1.4000E+001; 5.3386E+001; 1.4000E+001; 3.8083E+001; 1.4000E+001; 2.9139E+001; 1.4000E+001; 1.9582E+001;
 1.5000E+001; 1.7178E+002; 1.5000E+001; 1.1914E+002; 1.5000E+001; 8.1789E+001; 1.5000E+001; 5.6492E+001; 1.5000E+001; 4.0321E+001; 1.5000E+001; 3.0616E+001; 1.5000E+001; 1.9611E+001;
 1.6000E+001; 1.7664E+002; 1.6000E+001; 1.2362E+002; 1.6000E+001; 8.5658E+001; 1.6000E+001; 5.9573E+001; 1.6000E+001; 4.2584E+001; 1.6000E+001; 3.2147E+001; 1.6000E+001; 1.9643E+001;
 1.7000E+001; 1.8133E+002; 1.7000E+001; 1.2798E+002; 1.7000E+001; 8.9448E+001; 1.7000E+001; 6.2626E+001; 1.7000E+001; 4.4865E+001; 1.7000E+001; 3.3724E+001; 1.7000E+001; 1.9680E+001;
 1.8000E+001; 1.8587E+002; 1.8000E+001; 1.3221E+002; 1.8000E+001; 9.3162E+001; 1.8000E+001; 6.5651E+001; 1.8000E+001; 4.7159E+001; 1.8000E+001; 3.5342E+001; 1.8000E+001; 1.9724E+001;
 1.9000E+001; 1.9027E+002; 1.9000E+001; 1.3633E+002; 1.9000E+001; 9.6801E+001; 1.9000E+001; 6.8645E+001; 1.9000E+001; 4.9461E+001; 1.9000E+001; 3.6994E+001; 1.9000E+001; 1.9776E+001;
