Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8428E-002; 0.0000E+000; 9.6355E-002; 0.0000E+000; 9.4908E-002; 0.0000E+000; 9.3958E-002; 0.0000E+000; 9.3420E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5947E-002; 1.0000E+000; 9.5997E-002; 1.0000E+000; 9.4897E-002; 1.0000E+000; 9.3957E-002; 1.0000E+000; 9.3420E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.7819E-002; 2.0000E+000; 9.3744E-002; 2.0000E+000; 9.4752E-002; 2.0000E+000; 9.3947E-002; 2.0000E+000; 9.3420E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2604E-002; 3.0000E+000; 8.4482E-002; 3.0000E+000; 9.4229E-002; 3.0000E+000; 9.3873E-002; 3.0000E+000; 9.3411E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1099E-001; 4.0000E+000; 7.5627E-002; 4.0000E+000; 9.1894E-002; 4.0000E+000; 9.3657E-002; 4.0000E+000; 9.3371E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2920E-001; 5.0000E+000; 7.0901E-002; 5.0000E+000; 8.5923E-002; 5.0000E+000; 9.3106E-002; 5.0000E+000; 9.3274E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4741E-001; 6.0000E+000; 6.9350E-002; 6.0000E+000; 7.6623E-002; 6.0000E+000; 9.1647E-002; 6.0000E+000; 9.3077E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6619E-001; 7.0000E+000; 6.9941E-002; 7.0000E+000; 6.6535E-002; 7.0000E+000; 8.8228E-002; 7.0000E+000; 9.2687E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8601E-001; 8.0000E+000; 7.2089E-002; 8.0000E+000; 5.8109E-002; 8.0000E+000; 8.1659E-002; 8.0000E+000; 9.1875E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0728E-001; 9.0000E+000; 7.5484E-002; 9.0000E+000; 5.2164E-002; 9.0000E+000; 7.1763E-002; 9.0000E+000; 9.0136E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3070E-001; 1.0000E+001; 8.0023E-002; 1.0000E+001; 4.8494E-002; 1.0000E+001; 6.0447E-002; 1.0000E+001; 8.6547E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5669E-001; 1.1000E+001; 8.5724E-002; 1.1000E+001; 4.6638E-002; 1.1000E+001; 5.0418E-002; 1.1000E+001; 7.9889E-002; 1.1000E+001; 1.0132E-001;
