Time (min)  ;Hyd_00mm    ;Time (min)  ;Hyd_10mm    ;Time (min)  ;Hyd_20mm    ;Time (min)  ;Hyd_30mm    ;Time (min)  ;Hyd_40mm    ;Time (min)  ;Hyd_50mm    ;Time (min)  ;Hyd_120mm   ;
 2.2600E+002; 9.2375E-001; 2.2600E+002; 9.2497E-001; 2.2600E+002; 9.2758E-001; 2.2600E+002; 9.3998E-001; 2.2600E+002; 9.7156E-001; 2.2600E+002; 9.6331E-001; 2.2600E+002; 8.9448E-001;
 2.2700E+002; 9.2395E-001; 2.2700E+002; 9.2515E-001; 2.2700E+002; 9.2776E-001; 2.2700E+002; 9.4017E-001; 2.2700E+002; 9.7172E-001; 2.2700E+002; 9.6376E-001; 2.2700E+002; 8.9449E-001;
 2.2800E+002; 9.2415E-001; 2.2800E+002; 9.2533E-001; 2.2800E+002; 9.2794E-001; 2.2800E+002; 9.4036E-001; 2.2800E+002; 9.7187E-001; 2.2800E+002; 9.6420E-001; 2.2800E+002; 8.9449E-001;
 2.2900E+002; 9.2434E-001; 2.2900E+002; 9.2551E-001; 2.2900E+002; 9.2812E-001; 2.2900E+002; 9.4055E-001; 2.2900E+002; 9.7203E-001; 2.2900E+002; 9.6462E-001; 2.2900E+002; 8.9450E-001;
 2.3000E+002; 9.2454E-001; 2.3000E+002; 9.2568E-001; 2.3000E+002; 9.2830E-001; 2.3000E+002; 9.4074E-001; 2.3000E+002; 9.7218E-001; 2.3000E+002; 9.6503E-001; 2.3000E+002; 8.9450E-001;
 2.3100E+002; 9.2474E-001; 2.3100E+002; 9.2586E-001; 2.3100E+002; 9.2848E-001; 2.3100E+002; 9.4092E-001; 2.3100E+002; 9.7232E-001; 2.3100E+002; 9.6543E-001; 2.3100E+002; 8.9451E-001;
 2.3200E+002; 9.2493E-001; 2.3200E+002; 9.2604E-001; 2.3200E+002; 9.2866E-001; 2.3200E+002; 9.4111E-001; 2.3200E+002; 9.7247E-001; 2.3200E+002; 9.6581E-001; 2.3200E+002; 8.9451E-001;
 2.3300E+002; 9.2513E-001; 2.3300E+002; 9.2621E-001; 2.3300E+002; 9.2884E-001; 2.3300E+002; 9.4129E-001; 2.3300E+002; 9.7261E-001; 2.3300E+002; 9.6618E-001; 2.3300E+002; 8.9452E-001;
 2.3400E+002; 9.2532E-001; 2.3400E+002; 9.2639E-001; 2.3400E+002; 9.2902E-001; 2.3400E+002; 9.4147E-001; 2.3400E+002; 9.7275E-001; 2.3400E+002; 9.6655E-001; 2.3400E+002; 8.9452E-001;
 2.3500E+002; 9.2552E-001; 2.3500E+002; 9.2657E-001; 2.3500E+002; 9.2919E-001; 2.3500E+002; 9.4165E-001; 2.3500E+002; 9.7289E-001; 2.3500E+002; 9.6690E-001; 2.3500E+002; 8.9453E-001;
 2.3600E+002; 9.2572E-001; 2.3600E+002; 9.2675E-001; 2.3600E+002; 9.2937E-001; 2.3600E+002; 9.4183E-001; 2.3600E+002; 9.7302E-001; 2.3600E+002; 9.6724E-001; 2.3600E+002; 8.9453E-001;
 2.3700E+002; 9.2591E-001; 2.3700E+002; 9.2692E-001; 2.3700E+002; 9.2955E-001; 2.3700E+002; 9.4200E-001; 2.3700E+002; 9.7315E-001; 2.3700E+002; 9.6757E-001; 2.3700E+002; 8.9454E-001;
 2.3800E+002; 9.2611E-001; 2.3800E+002; 9.2710E-001; 2.3800E+002; 9.2972E-001; 2.3800E+002; 9.4218E-001; 2.3800E+002; 9.7328E-001; 2.3800E+002; 9.6789E-001; 2.3800E+002; 8.9454E-001;
 2.3900E+002; 9.2630E-001; 2.3900E+002; 9.2727E-001; 2.3900E+002; 9.2990E-001; 2.3900E+002; 9.4235E-001; 2.3900E+002; 9.7341E-001; 2.3900E+002; 9.6820E-001; 2.3900E+002; 8.9455E-001;
 2.4000E+002; 9.2650E-001; 2.4000E+002; 9.2745E-001; 2.4000E+002; 9.3007E-001; 2.4000E+002; 9.4253E-001; 2.4000E+002; 9.7354E-001; 2.4000E+002; 9.6850E-001; 2.4000E+002; 8.9455E-001;
