Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.2386E+001; 1.0000E+000; 2.7630E+001; 1.0000E+000; 2.0585E+001; 1.0000E+000; 2.0028E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 7.9340E+001; 2.0000E+000; 3.9312E+001; 2.0000E+000; 2.4404E+001; 2.0000E+000; 2.0712E+001; 2.0000E+000; 2.0095E+001; 2.0000E+000; 2.0022E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 9.1517E+001; 3.0000E+000; 4.9625E+001; 3.0000E+000; 2.9669E+001; 3.0000E+000; 2.2481E+001; 3.0000E+000; 2.0511E+001; 3.0000E+000; 2.0095E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 1.0125E+002; 4.0000E+000; 5.8576E+001; 4.0000E+000; 3.5319E+001; 4.0000E+000; 2.5061E+001; 4.0000E+000; 2.1394E+001; 4.0000E+000; 2.0329E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.0966E+002; 5.0000E+000; 6.6487E+001; 5.0000E+000; 4.0934E+001; 5.0000E+000; 2.8134E+001; 5.0000E+000; 2.2716E+001; 5.0000E+000; 2.0786E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.1729E+002; 6.0000E+000; 7.3651E+001; 6.0000E+000; 4.6375E+001; 6.0000E+000; 3.1478E+001; 6.0000E+000; 2.4396E+001; 6.0000E+000; 2.1482E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.2440E+002; 7.0000E+000; 8.0274E+001; 7.0000E+000; 5.1614E+001; 7.0000E+000; 3.4959E+001; 7.0000E+000; 2.6344E+001; 7.0000E+000; 2.2404E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.3110E+002; 8.0000E+000; 8.6490E+001; 8.0000E+000; 5.6663E+001; 8.0000E+000; 3.8500E+001; 8.0000E+000; 2.8489E+001; 8.0000E+000; 2.3525E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.3749E+002; 9.0000E+000; 9.2384E+001; 9.0000E+000; 6.1540E+001; 9.0000E+000; 4.2059E+001; 9.0000E+000; 3.0776E+001; 9.0000E+000; 2.4816E+001; 9.0000E+000; 1.9408E+001;
