Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 5.9555E+001; 1.0000E+000; 2.7125E+001; 1.0000E+000; 2.0547E+001; 1.0000E+000; 2.0027E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 7.5498E+001; 2.0000E+000; 3.8046E+001; 2.0000E+000; 2.4115E+001; 2.0000E+000; 2.0666E+001; 2.0000E+000; 2.0090E+001; 2.0000E+000; 2.0022E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 8.7062E+001; 3.0000E+000; 4.7739E+001; 3.0000E+000; 2.9046E+001; 3.0000E+000; 2.2320E+001; 3.0000E+000; 2.0479E+001; 3.0000E+000; 2.0090E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 9.6297E+001; 4.0000E+000; 5.6188E+001; 4.0000E+000; 3.4355E+001; 4.0000E+000; 2.4738E+001; 4.0000E+000; 2.1304E+001; 4.0000E+000; 2.0308E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.0425E+002; 5.0000E+000; 6.3662E+001; 5.0000E+000; 3.9644E+001; 5.0000E+000; 2.7625E+001; 5.0000E+000; 2.2545E+001; 5.0000E+000; 2.0736E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.1143E+002; 6.0000E+000; 7.0425E+001; 6.0000E+000; 4.4775E+001; 6.0000E+000; 3.0772E+001; 6.0000E+000; 2.4122E+001; 6.0000E+000; 2.1389E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.1809E+002; 7.0000E+000; 7.6668E+001; 7.0000E+000; 4.9716E+001; 7.0000E+000; 3.4051E+001; 7.0000E+000; 2.5954E+001; 7.0000E+000; 2.2255E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.2438E+002; 8.0000E+000; 8.2520E+001; 8.0000E+000; 5.4476E+001; 8.0000E+000; 3.7389E+001; 8.0000E+000; 2.7973E+001; 8.0000E+000; 2.3308E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.3036E+002; 9.0000E+000; 8.8064E+001; 9.0000E+000; 5.9072E+001; 9.0000E+000; 4.0744E+001; 9.0000E+000; 3.0127E+001; 9.0000E+000; 2.4522E+001; 9.0000E+000; 1.9408E+001;
 1.0000E+001; 1.3609E+002; 1.0000E+001; 9.3357E+001; 1.0000E+001; 6.3522E+001; 1.0000E+001; 4.4093E+001; 1.0000E+001; 3.2379E+001; 1.0000E+001; 2.5870E+001; 1.0000E+001; 1.9439E+001;
 1.1000E+001; 1.4159E+002; 1.1000E+001; 9.8438E+001; 1.1000E+001; 6.7843E+001; 1.1000E+001; 4.7423E+001; 1.1000E+001; 3.4700E+001; 1.1000E+001; 2.7330E+001; 1.1000E+001; 1.9471E+001;
 1.2000E+001; 1.4690E+002; 1.2000E+001; 1.0334E+002; 1.2000E+001; 7.2047E+001; 1.2000E+001; 5.0727E+001; 1.2000E+001; 3.7071E+001; 1.2000E+001; 2.8881E+001; 1.2000E+001; 1.9505E+001;
 1.3000E+001; 1.5202E+002; 1.3000E+001; 1.0807E+002; 1.3000E+001; 7.6145E+001; 1.3000E+001; 5.3999E+001; 1.3000E+001; 3.9478E+001; 1.3000E+001; 3.0508E+001; 1.3000E+001; 1.9544E+001;
 1.4000E+001; 1.5697E+002; 1.4000E+001; 1.1266E+002; 1.4000E+001; 8.0145E+001; 1.4000E+001; 5.7238E+001; 1.4000E+001; 4.1909E+001; 1.4000E+001; 3.2198E+001; 1.4000E+001; 1.9590E+001;
 1.5000E+001; 1.6176E+002; 1.5000E+001; 1.1710E+002; 1.5000E+001; 8.4054E+001; 1.5000E+001; 6.0442E+001; 1.5000E+001; 4.4357E+001; 1.5000E+001; 3.3940E+001; 1.5000E+001; 1.9645E+001;
 1.6000E+001; 1.6639E+002; 1.6000E+001; 1.2142E+002; 1.6000E+001; 8.7878E+001; 1.6000E+001; 6.3609E+001; 1.6000E+001; 4.6814E+001; 1.6000E+001; 3.5724E+001; 1.6000E+001; 1.9712E+001;
 1.7000E+001; 1.7087E+002; 1.7000E+001; 1.2562E+002; 1.7000E+001; 9.1619E+001; 1.7000E+001; 6.6738E+001; 1.7000E+001; 4.9276E+001; 1.7000E+001; 3.7544E+001; 1.7000E+001; 1.9792E+001;
 1.8000E+001; 1.7521E+002; 1.8000E+001; 1.2970E+002; 1.8000E+001; 9.5281E+001; 1.8000E+001; 6.9830E+001; 1.8000E+001; 5.1739E+001; 1.8000E+001; 3.9393E+001; 1.8000E+001; 1.9889E+001;
 1.9000E+001; 1.7942E+002; 1.9000E+001; 1.3366E+002; 1.9000E+001; 9.8866E+001; 1.9000E+001; 7.2883E+001; 1.9000E+001; 5.4198E+001; 1.9000E+001; 4.1267E+001; 1.9000E+001; 2.0003E+001;
 2.0000E+001; 1.8350E+002; 2.0000E+001; 1.3752E+002; 2.0000E+001; 1.0238E+002; 2.0000E+001; 7.5897E+001; 2.0000E+001; 5.6650E+001; 2.0000E+001; 4.3160E+001; 2.0000E+001; 2.0136E+001;
 2.1000E+001; 1.8744E+002; 2.1000E+001; 1.4127E+002; 2.1000E+001; 1.0582E+002; 2.1000E+001; 7.8872E+001; 2.1000E+001; 5.9094E+001; 2.1000E+001; 4.5069E+001; 2.1000E+001; 2.0290E+001;
 2.2000E+001; 1.9127E+002; 2.2000E+001; 1.4492E+002; 2.2000E+001; 1.0919E+002; 2.2000E+001; 8.1807E+001; 2.2000E+001; 6.1526E+001; 2.2000E+001; 4.6990E+001; 2.2000E+001; 2.0466E+001;
 2.3000E+001; 1.9497E+002; 2.3000E+001; 1.4846E+002; 2.3000E+001; 1.1248E+002; 2.3000E+001; 8.4701E+001; 2.3000E+001; 6.3945E+001; 2.3000E+001; 4.8920E+001; 2.3000E+001; 2.0665E+001;
 2.4000E+001; 1.9854E+002; 2.4000E+001; 1.5190E+002; 2.4000E+001; 1.1571E+002; 2.4000E+001; 8.7555E+001; 2.4000E+001; 6.6349E+001; 2.4000E+001; 5.0856E+001; 2.4000E+001; 2.0888E+001;
 2.5000E+001; 2.0199E+002; 2.5000E+001; 1.5525E+002; 2.5000E+001; 1.1887E+002; 2.5000E+001; 9.0368E+001; 2.5000E+001; 6.8737E+001; 2.5000E+001; 5.2796E+001; 2.5000E+001; 2.1135E+001;
 2.6000E+001; 2.0531E+002; 2.6000E+001; 1.5850E+002; 2.6000E+001; 1.2196E+002; 2.6000E+001; 9.3140E+001; 2.6000E+001; 7.1106E+001; 2.6000E+001; 5.4737E+001; 2.6000E+001; 2.1408E+001;
 2.7000E+001; 2.0851E+002; 2.7000E+001; 1.6165E+002; 2.7000E+001; 1.2499E+002; 2.7000E+001; 9.5869E+001; 2.7000E+001; 7.3456E+001; 2.7000E+001; 5.6678E+001; 2.7000E+001; 2.1705E+001;
 2.8000E+001; 2.1160E+002; 2.8000E+001; 1.6472E+002; 2.8000E+001; 1.2794E+002; 2.8000E+001; 9.8556E+001; 2.8000E+001; 7.5786E+001; 2.8000E+001; 5.8617E+001; 2.8000E+001; 2.2028E+001;
 2.9000E+001; 2.1458E+002; 2.9000E+001; 1.6770E+002; 2.9000E+001; 1.3083E+002; 2.9000E+001; 1.0120E+002; 2.9000E+001; 7.8095E+001; 2.9000E+001; 6.0552E+001; 2.9000E+001; 2.2377E+001;
 3.0000E+001; 2.1747E+002; 3.0000E+001; 1.7060E+002; 3.0000E+001; 1.3366E+002; 3.0000E+001; 1.0380E+002; 3.0000E+001; 8.0381E+001; 3.0000E+001; 6.2482E+001; 3.0000E+001; 2.2751E+001;
 3.1000E+001; 2.2027E+002; 3.1000E+001; 1.7343E+002; 3.1000E+001; 1.3642E+002; 3.1000E+001; 1.0636E+002; 3.1000E+001; 8.2643E+001; 3.1000E+001; 6.4405E+001; 3.1000E+001; 2.3150E+001;
 3.2000E+001; 2.2300E+002; 3.2000E+001; 1.7618E+002; 3.2000E+001; 1.3913E+002; 3.2000E+001; 1.0888E+002; 3.2000E+001; 8.4882E+001; 3.2000E+001; 6.6320E+001; 3.2000E+001; 2.3574E+001;
 3.3000E+001; 2.2565E+002; 3.3000E+001; 1.7887E+002; 3.3000E+001; 1.4178E+002; 3.3000E+001; 1.1135E+002; 3.3000E+001; 8.7096E+001; 3.3000E+001; 6.8226E+001; 3.3000E+001; 2.4022E+001;
 3.4000E+001; 2.2824E+002; 3.4000E+001; 1.8149E+002; 3.4000E+001; 1.4437E+002; 3.4000E+001; 1.1379E+002; 3.4000E+001; 8.9286E+001; 3.4000E+001; 7.0123E+001; 3.4000E+001; 2.4494E+001;
 3.5000E+001; 2.3077E+002; 3.5000E+001; 1.8406E+002; 3.5000E+001; 1.4690E+002; 3.5000E+001; 1.1618E+002; 3.5000E+001; 9.1451E+001; 3.5000E+001; 7.2008E+001; 3.5000E+001; 2.4990E+001;
 3.6000E+001; 2.3324E+002; 3.6000E+001; 1.8656E+002; 3.6000E+001; 1.4939E+002; 3.6000E+001; 1.1853E+002; 3.6000E+001; 9.3590E+001; 3.6000E+001; 7.3882E+001; 3.6000E+001; 2.5509E+001;
 3.7000E+001; 2.3565E+002; 3.7000E+001; 1.8902E+002; 3.7000E+001; 1.5183E+002; 3.7000E+001; 1.2085E+002; 3.7000E+001; 9.5705E+001; 3.7000E+001; 7.5745E+001; 3.7000E+001; 2.6051E+001;
 3.8000E+001; 2.3802E+002; 3.8000E+001; 1.9142E+002; 3.8000E+001; 1.5422E+002; 3.8000E+001; 1.2313E+002; 3.8000E+001; 9.7794E+001; 3.8000E+001; 7.7594E+001; 3.8000E+001; 2.6614E+001;
 3.9000E+001; 2.4034E+002; 3.9000E+001; 1.9377E+002; 3.9000E+001; 1.5656E+002; 3.9000E+001; 1.2538E+002; 3.9000E+001; 9.9860E+001; 3.9000E+001; 7.9431E+001; 3.9000E+001; 2.7199E+001;
 4.0000E+001; 2.4261E+002; 4.0000E+001; 1.9609E+002; 4.0000E+001; 1.5886E+002; 4.0000E+001; 1.2759E+002; 4.0000E+001; 1.0190E+002; 4.0000E+001; 8.1255E+001; 4.0000E+001; 2.7804E+001;
 4.1000E+001; 2.4483E+002; 4.1000E+001; 1.9836E+002; 4.1000E+001; 1.6112E+002; 4.1000E+001; 1.2976E+002; 4.1000E+001; 1.0392E+002; 4.1000E+001; 8.3065E+001; 4.1000E+001; 2.8428E+001;
 4.2000E+001; 2.4701E+002; 4.2000E+001; 2.0060E+002; 4.2000E+001; 1.6334E+002; 4.2000E+001; 1.3191E+002; 4.2000E+001; 1.0591E+002; 4.2000E+001; 8.4862E+001; 4.2000E+001; 2.9072E+001;
 4.3000E+001; 2.4916E+002; 4.3000E+001; 2.0280E+002; 4.3000E+001; 1.6552E+002; 4.3000E+001; 1.3402E+002; 4.3000E+001; 1.0788E+002; 4.3000E+001; 8.6646E+001; 4.3000E+001; 2.9735E+001;
 4.4000E+001; 2.5126E+002; 4.4000E+001; 2.0498E+002; 4.4000E+001; 1.6767E+002; 4.4000E+001; 1.3610E+002; 4.4000E+001; 1.0983E+002; 4.4000E+001; 8.8416E+001; 4.4000E+001; 3.0415E+001;
 4.5000E+001; 2.5332E+002; 4.5000E+001; 2.0712E+002; 4.5000E+001; 1.6977E+002; 4.5000E+001; 1.3816E+002; 4.5000E+001; 1.1176E+002; 4.5000E+001; 9.0173E+001; 4.5000E+001; 3.1111E+001;
 4.6000E+001; 2.5535E+002; 4.6000E+001; 2.0923E+002; 4.6000E+001; 1.7185E+002; 4.6000E+001; 1.4018E+002; 4.6000E+001; 1.1367E+002; 4.6000E+001; 9.1916E+001; 4.6000E+001; 3.1825E+001;
 4.7000E+001; 2.5734E+002; 4.7000E+001; 2.1131E+002; 4.7000E+001; 1.7389E+002; 4.7000E+001; 1.4218E+002; 4.7000E+001; 1.1555E+002; 4.7000E+001; 9.3646E+001; 4.7000E+001; 3.2554E+001;
 4.8000E+001; 2.5930E+002; 4.8000E+001; 2.1336E+002; 4.8000E+001; 1.7589E+002; 4.8000E+001; 1.4415E+002; 4.8000E+001; 1.1742E+002; 4.8000E+001; 9.5363E+001; 4.8000E+001; 3.3297E+001;
 4.9000E+001; 2.6123E+002; 4.9000E+001; 2.1538E+002; 4.9000E+001; 1.7787E+002; 4.9000E+001; 1.4610E+002; 4.9000E+001; 1.1926E+002; 4.9000E+001; 9.7068E+001; 4.9000E+001; 3.4055E+001;
 5.0000E+001; 2.6313E+002; 5.0000E+001; 2.1737E+002; 5.0000E+001; 1.7981E+002; 5.0000E+001; 1.4802E+002; 5.0000E+001; 1.2109E+002; 5.0000E+001; 9.8759E+001; 5.0000E+001; 3.4827E+001;
 5.1000E+001; 2.6500E+002; 5.1000E+001; 2.1933E+002; 5.1000E+001; 1.8173E+002; 5.1000E+001; 1.4991E+002; 5.1000E+001; 1.2290E+002; 5.1000E+001; 1.0044E+002; 5.1000E+001; 3.5611E+001;
 5.2000E+001; 2.6683E+002; 5.2000E+001; 2.2126E+002; 5.2000E+001; 1.8362E+002; 5.2000E+001; 1.5178E+002; 5.2000E+001; 1.2469E+002; 5.2000E+001; 1.0211E+002; 5.2000E+001; 3.6408E+001;
 5.3000E+001; 2.6864E+002; 5.3000E+001; 2.2317E+002; 5.3000E+001; 1.8548E+002; 5.3000E+001; 1.5363E+002; 5.3000E+001; 1.2646E+002; 5.3000E+001; 1.0376E+002; 5.3000E+001; 3.7216E+001;
 5.4000E+001; 2.7042E+002; 5.4000E+001; 2.2505E+002; 5.4000E+001; 1.8731E+002; 5.4000E+001; 1.5546E+002; 5.4000E+001; 1.2822E+002; 5.4000E+001; 1.0540E+002; 5.4000E+001; 3.8036E+001;
 5.5000E+001; 2.7217E+002; 5.5000E+001; 2.2690E+002; 5.5000E+001; 1.8912E+002; 5.5000E+001; 1.5726E+002; 5.5000E+001; 1.2995E+002; 5.5000E+001; 1.0703E+002; 5.5000E+001; 3.8866E+001;
 5.6000E+001; 2.7389E+002; 5.6000E+001; 2.2872E+002; 5.6000E+001; 1.9090E+002; 5.6000E+001; 1.5904E+002; 5.6000E+001; 1.3167E+002; 5.6000E+001; 1.0865E+002; 5.6000E+001; 3.9706E+001;
 5.7000E+001; 2.7559E+002; 5.7000E+001; 2.3052E+002; 5.7000E+001; 1.9266E+002; 5.7000E+001; 1.6080E+002; 5.7000E+001; 1.3338E+002; 5.7000E+001; 1.1026E+002; 5.7000E+001; 4.0555E+001;
 5.8000E+001; 2.7727E+002; 5.8000E+001; 2.3230E+002; 5.8000E+001; 1.9440E+002; 5.8000E+001; 1.6254E+002; 5.8000E+001; 1.3506E+002; 5.8000E+001; 1.1185E+002; 5.8000E+001; 4.1414E+001;
 5.9000E+001; 2.7892E+002; 5.9000E+001; 2.3406E+002; 5.9000E+001; 1.9612E+002; 5.9000E+001; 1.6426E+002; 5.9000E+001; 1.3674E+002; 5.9000E+001; 1.1344E+002; 5.9000E+001; 4.2281E+001;
 6.0000E+001; 2.8055E+002; 6.0000E+001; 2.3579E+002; 6.0000E+001; 1.9782E+002; 6.0000E+001; 1.6596E+002; 6.0000E+001; 1.3839E+002; 6.0000E+001; 1.1501E+002; 6.0000E+001; 4.3156E+001;
 6.1000E+001; 2.8216E+002; 6.1000E+001; 2.3750E+002; 6.1000E+001; 1.9950E+002; 6.1000E+001; 1.6764E+002; 6.1000E+001; 1.4003E+002; 6.1000E+001; 1.1658E+002; 6.1000E+001; 4.4039E+001;
 6.2000E+001; 2.8375E+002; 6.2000E+001; 2.3919E+002; 6.2000E+001; 2.0116E+002; 6.2000E+001; 1.6931E+002; 6.2000E+001; 1.4166E+002; 6.2000E+001; 1.1813E+002; 6.2000E+001; 4.4929E+001;
 6.3000E+001; 2.8532E+002; 6.3000E+001; 2.4086E+002; 6.3000E+001; 2.0281E+002; 6.3000E+001; 1.7095E+002; 6.3000E+001; 1.4327E+002; 6.3000E+001; 1.1967E+002; 6.3000E+001; 4.5826E+001;
 6.4000E+001; 2.8687E+002; 6.4000E+001; 2.4251E+002; 6.4000E+001; 2.0444E+002; 6.4000E+001; 1.7258E+002; 6.4000E+001; 1.4487E+002; 6.4000E+001; 1.2120E+002; 6.4000E+001; 4.6729E+001;
 6.5000E+001; 2.8840E+002; 6.5000E+001; 2.4414E+002; 6.5000E+001; 2.0606E+002; 6.5000E+001; 1.7419E+002; 6.5000E+001; 1.4645E+002; 6.5000E+001; 1.2272E+002; 6.5000E+001; 4.7638E+001;
 6.6000E+001; 2.8991E+002; 6.6000E+001; 2.4575E+002; 6.6000E+001; 2.0766E+002; 6.6000E+001; 1.7578E+002; 6.6000E+001; 1.4802E+002; 6.6000E+001; 1.2423E+002; 6.6000E+001; 4.8553E+001;
 6.7000E+001; 2.9141E+002; 6.7000E+001; 2.4734E+002; 6.7000E+001; 2.0925E+002; 6.7000E+001; 1.7736E+002; 6.7000E+001; 1.4958E+002; 6.7000E+001; 1.2573E+002; 6.7000E+001; 4.9474E+001;
 6.8000E+001; 2.9288E+002; 6.8000E+001; 2.4891E+002; 6.8000E+001; 2.1082E+002; 6.8000E+001; 1.7892E+002; 6.8000E+001; 1.5112E+002; 6.8000E+001; 1.2722E+002; 6.8000E+001; 5.0399E+001;
 6.9000E+001; 2.9434E+002; 6.9000E+001; 2.5046E+002; 6.9000E+001; 2.1238E+002; 6.9000E+001; 1.8046E+002; 6.9000E+001; 1.5265E+002; 6.9000E+001; 1.2871E+002; 6.9000E+001; 5.1330E+001;
 7.0000E+001; 2.9578E+002; 7.0000E+001; 2.5200E+002; 7.0000E+001; 2.1393E+002; 7.0000E+001; 1.8199E+002; 7.0000E+001; 1.5417E+002; 7.0000E+001; 1.3018E+002; 7.0000E+001; 5.2265E+001;
 7.1000E+001; 2.9721E+002; 7.1000E+001; 2.5352E+002; 7.1000E+001; 2.1547E+002; 7.1000E+001; 1.8350E+002; 7.1000E+001; 1.5568E+002; 7.1000E+001; 1.3164E+002; 7.1000E+001; 5.3204E+001;
 7.2000E+001; 2.9862E+002; 7.2000E+001; 2.5502E+002; 7.2000E+001; 2.1700E+002; 7.2000E+001; 1.8500E+002; 7.2000E+001; 1.5717E+002; 7.2000E+001; 1.3309E+002; 7.2000E+001; 5.4148E+001;
 7.3000E+001; 3.0002E+002; 7.3000E+001; 2.5651E+002; 7.3000E+001; 2.1851E+002; 7.3000E+001; 1.8649E+002; 7.3000E+001; 1.5865E+002; 7.3000E+001; 1.3454E+002; 7.3000E+001; 5.5095E+001;
 7.4000E+001; 3.0140E+002; 7.4000E+001; 2.5799E+002; 7.4000E+001; 2.2001E+002; 7.4000E+001; 1.8796E+002; 7.4000E+001; 1.6012E+002; 7.4000E+001; 1.3597E+002; 7.4000E+001; 5.6046E+001;
 7.5000E+001; 3.0277E+002; 7.5000E+001; 2.5945E+002; 7.5000E+001; 2.2149E+002; 7.5000E+001; 1.8942E+002; 7.5000E+001; 1.6158E+002; 7.5000E+001; 1.3740E+002; 7.5000E+001; 5.7000E+001;
 7.6000E+001; 3.0412E+002; 7.6000E+001; 2.6089E+002; 7.6000E+001; 2.2297E+002; 7.6000E+001; 1.9086E+002; 7.6000E+001; 1.6303E+002; 7.6000E+001; 1.3882E+002; 7.6000E+001; 5.7957E+001;
 7.7000E+001; 3.0546E+002; 7.7000E+001; 2.6232E+002; 7.7000E+001; 2.2443E+002; 7.7000E+001; 1.9229E+002; 7.7000E+001; 1.6447E+002; 7.7000E+001; 1.4023E+002; 7.7000E+001; 5.8917E+001;
 7.8000E+001; 3.0679E+002; 7.8000E+001; 2.6374E+002; 7.8000E+001; 2.2588E+002; 7.8000E+001; 1.9371E+002; 7.8000E+001; 1.6589E+002; 7.8000E+001; 1.4163E+002; 7.8000E+001; 5.9880E+001;
 7.9000E+001; 3.0810E+002; 7.9000E+001; 2.6514E+002; 7.9000E+001; 2.2732E+002; 7.9000E+001; 1.9512E+002; 7.9000E+001; 1.6731E+002; 7.9000E+001; 1.4302E+002; 7.9000E+001; 6.0845E+001;
 8.0000E+001; 3.0940E+002; 8.0000E+001; 2.6653E+002; 8.0000E+001; 2.2875E+002; 8.0000E+001; 1.9652E+002; 8.0000E+001; 1.6871E+002; 8.0000E+001; 1.4440E+002; 8.0000E+001; 6.1813E+001;
 8.1000E+001; 3.1070E+002; 8.1000E+001; 2.6791E+002; 8.1000E+001; 2.3017E+002; 8.1000E+001; 1.9791E+002; 8.1000E+001; 1.7011E+002; 8.1000E+001; 1.4578E+002; 8.1000E+001; 6.2783E+001;
