Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.0770E+001; 1.0000E+000; 2.7341E+001; 1.0000E+000; 2.0563E+001; 1.0000E+000; 2.0028E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 7.7152E+001; 2.0000E+000; 3.8590E+001; 2.0000E+000; 2.4239E+001; 2.0000E+000; 2.0686E+001; 2.0000E+000; 2.0092E+001; 2.0000E+000; 2.0022E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 8.8982E+001; 3.0000E+000; 4.8551E+001; 3.0000E+000; 2.9314E+001; 3.0000E+000; 2.2389E+001; 3.0000E+000; 2.0493E+001; 3.0000E+000; 2.0092E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 9.8429E+001; 4.0000E+000; 5.7217E+001; 4.0000E+000; 3.4770E+001; 4.0000E+000; 2.4877E+001; 4.0000E+000; 2.1343E+001; 4.0000E+000; 2.0317E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.0658E+002; 5.0000E+000; 6.4880E+001; 5.0000E+000; 4.0200E+001; 5.0000E+000; 2.7844E+001; 5.0000E+000; 2.2619E+001; 5.0000E+000; 2.0757E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.1395E+002; 6.0000E+000; 7.1816E+001; 6.0000E+000; 4.5464E+001; 6.0000E+000; 3.1076E+001; 6.0000E+000; 2.4240E+001; 6.0000E+000; 2.1429E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.2081E+002; 7.0000E+000; 7.8222E+001; 7.0000E+000; 5.0534E+001; 7.0000E+000; 3.4442E+001; 7.0000E+000; 2.6122E+001; 7.0000E+000; 2.2319E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.2727E+002; 8.0000E+000; 8.4230E+001; 8.0000E+000; 5.5419E+001; 8.0000E+000; 3.7868E+001; 8.0000E+000; 2.8195E+001; 8.0000E+000; 2.3402E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.3343E+002; 9.0000E+000; 8.9926E+001; 9.0000E+000; 6.0136E+001; 9.0000E+000; 4.1311E+001; 9.0000E+000; 3.0407E+001; 9.0000E+000; 2.4649E+001; 9.0000E+000; 1.9408E+001;
