Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.9211E-002; 1.0000E+000; 9.8662E-002; 1.0000E+000; 9.8018E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.6130E-002; 2.0000E+000; 9.6005E-002; 2.0000E+000; 9.7898E-002; 2.0000E+000; 9.7420E-002; 2.0000E+000; 9.7077E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0253E-001; 3.0000E+000; 8.8017E-002; 3.0000E+000; 9.7218E-002; 3.0000E+000; 9.7349E-002; 3.0000E+000; 9.7066E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2262E-001; 4.0000E+000; 8.1392E-002; 4.0000E+000; 9.4388E-002; 4.0000E+000; 9.7108E-002; 4.0000E+000; 9.7026E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4379E-001; 5.0000E+000; 7.8729E-002; 5.0000E+000; 8.8347E-002; 5.0000E+000; 9.6350E-002; 5.0000E+000; 9.6922E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6626E-001; 6.0000E+000; 7.9336E-002; 6.0000E+000; 8.0071E-002; 6.0000E+000; 9.4381E-002; 6.0000E+000; 9.6680E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.9057E-001; 7.0000E+000; 8.2388E-002; 7.0000E+000; 7.1896E-002; 7.0000E+000; 9.0320E-002; 7.0000E+000; 9.6123E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.1722E-001; 8.0000E+000; 8.7402E-002; 8.0000E+000; 6.5631E-002; 8.0000E+000; 8.3608E-002; 8.0000E+000; 9.4920E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.4701E-001; 9.0000E+000; 9.4188E-002; 9.0000E+000; 6.1792E-002; 9.0000E+000; 7.4794E-002; 9.0000E+000; 9.2524E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.8062E-001; 1.0000E+001; 1.0277E-001; 1.0000E+001; 6.0194E-002; 1.0000E+001; 6.5655E-002; 1.0000E+001; 8.8234E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 3.1848E-001; 1.1000E+001; 1.1325E-001; 1.1000E+001; 6.0487E-002; 1.1000E+001; 5.7992E-002; 1.1000E+001; 8.1524E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.6114E-001; 1.2000E+001; 1.2575E-001; 1.2000E+001; 6.2372E-002; 1.2000E+001; 5.2561E-002; 1.2000E+001; 7.2725E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 4.0923E-001; 1.3000E+001; 1.4055E-001; 1.3000E+001; 6.5677E-002; 1.3000E+001; 4.9275E-002; 1.3000E+001; 6.3331E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.6297E-001; 1.4000E+001; 1.5793E-001; 1.4000E+001; 7.0330E-002; 1.4000E+001; 4.7770E-002; 1.4000E+001; 5.5092E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 5.2259E-001; 1.5000E+001; 1.7814E-001; 1.5000E+001; 7.6322E-002; 1.5000E+001; 4.7693E-002; 1.5000E+001; 4.8889E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 5.8808E-001; 1.6000E+001; 2.0162E-001; 1.6000E+001; 8.3705E-002; 1.6000E+001; 4.8789E-002; 1.6000E+001; 4.4729E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 6.5932E-001; 1.7000E+001; 2.2891E-001; 1.7000E+001; 9.2622E-002; 1.7000E+001; 5.0916E-002; 1.7000E+001; 4.2269E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 7.3637E-001; 1.8000E+001; 2.6050E-001; 1.8000E+001; 1.0324E-001; 1.8000E+001; 5.4007E-002; 1.8000E+001; 4.1148E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 8.1891E-001; 1.9000E+001; 2.9699E-001; 1.9000E+001; 1.1579E-001; 1.9000E+001; 5.8053E-002; 1.9000E+001; 4.1089E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 9.0640E-001; 2.0000E+001; 3.3908E-001; 2.0000E+001; 1.3054E-001; 2.0000E+001; 6.3091E-002; 2.0000E+001; 4.1912E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 9.9781E-001; 2.1000E+001; 3.8742E-001; 2.1000E+001; 1.4793E-001; 2.1000E+001; 6.9212E-002; 2.1000E+001; 4.3512E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 1.0918E+000; 2.2000E+001; 4.4227E-001; 2.2000E+001; 1.6834E-001; 2.2000E+001; 7.6540E-002; 2.2000E+001; 4.5846E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 1.1862E+000; 2.3000E+001; 5.0347E-001; 2.3000E+001; 1.9221E-001; 2.3000E+001; 8.5216E-002; 2.3000E+001; 4.8902E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.2781E+000; 2.4000E+001; 5.6995E-001; 2.4000E+001; 2.1993E-001; 2.4000E+001; 9.5400E-002; 2.4000E+001; 5.2693E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.3646E+000; 2.5000E+001; 6.3930E-001; 2.5000E+001; 2.5192E-001; 2.5000E+001; 1.0727E-001; 2.5000E+001; 5.7249E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.4434E+000; 2.6000E+001; 7.0885E-001; 2.6000E+001; 2.8815E-001; 2.6000E+001; 1.2101E-001; 2.6000E+001; 6.2619E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.5140E+000; 2.7000E+001; 7.7612E-001; 2.7000E+001; 3.2814E-001; 2.7000E+001; 1.3673E-001; 2.7000E+001; 6.8841E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.5771E+000; 2.8000E+001; 8.3939E-001; 2.8000E+001; 3.7098E-001; 2.8000E+001; 1.5445E-001; 2.8000E+001; 7.5946E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.6337E+000; 2.9000E+001; 8.9789E-001; 2.9000E+001; 4.1556E-001; 2.9000E+001; 1.7413E-001; 2.9000E+001; 8.3954E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.6850E+000; 3.0000E+001; 9.5145E-001; 3.0000E+001; 4.6075E-001; 3.0000E+001; 1.9575E-001; 3.0000E+001; 9.2884E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.7319E+000; 3.1000E+001; 1.0004E+000; 3.1000E+001; 5.0543E-001; 3.1000E+001; 2.1912E-001; 3.1000E+001; 1.0276E-001; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.7754E+000; 3.2000E+001; 1.0455E+000; 3.2000E+001; 5.4881E-001; 3.2000E+001; 2.4394E-001; 3.2000E+001; 1.1358E-001; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.8156E+000; 3.3000E+001; 1.0875E+000; 3.3000E+001; 5.9046E-001; 3.3000E+001; 2.6988E-001; 3.3000E+001; 1.2531E-001; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.8526E+000; 3.4000E+001; 1.1270E+000; 3.4000E+001; 6.3022E-001; 3.4000E+001; 2.9657E-001; 3.4000E+001; 1.3790E-001; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.8861E+000; 3.5000E+001; 1.1647E+000; 3.5000E+001; 6.6782E-001; 3.5000E+001; 3.2392E-001; 3.5000E+001; 1.5133E-001; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 1.9153E+000; 3.6000E+001; 1.2010E+000; 3.6000E+001; 7.0351E-001; 3.6000E+001; 3.5163E-001; 3.6000E+001; 1.6557E-001; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 1.9393E+000; 3.7000E+001; 1.2365E+000; 3.7000E+001; 7.3766E-001; 3.7000E+001; 3.7938E-001; 3.7000E+001; 1.8056E-001; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 1.9568E+000; 3.8000E+001; 1.2715E+000; 3.8000E+001; 7.7057E-001; 3.8000E+001; 4.0702E-001; 3.8000E+001; 1.9620E-001; 3.8000E+001; 1.0132E-001;
