Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 9.0565E-002; 1.0000E+000; 9.8669E-002; 1.0000E+000; 9.8019E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.6713E-002; 2.0000E+000; 9.6426E-002; 2.0000E+000; 9.7907E-002; 2.0000E+000; 9.7421E-002; 2.0000E+000; 9.7078E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0146E-001; 3.0000E+000; 8.9514E-002; 3.0000E+000; 9.7319E-002; 3.0000E+000; 9.7356E-002; 3.0000E+000; 9.7067E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2044E-001; 4.0000E+000; 8.3590E-002; 4.0000E+000; 9.4963E-002; 4.0000E+000; 9.7140E-002; 4.0000E+000; 9.7030E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4049E-001; 5.0000E+000; 8.1201E-002; 5.0000E+000; 8.9976E-002; 5.0000E+000; 9.6491E-002; 5.0000E+000; 9.6936E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6169E-001; 6.0000E+000; 8.1828E-002; 6.0000E+000; 8.3065E-002; 6.0000E+000; 9.4872E-002; 6.0000E+000; 9.6720E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8439E-001; 7.0000E+000; 8.4729E-002; 7.0000E+000; 7.5974E-002; 7.0000E+000; 9.1634E-002; 7.0000E+000; 9.6244E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.0905E-001; 8.0000E+000; 8.9442E-002; 8.0000E+000; 7.0220E-002; 8.0000E+000; 8.6348E-002; 8.0000E+000; 9.5259E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.3608E-001; 9.0000E+000; 9.5748E-002; 9.0000E+000; 6.6427E-002; 9.0000E+000; 7.9257E-002; 9.0000E+000; 9.3383E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.6621E-001; 1.0000E+001; 1.0361E-001; 1.0000E+001; 6.4578E-002; 1.0000E+001; 7.1443E-002; 1.0000E+001; 9.0140E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.9992E-001; 1.1000E+001; 1.1312E-001; 1.1000E+001; 6.4455E-002; 1.1000E+001; 6.4284E-002; 1.1000E+001; 8.5122E-002; 1.1000E+001; 1.0132E-001;
