Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.4903E+001; 1.0000E+000; 2.8089E+001; 1.0000E+000; 2.0620E+001; 1.0000E+000; 2.0029E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 8.2618E+001; 2.0000E+000; 4.0421E+001; 2.0000E+000; 2.4661E+001; 2.0000E+000; 2.0754E+001; 2.0000E+000; 2.0100E+001; 2.0000E+000; 2.0023E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 9.5210E+001; 3.0000E+000; 5.1232E+001; 3.0000E+000; 3.0211E+001; 3.0000E+000; 2.2623E+001; 3.0000E+000; 2.0540E+001; 3.0000E+000; 2.0100E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 1.0527E+002; 4.0000E+000; 6.0567E+001; 4.0000E+000; 3.6140E+001; 4.0000E+000; 2.5340E+001; 4.0000E+000; 2.1472E+001; 4.0000E+000; 2.0347E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.1399E+002; 5.0000E+000; 6.8801E+001; 5.0000E+000; 4.2012E+001; 5.0000E+000; 2.8567E+001; 5.0000E+000; 2.2864E+001; 5.0000E+000; 2.0829E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.2193E+002; 6.0000E+000; 7.6255E+001; 6.0000E+000; 4.7692E+001; 6.0000E+000; 3.2069E+001; 6.0000E+000; 2.4628E+001; 6.0000E+000; 2.1562E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.2931E+002; 7.0000E+000; 8.3148E+001; 7.0000E+000; 5.3156E+001; 7.0000E+000; 3.5709E+001; 7.0000E+000; 2.6671E+001; 7.0000E+000; 2.2531E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.3629E+002; 8.0000E+000; 8.9615E+001; 8.0000E+000; 5.8418E+001; 8.0000E+000; 3.9407E+001; 8.0000E+000; 2.8916E+001; 8.0000E+000; 2.3707E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.4292E+002; 9.0000E+000; 9.5744E+001; 9.0000E+000; 6.3499E+001; 9.0000E+000; 4.3121E+001; 9.0000E+000; 3.1308E+001; 9.0000E+000; 2.5059E+001; 9.0000E+000; 1.9409E+001;
 1.0000E+001; 1.4927E+002; 1.0000E+001; 1.0160E+002; 1.0000E+001; 6.8418E+001; 1.0000E+001; 4.6826E+001; 1.0000E+001; 3.3803E+001; 1.0000E+001; 2.6559E+001; 1.0000E+001; 1.9440E+001;
 1.1000E+001; 1.5535E+002; 1.1000E+001; 1.0721E+002; 1.1000E+001; 7.3193E+001; 1.1000E+001; 5.0508E+001; 1.1000E+001; 3.6374E+001; 1.1000E+001; 2.8180E+001; 1.1000E+001; 1.9472E+001;
 1.2000E+001; 1.6119E+002; 1.2000E+001; 1.1262E+002; 1.2000E+001; 7.7837E+001; 1.2000E+001; 5.4159E+001; 1.2000E+001; 3.8998E+001; 1.2000E+001; 2.9900E+001; 1.2000E+001; 1.9508E+001;
 1.3000E+001; 1.6681E+002; 1.3000E+001; 1.1783E+002; 1.3000E+001; 8.2360E+001; 1.3000E+001; 5.7775E+001; 1.3000E+001; 4.1659E+001; 1.3000E+001; 3.1703E+001; 1.3000E+001; 1.9550E+001;
 1.4000E+001; 1.7221E+002; 1.4000E+001; 1.2287E+002; 1.4000E+001; 8.6770E+001; 1.4000E+001; 6.1350E+001; 1.4000E+001; 4.4346E+001; 1.4000E+001; 3.3573E+001; 1.4000E+001; 1.9599E+001;
 1.5000E+001; 1.7740E+002; 1.5000E+001; 1.2774E+002; 1.5000E+001; 9.1073E+001; 1.5000E+001; 6.4883E+001; 1.5000E+001; 4.7048E+001; 1.5000E+001; 3.5498E+001; 1.5000E+001; 1.9658E+001;
 1.6000E+001; 1.8241E+002; 1.6000E+001; 1.3246E+002; 1.6000E+001; 9.5273E+001; 1.6000E+001; 6.8372E+001; 1.6000E+001; 4.9760E+001; 1.6000E+001; 3.7469E+001; 1.6000E+001; 1.9731E+001;
 1.7000E+001; 1.8723E+002; 1.7000E+001; 1.3702E+002; 1.7000E+001; 9.9374E+001; 1.7000E+001; 7.1815E+001; 1.7000E+001; 5.2474E+001; 1.7000E+001; 3.9478E+001; 1.7000E+001; 1.9819E+001;
 1.8000E+001; 1.9187E+002; 1.8000E+001; 1.4144E+002; 1.8000E+001; 1.0338E+002; 1.8000E+001; 7.5211E+001; 1.8000E+001; 5.5186E+001; 1.8000E+001; 4.1518E+001; 1.8000E+001; 1.9925E+001;
 1.9000E+001; 1.9635E+002; 1.9000E+001; 1.4571E+002; 1.9000E+001; 1.0729E+002; 1.9000E+001; 7.8559E+001; 1.9000E+001; 5.7890E+001; 1.9000E+001; 4.3583E+001; 1.9000E+001; 2.0051E+001;
 2.0000E+001; 2.0066E+002; 2.0000E+001; 1.4985E+002; 2.0000E+001; 1.1111E+002; 2.0000E+001; 8.1858E+001; 2.0000E+001; 6.0584E+001; 2.0000E+001; 4.5668E+001; 2.0000E+001; 2.0198E+001;
 2.1000E+001; 2.0480E+002; 2.1000E+001; 1.5386E+002; 2.1000E+001; 1.1484E+002; 2.1000E+001; 8.5107E+001; 2.1000E+001; 6.3264E+001; 2.1000E+001; 4.7767E+001; 2.1000E+001; 2.0368E+001;
 2.2000E+001; 2.0879E+002; 2.2000E+001; 1.5773E+002; 2.2000E+001; 1.1848E+002; 2.2000E+001; 8.8305E+001; 2.2000E+001; 6.5928E+001; 2.2000E+001; 4.9877E+001; 2.2000E+001; 2.0563E+001;
 2.3000E+001; 2.1260E+002; 2.3000E+001; 1.6147E+002; 2.3000E+001; 1.2203E+002; 2.3000E+001; 9.1452E+001; 2.3000E+001; 6.8572E+001; 2.3000E+001; 5.1994E+001; 2.3000E+001; 2.0784E+001;
 2.4000E+001; 2.1624E+002; 2.4000E+001; 1.6508E+002; 2.4000E+001; 1.2549E+002; 2.4000E+001; 9.4547E+001; 2.4000E+001; 7.1195E+001; 2.4000E+001; 5.4115E+001; 2.4000E+001; 2.1031E+001;
 2.5000E+001; 2.1972E+002; 2.5000E+001; 1.6857E+002; 2.5000E+001; 1.2887E+002; 2.5000E+001; 9.7588E+001; 2.5000E+001; 7.3795E+001; 2.5000E+001; 5.6237E+001; 2.5000E+001; 2.1305E+001;
 2.6000E+001; 2.2306E+002; 2.6000E+001; 1.7195E+002; 2.6000E+001; 1.3216E+002; 2.6000E+001; 1.0058E+002; 2.6000E+001; 7.6370E+001; 2.6000E+001; 5.8358E+001; 2.6000E+001; 2.1606E+001;
 2.7000E+001; 2.2627E+002; 2.7000E+001; 1.7523E+002; 2.7000E+001; 1.3536E+002; 2.7000E+001; 1.0351E+002; 2.7000E+001; 7.8918E+001; 2.7000E+001; 6.0474E+001; 2.7000E+001; 2.1936E+001;
 2.8000E+001; 2.2937E+002; 2.8000E+001; 1.7840E+002; 2.8000E+001; 1.3848E+002; 2.8000E+001; 1.0639E+002; 2.8000E+001; 8.1439E+001; 2.8000E+001; 6.2584E+001; 2.8000E+001; 2.2293E+001;
 2.9000E+001; 2.3236E+002; 2.9000E+001; 1.8147E+002; 2.9000E+001; 1.4152E+002; 2.9000E+001; 1.0922E+002; 2.9000E+001; 8.3930E+001; 2.9000E+001; 6.4687E+001; 2.9000E+001; 2.2678E+001;
 3.0000E+001; 2.3526E+002; 3.0000E+001; 1.8446E+002; 3.0000E+001; 1.4449E+002; 3.0000E+001; 1.1199E+002; 3.0000E+001; 8.6392E+001; 3.0000E+001; 6.6779E+001; 3.0000E+001; 2.3091E+001;
 3.1000E+001; 2.3808E+002; 3.1000E+001; 1.8736E+002; 3.1000E+001; 1.4739E+002; 3.1000E+001; 1.1471E+002; 3.1000E+001; 8.8823E+001; 3.1000E+001; 6.8860E+001; 3.1000E+001; 2.3532E+001;
 3.2000E+001; 2.4081E+002; 3.2000E+001; 1.9019E+002; 3.2000E+001; 1.5021E+002; 3.2000E+001; 1.1738E+002; 3.2000E+001; 9.1222E+001; 3.2000E+001; 7.0929E+001; 3.2000E+001; 2.3999E+001;
 3.3000E+001; 2.4347E+002; 3.3000E+001; 1.9294E+002; 3.3000E+001; 1.5297E+002; 3.3000E+001; 1.1999E+002; 3.3000E+001; 9.3591E+001; 3.3000E+001; 7.2985E+001; 3.3000E+001; 2.4493E+001;
 3.4000E+001; 2.4606E+002; 3.4000E+001; 1.9562E+002; 3.4000E+001; 1.5566E+002; 3.4000E+001; 1.2256E+002; 3.4000E+001; 9.5927E+001; 3.4000E+001; 7.5025E+001; 3.4000E+001; 2.5013E+001;
