Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3649E+001; 1.0000E+000; 2.7860E+001; 1.0000E+000; 2.0603E+001; 1.0000E+000; 2.0028E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 8.0989E+001; 2.0000E+000; 3.9869E+001; 2.0000E+000; 2.4533E+001; 2.0000E+000; 2.0733E+001; 2.0000E+000; 2.0098E+001; 2.0000E+000; 2.0023E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 9.3377E+001; 3.0000E+000; 5.0434E+001; 3.0000E+000; 2.9942E+001; 3.0000E+000; 2.2552E+001; 3.0000E+000; 2.0526E+001; 3.0000E+000; 2.0098E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 1.0327E+002; 4.0000E+000; 5.9579E+001; 4.0000E+000; 3.5732E+001; 4.0000E+000; 2.5201E+001; 4.0000E+000; 2.1433E+001; 4.0000E+000; 2.0338E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.1184E+002; 5.0000E+000; 6.7653E+001; 5.0000E+000; 4.1477E+001; 5.0000E+000; 2.8352E+001; 5.0000E+000; 2.2791E+001; 5.0000E+000; 2.0807E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.1963E+002; 6.0000E+000; 7.4963E+001; 6.0000E+000; 4.7039E+001; 6.0000E+000; 3.1776E+001; 6.0000E+000; 2.4513E+001; 6.0000E+000; 2.1522E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.2687E+002; 7.0000E+000; 8.1722E+001; 7.0000E+000; 5.2391E+001; 7.0000E+000; 3.5336E+001; 7.0000E+000; 2.6508E+001; 7.0000E+000; 2.2468E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.3372E+002; 8.0000E+000; 8.8065E+001; 8.0000E+000; 5.7547E+001; 8.0000E+000; 3.8957E+001; 8.0000E+000; 2.8704E+001; 8.0000E+000; 2.3617E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.4023E+002; 9.0000E+000; 9.4078E+001; 9.0000E+000; 6.2527E+001; 9.0000E+000; 4.2594E+001; 9.0000E+000; 3.1044E+001; 9.0000E+000; 2.4938E+001; 9.0000E+000; 1.9408E+001;
