Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.9330E-002; 1.0000E+000; 9.8663E-002; 1.0000E+000; 9.8018E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.6212E-002; 2.0000E+000; 9.6049E-002; 2.0000E+000; 9.7899E-002; 2.0000E+000; 9.7420E-002; 2.0000E+000; 9.7077E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0245E-001; 3.0000E+000; 8.8204E-002; 3.0000E+000; 9.7229E-002; 3.0000E+000; 9.7350E-002; 3.0000E+000; 9.7066E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2241E-001; 4.0000E+000; 8.1717E-002; 4.0000E+000; 9.4461E-002; 4.0000E+000; 9.7111E-002; 4.0000E+000; 9.7026E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4343E-001; 5.0000E+000; 7.9154E-002; 5.0000E+000; 8.8584E-002; 5.0000E+000; 9.6368E-002; 5.0000E+000; 9.6924E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6572E-001; 6.0000E+000; 7.9829E-002; 6.0000E+000; 8.0556E-002; 6.0000E+000; 9.4452E-002; 6.0000E+000; 9.6685E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8977E-001; 7.0000E+000; 8.2921E-002; 7.0000E+000; 7.2613E-002; 7.0000E+000; 9.0531E-002; 7.0000E+000; 9.6140E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.1608E-001; 8.0000E+000; 8.7950E-002; 8.0000E+000; 6.6497E-002; 8.0000E+000; 8.4092E-002; 8.0000E+000; 9.4972E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.4533E-001; 9.0000E+000; 9.4710E-002; 9.0000E+000; 6.2730E-002; 9.0000E+000; 7.5635E-002; 9.0000E+000; 9.2673E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.7826E-001; 1.0000E+001; 1.0322E-001; 1.0000E+001; 6.1148E-002; 1.0000E+001; 6.6795E-002; 1.0000E+001; 8.8595E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 3.1528E-001; 1.1000E+001; 1.1358E-001; 1.1000E+001; 6.1422E-002; 1.1000E+001; 5.9278E-002; 1.1000E+001; 8.2253E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.5681E-001; 1.2000E+001; 1.2589E-001; 1.2000E+001; 6.3268E-002; 1.2000E+001; 5.3864E-002; 1.2000E+001; 7.3909E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 4.0354E-001; 1.3000E+001; 1.4042E-001; 1.3000E+001; 6.6508E-002; 1.3000E+001; 5.0525E-002; 1.3000E+001; 6.4871E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.5565E-001; 1.4000E+001; 1.5743E-001; 1.4000E+001; 7.1076E-002; 1.4000E+001; 4.8941E-002; 1.4000E+001; 5.6771E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 5.1335E-001; 1.5000E+001; 1.7719E-001; 1.5000E+001; 7.6956E-002; 1.5000E+001; 4.8777E-002; 1.5000E+001; 5.0532E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 5.7669E-001; 1.6000E+001; 2.0002E-001; 1.6000E+001; 8.4192E-002; 1.6000E+001; 4.9786E-002; 1.6000E+001; 4.6254E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 6.4539E-001; 1.7000E+001; 2.2650E-001; 1.7000E+001; 9.2906E-002; 1.7000E+001; 5.1817E-002; 1.7000E+001; 4.3653E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 7.1950E-001; 1.8000E+001; 2.5705E-001; 1.8000E+001; 1.0327E-001; 1.8000E+001; 5.4804E-002; 1.8000E+001; 4.2393E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 7.9878E-001; 1.9000E+001; 2.9222E-001; 1.9000E+001; 1.1547E-001; 1.9000E+001; 5.8729E-002; 1.9000E+001; 4.2208E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 8.8272E-001; 2.0000E+001; 3.3259E-001; 2.0000E+001; 1.2976E-001; 2.0000E+001; 6.3619E-002; 2.0000E+001; 4.2910E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 9.7043E-001; 2.1000E+001; 3.7883E-001; 2.1000E+001; 1.4652E-001; 2.1000E+001; 6.9548E-002; 2.1000E+001; 4.4391E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 1.0607E+000; 2.2000E+001; 4.3119E-001; 2.2000E+001; 1.6615E-001; 2.2000E+001; 7.6634E-002; 2.2000E+001; 4.6597E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 1.1518E+000; 2.3000E+001; 4.8958E-001; 2.3000E+001; 1.8902E-001; 2.3000E+001; 8.5008E-002; 2.3000E+001; 4.9514E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.2412E+000; 2.4000E+001; 5.5322E-001; 2.4000E+001; 2.1553E-001; 2.4000E+001; 9.4818E-002; 2.4000E+001; 5.3149E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.3263E+000; 2.5000E+001; 6.2026E-001; 2.5000E+001; 2.4600E-001; 2.5000E+001; 1.0622E-001; 2.5000E+001; 5.7527E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.4046E+000; 2.6000E+001; 6.8807E-001; 2.6000E+001; 2.8065E-001; 2.6000E+001; 1.1942E-001; 2.6000E+001; 6.2692E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.4753E+000; 2.7000E+001; 7.5434E-001; 2.7000E+001; 3.1907E-001; 2.7000E+001; 1.3452E-001; 2.7000E+001; 6.8689E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.5385E+000; 2.8000E+001; 8.1722E-001; 2.8000E+001; 3.6052E-001; 2.8000E+001; 1.5160E-001; 2.8000E+001; 7.5553E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.5951E+000; 2.9000E+001; 8.7573E-001; 2.9000E+001; 4.0397E-001; 2.9000E+001; 1.7063E-001; 2.9000E+001; 8.3309E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.6463E+000; 3.0000E+001; 9.2958E-001; 3.0000E+001; 4.4833E-001; 3.0000E+001; 1.9154E-001; 3.0000E+001; 9.1972E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.6930E+000; 3.1000E+001; 9.7888E-001; 3.1000E+001; 4.9253E-001; 3.1000E+001; 2.1427E-001; 3.1000E+001; 1.0157E-001; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.7361E+000; 3.2000E+001; 1.0242E+000; 3.2000E+001; 5.3570E-001; 3.2000E+001; 2.3855E-001; 3.2000E+001; 1.1212E-001; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.7760E+000; 3.3000E+001; 1.0662E+000; 3.3000E+001; 5.7731E-001; 3.3000E+001; 2.6405E-001; 3.3000E+001; 1.2359E-001; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.8130E+000; 3.4000E+001; 1.1055E+000; 3.4000E+001; 6.1711E-001; 3.4000E+001; 2.9041E-001; 3.4000E+001; 1.3596E-001; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.8469E+000; 3.5000E+001; 1.1429E+000; 3.5000E+001; 6.5499E-001; 3.5000E+001; 3.1736E-001; 3.5000E+001; 1.4917E-001; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 1.8773E+000; 3.6000E+001; 1.1787E+000; 3.6000E+001; 6.9081E-001; 3.6000E+001; 3.4484E-001; 3.6000E+001; 1.6320E-001; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 1.9034E+000; 3.7000E+001; 1.2134E+000; 3.7000E+001; 7.2496E-001; 3.7000E+001; 3.7246E-001; 3.7000E+001; 1.7801E-001; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 1.9244E+000; 3.8000E+001; 1.2475E+000; 3.8000E+001; 7.5776E-001; 3.8000E+001; 4.0000E-001; 3.8000E+001; 1.9352E-001; 3.8000E+001; 1.0132E-001;
 3.9000E+001; 1.0132E-001; 3.9000E+001; 1.9391E+000; 3.9000E+001; 1.2813E+000; 3.9000E+001; 7.8947E-001; 3.9000E+001; 4.2735E-001; 3.9000E+001; 2.0964E-001; 3.9000E+001; 1.0132E-001;
 4.0000E+001; 1.0132E-001; 4.0000E+001; 1.9470E+000; 4.0000E+001; 1.3149E+000; 4.0000E+001; 8.2030E-001; 4.0000E+001; 4.5444E-001; 4.0000E+001; 2.2630E-001; 4.0000E+001; 1.0132E-001;
 4.1000E+001; 1.0132E-001; 4.1000E+001; 1.9479E+000; 4.1000E+001; 1.3484E+000; 4.1000E+001; 8.5036E-001; 4.1000E+001; 4.8125E-001; 4.1000E+001; 2.4346E-001; 4.1000E+001; 1.0132E-001;
 4.2000E+001; 1.0132E-001; 4.2000E+001; 1.9424E+000; 4.2000E+001; 1.3817E+000; 4.2000E+001; 8.7962E-001; 4.2000E+001; 5.0774E-001; 4.2000E+001; 2.6114E-001; 4.2000E+001; 1.0132E-001;
 4.3000E+001; 1.0132E-001; 4.3000E+001; 1.9318E+000; 4.3000E+001; 1.4149E+000; 4.3000E+001; 9.0815E-001; 4.3000E+001; 5.3386E-001; 4.3000E+001; 2.7923E-001; 4.3000E+001; 1.0132E-001;
