Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.7909E-002; 1.0000E+000; 9.8658E-002; 1.0000E+000; 9.8018E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.5745E-002; 2.0000E+000; 9.5584E-002; 2.0000E+000; 9.7890E-002; 2.0000E+000; 9.7420E-002; 2.0000E+000; 9.7077E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0348E-001; 3.0000E+000; 8.6612E-002; 3.0000E+000; 9.7119E-002; 3.0000E+000; 9.7343E-002; 3.0000E+000; 9.7066E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2444E-001; 4.0000E+000; 7.9417E-002; 4.0000E+000; 9.3815E-002; 4.0000E+000; 9.7078E-002; 4.0000E+000; 9.7022E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4650E-001; 5.0000E+000; 7.6589E-002; 5.0000E+000; 8.6745E-002; 5.0000E+000; 9.6213E-002; 5.0000E+000; 9.6911E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.7004E-001; 6.0000E+000; 7.7256E-002; 6.0000E+000; 7.7249E-002; 6.0000E+000; 9.3886E-002; 6.0000E+000; 9.6642E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.9568E-001; 7.0000E+000; 8.0517E-002; 7.0000E+000; 6.8284E-002; 7.0000E+000; 8.8972E-002; 7.0000E+000; 9.6006E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.2411E-001; 8.0000E+000; 8.5871E-002; 8.0000E+000; 6.1821E-002; 8.0000E+000; 8.0844E-002; 8.0000E+000; 9.4575E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.5629E-001; 9.0000E+000; 9.3170E-002; 9.0000E+000; 5.8175E-002; 9.0000E+000; 7.0549E-002; 9.0000E+000; 9.1618E-002; 9.0000E+000; 1.0132E-001;
