Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3303E+001; 1.0000E+000; 2.7803E+001; 1.0000E+000; 2.0599E+001; 1.0000E+000; 2.0028E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 8.0470E+001; 2.0000E+000; 3.9710E+001; 2.0000E+000; 2.4499E+001; 2.0000E+000; 2.0728E+001; 2.0000E+000; 2.0097E+001; 2.0000E+000; 2.0023E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 9.2733E+001; 3.0000E+000; 5.0179E+001; 3.0000E+000; 2.9862E+001; 3.0000E+000; 2.2532E+001; 3.0000E+000; 2.0522E+001; 3.0000E+000; 2.0097E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 1.0252E+002; 4.0000E+000; 5.9238E+001; 4.0000E+000; 3.5602E+001; 4.0000E+000; 2.5160E+001; 4.0000E+000; 2.1422E+001; 4.0000E+000; 2.0336E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.1098E+002; 5.0000E+000; 6.7231E+001; 5.0000E+000; 4.1295E+001; 5.0000E+000; 2.8283E+001; 5.0000E+000; 2.2768E+001; 5.0000E+000; 2.0801E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.1866E+002; 6.0000E+000; 7.4463E+001; 6.0000E+000; 4.6803E+001; 6.0000E+000; 3.1676E+001; 6.0000E+000; 2.4476E+001; 6.0000E+000; 2.1510E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.2580E+002; 7.0000E+000; 8.1144E+001; 7.0000E+000; 5.2102E+001; 7.0000E+000; 3.5204E+001; 7.0000E+000; 2.6454E+001; 7.0000E+000; 2.2448E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.3254E+002; 8.0000E+000; 8.7408E+001; 8.0000E+000; 5.7204E+001; 8.0000E+000; 3.8790E+001; 8.0000E+000; 2.8629E+001; 8.0000E+000; 2.3586E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.3895E+002; 9.0000E+000; 9.3344E+001; 9.0000E+000; 6.2128E+001; 9.0000E+000; 4.2391E+001; 9.0000E+000; 3.0947E+001; 9.0000E+000; 2.4896E+001; 9.0000E+000; 1.9408E+001;
 1.0000E+001; 1.4508E+002; 1.0000E+001; 9.9009E+001; 1.0000E+001; 6.6895E+001; 1.0000E+001; 4.5983E+001; 1.0000E+001; 3.3367E+001; 1.0000E+001; 2.6349E+001; 1.0000E+001; 1.9440E+001;
