Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.0831E+001; 1.0000E+000; 2.7357E+001; 1.0000E+000; 2.0565E+001; 1.0000E+000; 2.0028E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9389E+001;
 2.0000E+000; 7.7183E+001; 2.0000E+000; 3.8612E+001; 2.0000E+000; 2.4246E+001; 2.0000E+000; 2.0687E+001; 2.0000E+000; 2.0093E+001; 2.0000E+000; 2.0022E+001; 2.0000E+000; 1.9281E+001;
 3.0000E+000; 8.8974E+001; 3.0000E+000; 4.8566E+001; 3.0000E+000; 2.9323E+001; 3.0000E+000; 2.2393E+001; 3.0000E+000; 2.0493E+001; 3.0000E+000; 2.0092E+001; 3.0000E+000; 1.9254E+001;
 4.0000E+000; 9.8383E+001; 4.0000E+000; 5.7218E+001; 4.0000E+000; 3.4778E+001; 4.0000E+000; 2.4882E+001; 4.0000E+000; 2.1344E+001; 4.0000E+000; 2.0318E+001; 4.0000E+000; 1.9262E+001;
 5.0000E+000; 1.0649E+002; 5.0000E+000; 6.4862E+001; 5.0000E+000; 4.0202E+001; 5.0000E+000; 2.7848E+001; 5.0000E+000; 2.2621E+001; 5.0000E+000; 2.0758E+001; 5.0000E+000; 1.9285E+001;
 6.0000E+000; 1.1383E+002; 6.0000E+000; 7.1776E+001; 6.0000E+000; 4.5458E+001; 6.0000E+000; 3.1078E+001; 6.0000E+000; 2.4242E+001; 6.0000E+000; 2.1430E+001; 6.0000E+000; 1.9314E+001;
 7.0000E+000; 1.2064E+002; 7.0000E+000; 7.8159E+001; 7.0000E+000; 5.0516E+001; 7.0000E+000; 3.4440E+001; 7.0000E+000; 2.6123E+001; 7.0000E+000; 2.2320E+001; 7.0000E+000; 1.9346E+001;
 8.0000E+000; 1.2706E+002; 8.0000E+000; 8.4142E+001; 8.0000E+000; 5.5387E+001; 8.0000E+000; 3.7859E+001; 8.0000E+000; 2.8194E+001; 8.0000E+000; 2.3402E+001; 8.0000E+000; 1.9377E+001;
 9.0000E+000; 1.3317E+002; 9.0000E+000; 8.9810E+001; 9.0000E+000; 6.0090E+001; 9.0000E+000; 4.1295E+001; 9.0000E+000; 3.0403E+001; 9.0000E+000; 2.4648E+001; 9.0000E+000; 1.9408E+001;
 1.0000E+001; 1.3902E+002; 1.0000E+001; 9.5219E+001; 1.0000E+001; 6.4641E+001; 1.0000E+001; 4.4724E+001; 1.0000E+001; 3.2710E+001; 1.0000E+001; 2.6031E+001; 1.0000E+001; 1.9439E+001;
