Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.9955E-002; 1.0000E+000; 9.8665E-002; 1.0000E+000; 9.8018E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.6448E-002; 2.0000E+000; 9.6242E-002; 2.0000E+000; 9.7903E-002; 2.0000E+000; 9.7421E-002; 2.0000E+000; 9.7078E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0196E-001; 3.0000E+000; 8.8868E-002; 3.0000E+000; 9.7275E-002; 3.0000E+000; 9.7353E-002; 3.0000E+000; 9.7067E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2144E-001; 4.0000E+000; 8.2663E-002; 4.0000E+000; 9.4719E-002; 4.0000E+000; 9.7126E-002; 4.0000E+000; 9.7028E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4198E-001; 5.0000E+000; 8.0185E-002; 5.0000E+000; 8.9300E-002; 5.0000E+000; 9.6431E-002; 5.0000E+000; 9.6930E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6373E-001; 6.0000E+000; 8.0836E-002; 6.0000E+000; 8.1840E-002; 6.0000E+000; 9.4669E-002; 6.0000E+000; 9.6702E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8711E-001; 7.0000E+000; 8.3830E-002; 7.0000E+000; 7.4318E-002; 7.0000E+000; 9.1104E-002; 7.0000E+000; 9.6193E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.1259E-001; 8.0000E+000; 8.8700E-002; 8.0000E+000; 6.8367E-002; 8.0000E+000; 8.5266E-002; 8.0000E+000; 9.5121E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.4070E-001; 9.0000E+000; 9.5227E-002; 9.0000E+000; 6.4571E-002; 9.0000E+000; 7.7505E-002; 9.0000E+000; 9.3044E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.7223E-001; 1.0000E+001; 1.0341E-001; 1.0000E+001; 6.2842E-002; 1.0000E+001; 6.9161E-002; 1.0000E+001; 8.9409E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 3.0758E-001; 1.1000E+001; 1.1334E-001; 1.1000E+001; 6.2909E-002; 1.1000E+001; 6.1785E-002; 1.1000E+001; 8.3764E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.4711E-001; 1.2000E+001; 1.2512E-001; 1.2000E+001; 6.4516E-002; 1.2000E+001; 5.6245E-002; 1.2000E+001; 7.6213E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.9142E-001; 1.3000E+001; 1.3896E-001; 1.3000E+001; 6.7484E-002; 1.3000E+001; 5.2654E-002; 1.3000E+001; 6.7738E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.4083E-001; 1.4000E+001; 1.5514E-001; 1.4000E+001; 7.1741E-002; 1.4000E+001; 5.0778E-002; 1.4000E+001; 5.9777E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 4.9549E-001; 1.5000E+001; 1.7390E-001; 1.5000E+001; 7.7271E-002; 1.5000E+001; 5.0325E-002; 1.5000E+001; 5.3346E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 5.5555E-001; 1.6000E+001; 1.9552E-001; 1.6000E+001; 8.4103E-002; 1.6000E+001; 5.1056E-002; 1.6000E+001; 4.8729E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 6.2072E-001; 1.7000E+001; 2.2046E-001; 1.7000E+001; 9.2328E-002; 1.7000E+001; 5.2810E-002; 1.7000E+001; 4.5763E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 6.9093E-001; 1.8000E+001; 2.4921E-001; 1.8000E+001; 1.0210E-001; 1.8000E+001; 5.5509E-002; 1.8000E+001; 4.4160E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 7.6609E-001; 1.9000E+001; 2.8221E-001; 1.9000E+001; 1.1360E-001; 1.9000E+001; 5.9128E-002; 1.9000E+001; 4.3663E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 8.4578E-001; 2.0000E+001; 3.1998E-001; 2.0000E+001; 1.2705E-001; 2.0000E+001; 6.3679E-002; 2.0000E+001; 4.4082E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 9.2938E-001; 2.1000E+001; 3.6308E-001; 2.1000E+001; 1.4273E-001; 2.1000E+001; 6.9213E-002; 2.1000E+001; 4.5291E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 1.0158E+000; 2.2000E+001; 4.1195E-001; 2.2000E+001; 1.6105E-001; 2.2000E+001; 7.5833E-002; 2.2000E+001; 4.7225E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 1.1038E+000; 2.3000E+001; 4.6661E-001; 2.3000E+001; 1.8236E-001; 2.3000E+001; 8.3660E-002; 2.3000E+001; 4.9859E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.1913E+000; 2.4000E+001; 5.2659E-001; 2.4000E+001; 2.0704E-001; 2.4000E+001; 9.2831E-002; 2.4000E+001; 5.3195E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.2759E+000; 2.5000E+001; 5.9073E-001; 2.5000E+001; 2.3538E-001; 2.5000E+001; 1.0349E-001; 2.5000E+001; 5.7252E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.3553E+000; 2.6000E+001; 6.5669E-001; 2.6000E+001; 2.6772E-001; 2.6000E+001; 1.1582E-001; 2.6000E+001; 6.2061E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.4277E+000; 2.7000E+001; 7.2221E-001; 2.7000E+001; 3.0394E-001; 2.7000E+001; 1.2998E-001; 2.7000E+001; 6.7672E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.4929E+000; 2.8000E+001; 7.8531E-001; 2.8000E+001; 3.4346E-001; 2.8000E+001; 1.4605E-001; 2.8000E+001; 7.4128E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.5513E+000; 2.9000E+001; 8.4466E-001; 2.9000E+001; 3.8541E-001; 2.9000E+001; 1.6407E-001; 2.9000E+001; 8.1458E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.6039E+000; 3.0000E+001; 8.9968E-001; 3.0000E+001; 4.2873E-001; 3.0000E+001; 1.8397E-001; 3.0000E+001; 8.9685E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.6518E+000; 3.1000E+001; 9.5027E-001; 3.1000E+001; 4.7244E-001; 3.1000E+001; 2.0570E-001; 3.1000E+001; 9.8827E-002; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.6958E+000; 3.2000E+001; 9.9671E-001; 3.2000E+001; 5.1554E-001; 3.2000E+001; 2.2910E-001; 3.2000E+001; 1.0891E-001; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.7365E+000; 3.3000E+001; 1.0396E+000; 3.3000E+001; 5.5736E-001; 3.3000E+001; 2.5389E-001; 3.3000E+001; 1.1994E-001; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.7743E+000; 3.4000E+001; 1.0796E+000; 3.4000E+001; 5.9752E-001; 3.4000E+001; 2.7970E-001; 3.4000E+001; 1.3187E-001; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.8093E+000; 3.5000E+001; 1.1172E+000; 3.5000E+001; 6.3591E-001; 3.5000E+001; 3.0621E-001; 3.5000E+001; 1.4468E-001; 3.5000E+001; 1.0132E-001;
