JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-7.7431E+000;
 2.0000E+000;-1.7878E+001;
 3.0000E+000;-2.6692E+001;
 4.0000E+000;-3.3874E+001;
 5.0000E+000;-3.9705E+001;
 6.0000E+000;-4.4499E+001;
 7.0000E+000;-4.8500E+001;
 8.0000E+000;-5.1889E+001;
 9.0000E+000;-5.4798E+001;
 1.0000E+001;-5.7326E+001;
 1.1000E+001;-5.9544E+001;
 1.2000E+001;-6.1509E+001;
 1.3000E+001;-6.3263E+001;
 1.4000E+001;-6.4839E+001;
 1.5000E+001;-6.6265E+001;
 1.6000E+001;-6.7562E+001;
 1.7000E+001;-6.8747E+001;
 1.8000E+001;-6.9834E+001;
 1.9000E+001;-7.0837E+001;
 2.0000E+001;-7.1765E+001;
 2.1000E+001;-7.2626E+001;
 2.2000E+001;-7.3427E+001;
 2.3000E+001;-7.4176E+001;
 2.4000E+001;-7.4876E+001;
 2.5000E+001;-7.5534E+001;
 2.6000E+001;-7.6152E+001;
 2.7000E+001;-7.6735E+001;
 2.8000E+001;-7.7285E+001;
 2.9000E+001;-7.7805E+001;
 3.0000E+001;-7.8298E+001;
 3.1000E+001;-7.8766E+001;
 3.2000E+001;-7.9211E+001;
 3.3000E+001;-7.9634E+001;
 3.4000E+001;-8.0037E+001;
 3.5000E+001;-8.0422E+001;
 3.6000E+001;-8.0790E+001;
 3.7000E+001;-8.1141E+001;
 3.8000E+001;-8.1478E+001;
 3.9000E+001;-8.1801E+001;
 4.0000E+001;-8.2111E+001;
 4.1000E+001;-8.2408E+001;
 4.2000E+001;-8.2694E+001;
 4.3000E+001;-8.2969E+001;
 4.4000E+001;-8.3233E+001;
 4.5000E+001;-8.3488E+001;
 4.6000E+001;-8.3734E+001;
 4.7000E+001;-8.3971E+001;
 4.8000E+001;-8.4200E+001;
 4.9000E+001;-8.4421E+001;
 5.0000E+001;-8.4635E+001;
 5.1000E+001;-8.4842E+001;
 5.2000E+001;-8.5042E+001;
 5.3000E+001;-8.5236E+001;
 5.4000E+001;-8.5424E+001;
 5.5000E+001;-8.5606E+001;
 5.6000E+001;-8.5783E+001;
 5.7000E+001;-8.5954E+001;
 5.8000E+001;-8.6121E+001;
 5.9000E+001;-8.6282E+001;
 6.0000E+001;-8.6439E+001;
 6.1000E+001;-8.6592E+001;
 6.2000E+001;-8.6741E+001;
 6.3000E+001;-8.6885E+001;
 6.4000E+001;-8.7026E+001;
 6.5000E+001;-8.7163E+001;
 6.6000E+001;-8.7296E+001;
 6.7000E+001;-8.7426E+001;
 6.8000E+001;-8.7552E+001;
 6.9000E+001;-8.7676E+001;
 7.0000E+001;-8.7796E+001;
 7.1000E+001;-8.7914E+001;
 7.2000E+001;-8.8028E+001;
 7.3000E+001;-8.8140E+001;
 7.4000E+001;-8.8249E+001;
 7.5000E+001;-8.8356E+001;
 7.6000E+001;-8.8460E+001;
 7.7000E+001;-8.8562E+001;
 7.8000E+001;-8.8662E+001;
 7.9000E+001;-8.8759E+001;
 8.0000E+001;-8.8854E+001;
 8.1000E+001;-8.8947E+001;
 8.2000E+001;-8.9039E+001;
 8.3000E+001;-8.9128E+001;
 8.4000E+001;-8.9215E+001;
 8.5000E+001;-8.9301E+001;
 8.6000E+001;-8.9384E+001;
 8.7000E+001;-8.9466E+001;
 8.8000E+001;-8.9547E+001;
 8.9000E+001;-8.9625E+001;
 9.0000E+001;-8.9702E+001;
 9.1000E+001;-8.9778E+001;
 9.2000E+001;-8.9852E+001;
 9.3000E+001;-8.9925E+001;
 9.4000E+001;-8.9996E+001;
 9.5000E+001;-9.0066E+001;
 9.6000E+001;-9.0135E+001;
 9.7000E+001;-9.0202E+001;
 9.8000E+001;-9.0268E+001;
 9.9000E+001;-9.0333E+001;
 1.0000E+002;-9.0397E+001;
 1.0100E+002;-9.0459E+001;
 1.0200E+002;-9.0521E+001;
 1.0300E+002;-9.0581E+001;
 1.0400E+002;-9.0641E+001;
 1.0500E+002;-9.0699E+001;
 1.0600E+002;-9.0756E+001;
 1.0700E+002;-9.0812E+001;
 1.0800E+002;-9.0868E+001;
 1.0900E+002;-9.0922E+001;
 1.1000E+002;-9.0975E+001;
 1.1100E+002;-9.1028E+001;
 1.1200E+002;-9.1079E+001;
 1.1300E+002;-9.1130E+001;
 1.1400E+002;-9.1180E+001;
 1.1500E+002;-9.1229E+001;
 1.1600E+002;-9.1278E+001;
 1.1700E+002;-9.1325E+001;
 1.1800E+002;-9.1372E+001;
 1.1900E+002;-9.1418E+001;
 1.2000E+002;-9.1464E+001;
