JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-6.6074E+000;
 2.0000E+000;-1.5949E+001;
 3.0000E+000;-2.4308E+001;
 4.0000E+000;-3.1245E+001;
 5.0000E+000;-3.6957E+001;
 6.0000E+000;-4.1703E+001;
 7.0000E+000;-4.5699E+001;
 8.0000E+000;-4.9109E+001;
 9.0000E+000;-5.2054E+001;
 1.0000E+001;-5.4626E+001;
 1.1000E+001;-5.6894E+001;
 1.2000E+001;-5.8910E+001;
 1.3000E+001;-6.0716E+001;
 1.4000E+001;-6.2345E+001;
 1.5000E+001;-6.3823E+001;
 1.6000E+001;-6.5170E+001;
 1.7000E+001;-6.6404E+001;
 1.8000E+001;-6.7540E+001;
 1.9000E+001;-6.8588E+001;
 2.0000E+001;-6.9561E+001;
 2.1000E+001;-7.0465E+001;
 2.2000E+001;-7.1308E+001;
 2.3000E+001;-7.2096E+001;
 2.4000E+001;-7.2835E+001;
 2.5000E+001;-7.3529E+001;
 2.6000E+001;-7.4183E+001;
 2.7000E+001;-7.4800E+001;
 2.8000E+001;-7.5384E+001;
 2.9000E+001;-7.5936E+001;
 3.0000E+001;-7.6460E+001;
 3.1000E+001;-7.6958E+001;
 3.2000E+001;-7.7431E+001;
 3.3000E+001;-7.7882E+001;
 3.4000E+001;-7.8313E+001;
 3.5000E+001;-7.8724E+001;
 3.6000E+001;-7.9117E+001;
 3.7000E+001;-7.9493E+001;
 3.8000E+001;-7.9854E+001;
 3.9000E+001;-8.0200E+001;
 4.0000E+001;-8.0532E+001;
 4.1000E+001;-8.0851E+001;
 4.2000E+001;-8.1158E+001;
 4.3000E+001;-8.1453E+001;
 4.4000E+001;-8.1738E+001;
 4.5000E+001;-8.2012E+001;
 4.6000E+001;-8.2277E+001;
 4.7000E+001;-8.2532E+001;
 4.8000E+001;-8.2779E+001;
 4.9000E+001;-8.3018E+001;
 5.0000E+001;-8.3249E+001;
 5.1000E+001;-8.3472E+001;
 5.2000E+001;-8.3689E+001;
 5.3000E+001;-8.3898E+001;
 5.4000E+001;-8.4102E+001;
 5.5000E+001;-8.4299E+001;
 5.6000E+001;-8.4490E+001;
 5.7000E+001;-8.4676E+001;
 5.8000E+001;-8.4857E+001;
 5.9000E+001;-8.5032E+001;
 6.0000E+001;-8.5202E+001;
 6.1000E+001;-8.5368E+001;
 6.2000E+001;-8.5530E+001;
 6.3000E+001;-8.5687E+001;
 6.4000E+001;-8.5840E+001;
 6.5000E+001;-8.5989E+001;
 6.6000E+001;-8.6134E+001;
 6.7000E+001;-8.6275E+001;
 6.8000E+001;-8.6413E+001;
 6.9000E+001;-8.6548E+001;
 7.0000E+001;-8.6679E+001;
 7.1000E+001;-8.6807E+001;
 7.2000E+001;-8.6932E+001;
 7.3000E+001;-8.7055E+001;
 7.4000E+001;-8.7174E+001;
 7.5000E+001;-8.7291E+001;
 7.6000E+001;-8.7405E+001;
 7.7000E+001;-8.7516E+001;
 7.8000E+001;-8.7625E+001;
 7.9000E+001;-8.7732E+001;
 8.0000E+001;-8.7836E+001;
 8.1000E+001;-8.7938E+001;
 8.2000E+001;-8.8038E+001;
 8.3000E+001;-8.8136E+001;
 8.4000E+001;-8.8232E+001;
 8.5000E+001;-8.8326E+001;
 8.6000E+001;-8.8418E+001;
 8.7000E+001;-8.8508E+001;
 8.8000E+001;-8.8596E+001;
 8.9000E+001;-8.8683E+001;
 9.0000E+001;-8.8768E+001;
 9.1000E+001;-8.8851E+001;
 9.2000E+001;-8.8933E+001;
 9.3000E+001;-8.9013E+001;
 9.4000E+001;-8.9092E+001;
 9.5000E+001;-8.9169E+001;
 9.6000E+001;-8.9244E+001;
 9.7000E+001;-8.9319E+001;
 9.8000E+001;-8.9392E+001;
 9.9000E+001;-8.9463E+001;
 1.0000E+002;-8.9534E+001;
 1.0100E+002;-8.9603E+001;
 1.0200E+002;-8.9671E+001;
 1.0300E+002;-8.9738E+001;
 1.0400E+002;-8.9803E+001;
 1.0500E+002;-8.9868E+001;
 1.0600E+002;-8.9931E+001;
 1.0700E+002;-8.9994E+001;
 1.0800E+002;-9.0055E+001;
 1.0900E+002;-9.0115E+001;
 1.1000E+002;-9.0174E+001;
 1.1100E+002;-9.0233E+001;
 1.1200E+002;-9.0290E+001;
 1.1300E+002;-9.0347E+001;
 1.1400E+002;-9.0402E+001;
 1.1500E+002;-9.0457E+001;
 1.1600E+002;-9.0511E+001;
 1.1700E+002;-9.0564E+001;
 1.1800E+002;-9.0616E+001;
 1.1900E+002;-9.0667E+001;
 1.2000E+002;-9.0718E+001;
