JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-5.2984E+000;
 2.0000E+000;-1.3688E+001;
 3.0000E+000;-2.1471E+001;
 4.0000E+000;-2.8095E+001;
 5.0000E+000;-3.3649E+001;
 6.0000E+000;-3.8329E+001;
 7.0000E+000;-4.2313E+001;
 8.0000E+000;-4.5742E+001;
 9.0000E+000;-4.8726E+001;
 1.0000E+001;-5.1348E+001;
 1.1000E+001;-5.3672E+001;
 1.2000E+001;-5.5748E+001;
 1.3000E+001;-5.7616E+001;
 1.4000E+001;-5.9306E+001;
 1.5000E+001;-6.0844E+001;
 1.6000E+001;-6.2251E+001;
 1.7000E+001;-6.3544E+001;
 1.8000E+001;-6.4736E+001;
 1.9000E+001;-6.5839E+001;
 2.0000E+001;-6.6864E+001;
 2.1000E+001;-6.7819E+001;
 2.2000E+001;-6.8712E+001;
 2.3000E+001;-6.9547E+001;
 2.4000E+001;-7.0332E+001;
 2.5000E+001;-7.1071E+001;
 2.6000E+001;-7.1767E+001;
 2.7000E+001;-7.2425E+001;
 2.8000E+001;-7.3048E+001;
 2.9000E+001;-7.3639E+001;
 3.0000E+001;-7.4200E+001;
 3.1000E+001;-7.4734E+001;
 3.2000E+001;-7.5242E+001;
 3.3000E+001;-7.5726E+001;
 3.4000E+001;-7.6189E+001;
 3.5000E+001;-7.6631E+001;
 3.6000E+001;-7.7055E+001;
 3.7000E+001;-7.7461E+001;
 3.8000E+001;-7.7850E+001;
 3.9000E+001;-7.8223E+001;
 4.0000E+001;-7.8582E+001;
 4.1000E+001;-7.8928E+001;
 4.2000E+001;-7.9260E+001;
 4.3000E+001;-7.9580E+001;
 4.4000E+001;-7.9889E+001;
 4.5000E+001;-8.0186E+001;
 4.6000E+001;-8.0474E+001;
 4.7000E+001;-8.0752E+001;
 4.8000E+001;-8.1020E+001;
 4.9000E+001;-8.1280E+001;
 5.0000E+001;-8.1531E+001;
 5.1000E+001;-8.1775E+001;
 5.2000E+001;-8.2011E+001;
 5.3000E+001;-8.2239E+001;
 5.4000E+001;-8.2461E+001;
 5.5000E+001;-8.2677E+001;
 5.6000E+001;-8.2886E+001;
 5.7000E+001;-8.3089E+001;
 5.8000E+001;-8.3286E+001;
 5.9000E+001;-8.3478E+001;
 6.0000E+001;-8.3665E+001;
 6.1000E+001;-8.3847E+001;
 6.2000E+001;-8.4024E+001;
 6.3000E+001;-8.4196E+001;
 6.4000E+001;-8.4364E+001;
 6.5000E+001;-8.4527E+001;
 6.6000E+001;-8.4687E+001;
 6.7000E+001;-8.4842E+001;
 6.8000E+001;-8.4994E+001;
 6.9000E+001;-8.5142E+001;
 7.0000E+001;-8.5287E+001;
 7.1000E+001;-8.5428E+001;
 7.2000E+001;-8.5566E+001;
 7.3000E+001;-8.5701E+001;
 7.4000E+001;-8.5832E+001;
 7.5000E+001;-8.5961E+001;
 7.6000E+001;-8.6087E+001;
 7.7000E+001;-8.6210E+001;
 7.8000E+001;-8.6331E+001;
 7.9000E+001;-8.6448E+001;
 8.0000E+001;-8.6564E+001;
 8.1000E+001;-8.6677E+001;
 8.2000E+001;-8.6788E+001;
 8.3000E+001;-8.6896E+001;
 8.4000E+001;-8.7002E+001;
 8.5000E+001;-8.7106E+001;
 8.6000E+001;-8.7208E+001;
 8.7000E+001;-8.7308E+001;
 8.8000E+001;-8.7406E+001;
 8.9000E+001;-8.7502E+001;
 9.0000E+001;-8.7597E+001;
 9.1000E+001;-8.7689E+001;
 9.2000E+001;-8.7780E+001;
 9.3000E+001;-8.7869E+001;
 9.4000E+001;-8.7957E+001;
 9.5000E+001;-8.8043E+001;
 9.6000E+001;-8.8127E+001;
 9.7000E+001;-8.8210E+001;
 9.8000E+001;-8.8291E+001;
 9.9000E+001;-8.8371E+001;
 1.0000E+002;-8.8450E+001;
 1.0100E+002;-8.8527E+001;
 1.0200E+002;-8.8603E+001;
 1.0300E+002;-8.8677E+001;
 1.0400E+002;-8.8751E+001;
 1.0500E+002;-8.8823E+001;
 1.0600E+002;-8.8894E+001;
 1.0700E+002;-8.8963E+001;
 1.0800E+002;-8.9032E+001;
 1.0900E+002;-8.9099E+001;
 1.1000E+002;-8.9166E+001;
 1.1100E+002;-8.9231E+001;
 1.1200E+002;-8.9296E+001;
 1.1300E+002;-8.9359E+001;
 1.1400E+002;-8.9421E+001;
 1.1500E+002;-8.9483E+001;
 1.1600E+002;-8.9543E+001;
 1.1700E+002;-8.9603E+001;
 1.1800E+002;-8.9661E+001;
 1.1900E+002;-8.9719E+001;
 1.2000E+002;-8.9776E+001;
