JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-6.0218E+000;
 2.0000E+000;-1.4986E+001;
 3.0000E+000;-2.3140E+001;
 4.0000E+000;-2.9977E+001;
 5.0000E+000;-3.5646E+001;
 6.0000E+000;-4.0382E+001;
 7.0000E+000;-4.4386E+001;
 8.0000E+000;-4.7814E+001;
 9.0000E+000;-5.0782E+001;
 1.0000E+001;-5.3379E+001;
 1.1000E+001;-5.5674E+001;
 1.2000E+001;-5.7718E+001;
 1.3000E+001;-5.9551E+001;
 1.4000E+001;-6.1206E+001;
 1.5000E+001;-6.2710E+001;
 1.6000E+001;-6.4082E+001;
 1.7000E+001;-6.5340E+001;
 1.8000E+001;-6.6499E+001;
 1.9000E+001;-6.7570E+001;
 2.0000E+001;-6.8563E+001;
 2.1000E+001;-6.9488E+001;
 2.2000E+001;-7.0350E+001;
 2.3000E+001;-7.1157E+001;
 2.4000E+001;-7.1915E+001;
 2.5000E+001;-7.2626E+001;
 2.6000E+001;-7.3297E+001;
 2.7000E+001;-7.3930E+001;
 2.8000E+001;-7.4529E+001;
 2.9000E+001;-7.5096E+001;
 3.0000E+001;-7.5634E+001;
 3.1000E+001;-7.6146E+001;
 3.2000E+001;-7.6632E+001;
 3.3000E+001;-7.7096E+001;
 3.4000E+001;-7.7539E+001;
 3.5000E+001;-7.7962E+001;
 3.6000E+001;-7.8367E+001;
 3.7000E+001;-7.8754E+001;
 3.8000E+001;-7.9126E+001;
 3.9000E+001;-7.9482E+001;
 4.0000E+001;-7.9824E+001;
 4.1000E+001;-8.0153E+001;
 4.2000E+001;-8.0470E+001;
 4.3000E+001;-8.0775E+001;
 4.4000E+001;-8.1068E+001;
 4.5000E+001;-8.1352E+001;
 4.6000E+001;-8.1625E+001;
 4.7000E+001;-8.1889E+001;
 4.8000E+001;-8.2144E+001;
 4.9000E+001;-8.2390E+001;
 5.0000E+001;-8.2629E+001;
 5.1000E+001;-8.2860E+001;
 5.2000E+001;-8.3084E+001;
 5.3000E+001;-8.3301E+001;
 5.4000E+001;-8.3511E+001;
 5.5000E+001;-8.3715E+001;
 5.6000E+001;-8.3913E+001;
 5.7000E+001;-8.4105E+001;
 5.8000E+001;-8.4292E+001;
 5.9000E+001;-8.4473E+001;
 6.0000E+001;-8.4650E+001;
 6.1000E+001;-8.4822E+001;
 6.2000E+001;-8.4989E+001;
 6.3000E+001;-8.5152E+001;
 6.4000E+001;-8.5310E+001;
 6.5000E+001;-8.5464E+001;
 6.6000E+001;-8.5615E+001;
 6.7000E+001;-8.5762E+001;
 6.8000E+001;-8.5905E+001;
 6.9000E+001;-8.6044E+001;
 7.0000E+001;-8.6181E+001;
 7.1000E+001;-8.6314E+001;
 7.2000E+001;-8.6443E+001;
 7.3000E+001;-8.6570E+001;
 7.4000E+001;-8.6694E+001;
 7.5000E+001;-8.6815E+001;
 7.6000E+001;-8.6934E+001;
 7.7000E+001;-8.7050E+001;
 7.8000E+001;-8.7163E+001;
 7.9000E+001;-8.7274E+001;
 8.0000E+001;-8.7382E+001;
 8.1000E+001;-8.7488E+001;
 8.2000E+001;-8.7592E+001;
 8.3000E+001;-8.7694E+001;
 8.4000E+001;-8.7794E+001;
 8.5000E+001;-8.7891E+001;
 8.6000E+001;-8.7987E+001;
 8.7000E+001;-8.8081E+001;
 8.8000E+001;-8.8173E+001;
 8.9000E+001;-8.8263E+001;
 9.0000E+001;-8.8351E+001;
 9.1000E+001;-8.8438E+001;
 9.2000E+001;-8.8523E+001;
 9.3000E+001;-8.8606E+001;
 9.4000E+001;-8.8688E+001;
 9.5000E+001;-8.8769E+001;
 9.6000E+001;-8.8847E+001;
 9.7000E+001;-8.8925E+001;
 9.8000E+001;-8.9001E+001;
 9.9000E+001;-8.9076E+001;
 1.0000E+002;-8.9149E+001;
 1.0100E+002;-8.9221E+001;
 1.0200E+002;-8.9292E+001;
 1.0300E+002;-8.9362E+001;
 1.0400E+002;-8.9430E+001;
 1.0500E+002;-8.9498E+001;
 1.0600E+002;-8.9564E+001;
 1.0700E+002;-8.9629E+001;
 1.0800E+002;-8.9693E+001;
 1.0900E+002;-8.9756E+001;
 1.1000E+002;-8.9818E+001;
 1.1100E+002;-8.9879E+001;
 1.1200E+002;-8.9938E+001;
 1.1300E+002;-8.9997E+001;
 1.1400E+002;-9.0055E+001;
 1.1500E+002;-9.0113E+001;
 1.1600E+002;-9.0169E+001;
 1.1700E+002;-9.0224E+001;
 1.1800E+002;-9.0279E+001;
 1.1900E+002;-9.0332E+001;
 1.2000E+002;-9.0385E+001;
